Index,0 [0x3][0x6],1 [0x7][0x0],2 [0x5][0x4],3 [0x19][0x7]
0,0,0,0,false
1,1,131001,0,false
2,2,131002,0,false
3,3,131003,0,false
4,4,131004,0,false
5,5,131005,0,false
6,6,131006,0,false
7,7,131007,0,false
8,8,131008,0,false
9,9,131009,0,false
10,10,131010,0,false
11,11,131011,0,false
12,12,131012,0,false
13,13,131013,0,false
14,14,131014,0,false
15,51,131015,0,false
16,52,131016,0,false
17,53,131017,0,false
18,54,131018,0,false
19,101,131020,26,true
20,104,131022,0,false
21,102,131021,0,false
22,105,131023,0,false
23,61,131019,228,true
24,106,131024,0,false
25,107,131025,0,false
26,108,131026,0,false
27,111,131028,0,false
28,112,131029,243,true
29,109,131027,0,false
30,114,131030,0,false
31,0,0,0,false
32,0,0,0,false
33,0,0,0,false
34,0,0,0,false
35,0,0,0,false
36,0,0,0,false
37,0,0,0,false
38,0,0,0,false
39,0,0,0,false
40,0,0,0,false
41,0,0,0,false
42,0,0,0,false
43,0,0,0,false
44,0,0,0,false
45,0,0,0,false
46,0,0,0,false
47,0,0,0,false
48,0,0,0,false
49,0,0,0,false
50,0,0,0,false
51,0,0,0,false
52,0,0,0,false
53,0,0,0,false
54,0,0,0,false
55,0,0,0,false
56,0,0,0,false
57,0,0,0,false
58,0,0,0,false
59,0,0,0,false
60,0,0,0,false
61,0,0,0,false
62,0,0,0,false
63,0,0,0,false
64,0,0,0,false
65,0,0,0,false
66,0,0,0,false
67,0,0,0,false
68,0,0,0,false
69,0,0,0,false
70,0,0,0,false
71,0,0,0,false
72,0,0,0,false
73,0,0,0,false
74,0,0,0,false
75,0,0,0,false
76,0,0,0,false
77,0,0,0,false
78,0,0,0,false
79,0,0,0,false
80,0,0,0,false
81,0,0,0,false
82,0,0,0,false
83,0,0,0,false
84,0,0,0,false
85,0,0,0,false
86,0,0,0,false
87,0,0,0,false
88,0,0,0,false
89,0,0,0,false
90,0,0,0,false
91,0,0,0,false
92,0,0,0,false
93,0,0,0,false
94,0,0,0,false
95,0,0,0,false
