Index,0 [0x0][0x0],1 [0x3][0x4],2 [0x3][0x5]
0,"Catégorie invalide",0,0
1,"Épopée (A Realm Reborn)",2,1
2,"Épopée (Heavensward)",2,1
3,"Chroniques d'une nouvelle ère",2,1
4,"Quêtes tribales des Amalj'aa",2,1
5,"Quêtes tribales des Sylphes",2,1
6,"Quêtes tribales des Kobolds",2,1
7,"Quêtes tribales des Sahuagins",2,1
8,"Quêtes tribales des Ixali",2,1
9,"Histoires annexes",2,1
10,"Noscea",3,1
11,"Sombrelinceul",3,1
12,"Thanalan",3,1
13,"Coerthas",3,1
14,"Mor Dhona",3,1
15,"Ishgard",3,1
16,"Abalathia",3,1
17,"Dravania",3,1
18,"Azys Lla",3,1
19,"Quêtes de classe",2,1
20,"Quêtes de job",2,1
21,"Quêtes de compagnie",2,1
22,"Événements saisonniers",1,1
23,"Autres quêtes",2,1
24,"Mandats de mercenariat",3,2
25,"Mandats de mineur",3,2
26,"Mandats de botaniste",3,2
27,"Mandats de pêcheur",3,2
28,"Mandats de menuisier",3,2
29,"Mandats de forgeron",3,2
30,"Mandats d'armurier",3,2
31,"Mandats d'orfèvre",3,2
32,"Mandats de tanneur",3,2
33,"Mandats de couturier",3,2
34,"Mandats d'alchimiste",3,2
35,"Mandats de cuisinier",3,2
36,"Mandats ishgardais de mercenariat",3,2
37,"Mandats ishgardais de mineur",3,2
38,"Mandats ishgardais de botaniste",3,2
39,"Mandats ishgardais de pêcheur",3,2
40,"Mandats ishgardais de menuisier",3,2
41,"Mandats ishgardais de forgeron",3,2
42,"Mandats ishgardais d'armurier",3,2
43,"Mandats ishgardais d'orfèvre",3,2
44,"Mandats ishgardais de tanneur",3,2
45,"Mandats ishgardais de couturier",3,2
46,"Mandats ishgardais d'alchimiste",3,2
47,"Mandats ishgardais de cuisinier",3,2
48,"Mandats de faction",2,2
49,"Mandats de compagnie",2,2
50,"Missions",2,3
51,"Quêtes legacy",2,4
