Index,0 [0x3][0x4],1 [0x3][0x5],2 [0x19][0xd],3 [0x3][0x6],4 [0x3][0x7],5 [0x3][0x8],6 [0x0][0x0],7 [0x3][0x9],8 [0x3][0xa],9 [0x3][0xb],10 [0x3][0xc],11 [0x1a][0xd],12 [0x1b][0xd],13 [0x1c][0xd],14 [0x1d][0xd],15 [0x1e][0xd]
0,0,0,false,0,0,0,"",0,0,0,0,false,false,true,false,true
1,0,0,false,0,1,0,"battle/battle_start",0,0,0,2,false,false,true,false,true
2,0,0,false,0,1,0,"battle/battle_end",0,0,0,1,false,false,true,false,true
3,0,0,true,0,0,0,"normal/idle",0,2,0,2,false,false,true,false,true
4,0,0,false,0,0,0,"normal/idle_inactive1",0,2,0,2,false,false,true,false,true
5,0,0,false,0,0,0,"normal/idle_inactive2",0,2,0,2,false,false,true,false,true
6,0,0,false,0,0,0,"normal/idle_inactive3",0,2,0,2,false,false,true,false,true
7,0,0,true,0,0,0,"normal/turn_loop_l",0,2,0,2,false,false,true,false,true
8,0,0,true,0,0,0,"normal/turn_loop_r",0,2,0,2,false,false,true,false,true
9,0,0,false,0,0,0,"normal/turn_l",0,2,0,2,false,false,true,false,true
10,0,0,false,0,0,0,"normal/turn_r",0,2,0,2,false,false,true,false,true
11,0,0,false,0,0,0,"normal/turn_bl",0,2,0,2,false,false,true,false,true
12,0,0,false,0,0,0,"normal/turn_br",0,2,0,2,false,false,true,false,true
13,0,0,true,0,0,0,"normal/walk",0,2,0,2,false,false,true,false,true
14,0,0,true,0,0,0,"normal/walk_l",0,2,0,2,false,false,true,false,true
15,0,0,true,0,0,0,"normal/walk_r",0,2,0,2,false,false,true,false,true
16,0,0,true,0,0,0,"normal/walk_b",0,2,0,2,false,false,true,false,true
17,0,0,false,0,0,0,"normal/walk_start",0,2,0,2,false,false,true,false,true
18,0,0,false,0,0,0,"normal/walk_start_br",0,2,0,2,false,false,true,false,true
19,0,0,false,0,0,0,"normal/walk_start_bl",0,2,0,2,false,false,true,false,true
20,0,0,false,0,0,0,"normal/walk_end_l",0,2,0,2,false,false,true,false,true
21,0,0,false,0,0,0,"normal/walk_end_r",0,2,0,2,false,false,true,false,true
22,0,0,true,0,0,0,"normal/run",0,2,0,2,false,false,true,false,true
23,0,0,true,0,0,0,"normal/run_l",0,2,0,2,false,false,true,false,true
24,0,0,true,0,0,0,"normal/run_r",0,2,0,2,false,false,true,false,true
25,0,0,false,0,0,0,"normal/run_start",0,2,0,2,false,false,true,false,true
26,0,0,false,0,0,0,"normal/run_start_br",0,2,0,2,false,false,true,false,true
27,0,0,false,0,0,0,"normal/run_start_bl",0,2,0,2,false,false,true,false,true
28,0,0,false,0,0,0,"normal/run_end_l",0,2,0,2,false,false,true,false,true
29,0,0,false,0,0,0,"normal/run_end_r",0,2,0,2,false,false,true,false,true
30,0,0,true,0,0,0,"normal/sprint",0,2,0,2,false,false,true,true,true
31,0,0,false,0,0,0,"normal/jump_start",0,2,0,2,false,false,true,false,true
32,0,0,false,0,0,0,"normal/jump_falling",0,2,0,2,false,false,true,false,true
33,0,0,false,0,0,0,"normal/jump_landing",0,2,0,2,false,false,true,false,true
34,0,0,true,0,0,2,"battle/idle",0,1,0,1,false,false,true,false,true
35,0,0,true,0,0,0,"battle/turn_loop_l",0,1,0,1,false,false,true,false,true
36,0,0,true,0,0,0,"battle/turn_loop_r",0,1,0,1,false,false,true,false,true
37,0,3,true,0,0,1,"event_base/event_base_knee_suffering",1,2,1,2,true,false,true,false,true
38,3,4,false,0,0,1,"mount/mount_dead",0,2,0,2,false,false,true,false,true
39,0,0,false,0,0,0,"",0,0,0,0,false,false,false,false,true
40,0,0,false,0,0,0,"",0,0,0,0,false,false,false,false,true
41,0,0,true,0,0,0,"battle/walk",0,1,0,1,false,false,true,false,true
42,0,0,true,0,0,0,"battle/walk_l",0,1,0,1,false,false,true,false,true
43,0,0,true,0,0,0,"battle/walk_r",0,1,0,1,false,false,true,false,true
44,0,0,true,0,0,0,"battle/walk_b",0,1,0,1,false,false,true,false,true
45,0,0,false,0,0,0,"battle/walk_start",0,1,0,1,false,false,true,false,true
46,0,0,false,0,0,0,"battle/walk_start_br",0,1,0,1,false,false,true,false,true
47,0,0,false,0,0,0,"battle/walk_start_bl",0,1,0,1,false,false,true,false,true
48,0,0,false,0,0,0,"battle/walk_end_l",0,1,0,1,false,false,true,false,true
49,0,0,false,0,0,0,"battle/walk_end_r",0,1,0,1,false,false,true,false,true
