Index,0 [0x7][0x4],1 [0x3][0xc],2 [0x7][0x8],3 [0x0][0x0],4 [0x19][0xd],5 [0x1a][0xd]
0,0,2,5728,"",false,true
1,14999504,2,5729,"スノウホワイト",false,true
2,11315362,2,5730,"アッシュグレイ",false,true
3,9013124,2,5731,"グゥーブーグレイ",false,true
4,6645093,2,5732,"スレートグレイ",false,true
5,4736834,2,5733,"チャコールグレイ",false,true
6,2828579,2,5734,"スートブラック",false,true
7,15114134,4,5735,"ローズピンク",false,true
8,8612201,4,5736,"ライラックパープル",false,true
9,5969705,4,5737,"ロランベリーレッド",false,true
10,7871002,4,5738,"ダラガブレッド",false,true
11,6431239,4,5739,"ラストレッド",false,true
12,4527377,4,5740,"ワインレッド",false,true
13,13397086,4,5741,"コーラルピンク",false,true
14,9517863,4,5742,"ブラッドレッド",false,true
15,14985866,4,5743,"サーモンピンク",false,true
16,12016685,5,5744,"サンセットオレンジ",false,true
17,8206598,5,5745,"メサレッド",false,true
18,6966071,5,5746,"バークブラウン",false,true
19,7224612,5,5747,"チョコレートブラウン",false,true
20,5188895,5,5748,"ラセットブラウン",false,true
21,3154203,5,5749,"コボルドブラウン",false,true
22,13209942,5,5750,"コルクブラウン",false,true
23,10055231,5,5751,"キキルンブラウン",false,true
24,8084525,5,5752,"オポオポブラウン",false,true
25,10651484,5,5753,"アルドゴートブラウン",false,true
26,12940324,5,5754,"パンプキンオレンジ",false,true
27,9328667,5,5755,"エーコンブラウン",false,true
28,6570518,5,5756,"オーチャードブラウン",false,true
29,4008205,5,5757,"チェスナットブラウン",false,true
30,12166281,5,5758,"ゴブリンブラウン",false,true
31,9601388,5,5759,"シェールブラウン",false,true
32,6378053,5,5760,"モールブラウン",false,true
33,4141865,5,5761,"ロームブラウン",false,true
34,15455136,6,5762,"ボーンホワイト",false,true
35,12034928,6,5763,"ウルダハンブラウン",false,true
36,14398551,6,5764,"チョコボイエロー",false,true
37,16434731,6,5765,"ハニーイエロー",false,true
38,14982708,6,5766,"ミリオンコーンイエロー",false,true
39,12355588,6,5767,"クァールイエロー",false,true
40,15914864,6,5768,"クリームイエロー",false,true
41,10847280,6,5769,"ハラタリイエロー",false,true
42,4207377,6,5770,"レーズンブラウン",false,true
43,5788208,7,5771,"マッドグリーン",false,true
44,12303242,7,5772,"シルフグリーン",false,true
45,11251796,7,5773,"ライムグリーン",false,true
46,7369510,7,5774,"モスグリーン",false,true
47,9149539,7,5775,"メドウグリーン",false,true
48,4936242,7,5776,"オリーヴグリーン",false,true
49,3290657,7,5777,"マーシュグリーン",false,true
50,10204003,7,5778,"アップルグリーン",false,true
51,6652481,7,5779,"サボテンダーグリーン",false,true
52,2640684,7,5780,"ハンターグリーン",false,true
53,4219705,7,5781,"オチューグリーン",false,true
54,6255960,7,5782,"アダマンタスグリーン",false,true
55,3886396,7,5783,"ノフィカグリーン",false,true
56,1976865,7,5784,"ディープウッドグリーン",false,true
57,9878969,7,5785,"セレストグリーン",false,true
58,4420210,7,5786,"ターコイズグリーン",false,true
59,2049606,7,5787,"モルボルグリーン",false,true
60,11715790,8,5788,"アイスブルー",false,true
61,8630482,8,5789,"スカイブルー",false,true
62,6586784,8,5790,"シーフォグブルー",false,true
63,3893382,8,5791,"ピーコックブルー",false,true
64,1850708,8,5792,"ロータノブルー",false,true
65,9345964,8,5793,"コープスブルー",false,true
66,5199718,8,5794,"セルレアムブルー",false,true
67,3094609,8,5795,"ウォードブルー",false,true
68,1711911,8,5796,"インクブルー",false,true
69,5996480,8,5797,"ラプトルブルー",false,true
70,3102857,8,5798,"オサードブルー",false,true
71,2310514,8,5799,"ストームブルー",false,true
72,1124676,8,5800,"ヴォイドブルー",false,true
73,2568295,8,5801,"ロイヤルブルー",false,true
74,1579319,8,5802,"ミッドナイトブルー",false,true
75,3618631,8,5803,"シャドウブルー",false,true
76,3222871,8,5804,"アビサルブルー",false,true
77,8880046,9,5805,"ラベンダーブルー",false,true
78,5326176,9,5806,"グルームパープル",false,true
79,3288123,9,5807,"カラントパープル",false,true
80,12033724,9,5808,"アイリスパープル",false,true
81,3877437,9,5809,"グレープパープル",false,true
82,16699125,9,5810,"ロータスピンク",false,true
83,14457802,9,5811,"コリブリピンク",false,true
84,7950956,9,5812,"プラムパープル",false,true
85,6697038,9,5813,"リーガルパープル",false,true
86,0,0,0,"",false,true
87,0,0,0,"",false,true
88,0,0,0,"",false,true
89,0,0,0,"",false,true
90,0,0,0,"",false,true
91,0,0,0,"",false,true
92,0,0,0,"",false,true
93,0,0,0,"",false,true
94,0,0,0,"",false,true
95,0,0,0,"",false,true
96,0,0,0,"",false,true
97,0,0,0,"",false,true
98,0,0,0,"",false,true
99,0,0,0,"",false,true
100,0,0,0,"",false,true
101,16382196,10,8732,"ピュアホワイト",false,true
102,1973790,10,8733,"ジェットブラック",false,true
103,16632006,10,8734,"パステルピンク",false,true
104,3283225,0,8735,"ダークレッド",false,true
105,2629916,0,8736,"ダークブラウン",false,true
106,12242858,10,8737,"パステルグリーン",false,true
107,1387564,0,8738,"ダークグリーン",false,true
108,9872601,10,8739,"パステルブルー",false,true
109,1187629,0,8740,"ダークブルー",false,true
110,12301786,10,8741,"パステルパープル",false,true
111,2301990,0,8742,"ダークパープル",false,true
112,10987431,10,8743,"シルバー",true,false
113,15590973,10,8744,"ゴールド",true,false
114,11935051,10,8745,"メタリックレッド",true,false
115,14978095,0,8746,"メタリックオレンジ",true,false
116,16046662,0,8747,"メタリックイエロー",true,false
117,2271063,10,8748,"メタリックグリーン",true,false
118,6214886,0,8749,"メタリックスカイブルー",true,false
119,5264089,10,8750,"メタリックブルー",true,false
120,10708674,0,8751,"メタリックパープル",true,false
