Index,0 [0x5][0x4],1 [0x5][0x6],2 [0x3][0x8],3 [0x19][0x9],4 [0x0][0x0]
0,0,0,0,false,""
1,57,1,0,false,"Du hast <if:<switch:>/<if:<?0x32>>> in die Gruppe eingeladen."
2,57,1,0,false,"Die Einladung in die Gruppe von <if:<switch:>/<if:<?0x32>>> wurde abgebrochen."
3,57,33,0,false,"<if:<switch:>/<if:<?0x32>>> hat dich in eine Gruppe eingeladen."
4,57,1,0,false,"Du hast die Gruppe verlassen."
5,57,1,0,false,"Die Gruppe wurde aufgelöst."
6,0,0,0,false,""
7,0,0,0,false,""
8,57,1,0,false,"<if:<switch:>/<if:<?0x32>>> steht nun auf der Schwarzen Liste."
9,57,1,0,false,"<if:<switch:>/<if:<?0x32>>> wurde von der Schwarzen Liste entfernt."
10,57,33,0,false,"Du hast <if:<switch:>/<if:<?0x32>>> eine Freundschaftsanfrage gesendet."
11,57,33,0,false,"<if:<switch:>/<if:<?0x32>>> hat dir eine Freundschaftsanfrage gesendet."
12,57,1,0,false,"<if:<switch:>/<if:<?0x32>>> wurde von der Freundesliste entfernt."
13,57,1,0,false,"Du hast <if:<switch:>/<if:<?0x32>>> in den Kontaktkreis „<if:<ref:ObjStr>>“ eingeladen."
14,57,33,0,false,"<if:<switch:>/<if:<?0x32>>> hat dich in den Kontaktkreis „<if:<ref:ObjStr>>“ eingeladen."
15,57,1,0,false,"<if:<switch:>/<if:<?0x32>>> ist nun ein Anführer des Kontaktkreises „<if:<ref:ObjStr>>“."
16,57,1,0,false,"<if:<switch:>/<if:<?0x32>>> ist nicht länger ein Anführer des Kontaktkreises „<if:<ref:ObjStr>>“."
17,57,1,0,false,"Du hast den Kontaktkreis „<if:<ref:ObjStr>>“ verlassen."
18,57,33,0,false,"Der Kontaktkreis „<if:<ref:ObjStr>>“ wurde aufgelöst."
19,57,1,0,false,"<if:<switch:>/<if:<?0x32>>> wurde aus dem Kontaktkreis „<if:<ref:ObjStr>>“ geworfen."
20,57,1,0,false,"Du wurdest aus dem Kontaktkreis „<if:<ref:ObjStr>>“ geworfen."
21,57,1,0,false,"<value> wurden die Meisterprivilegien für „<if:<ref:ObjStr>>“ gewährt."
22,57,33,0,false,"<value> wurden die Meisterprivilegien für „<if:<ref:ObjStr>>“ gewährt."
23,57,33,0,false,"Du bist nun ein Anführer des Kontaktkreises „<if:<ref:ObjStr>>“. "
24,57,1,0,false,"Du bist nicht länger ein Anführer des Kontaktkreises „<if:<ref:ObjStr>>“. "
25,57,33,0,false,"Du hast den Brief abgeschickt."
26,57,1,0,false,"Du hast den Brief gelöscht."
27,57,1,0,false,"Du hast mit dem Brief <?0x32> erhalten."
28,57,1,0,false,"Du hast mit dem Brief <value> Gil erhalten."
29,60,9,0,false,"Du hast die Maximalmenge von an Briefen angehängten Gegenständen erreicht.\nNimm einige entgegen, sonst kannst du keine neuen empfangen."
30,60,8,0,false,"<2b?:0xff, 0x46, 0x2> kann momentan nicht handeln."
31,60,8,0,false,"Dieser Gegenstand kann nicht an andere weitergegeben werden."
32,57,1,0,false,"Du hast <if:<switch:>/<if:<?0x32>>> einen Handel angeboten."
33,57,1,0,false,"Warte auf die Bestätigung von <if:<switch:>/<if:<?0x32>>> ..."
