Index,0 [0x7][0x24],1 [0x3][0x4],2 [0x3][0xc],3 [0x3][0x14],4 [0x5][0x0],5 [0x5][0x8],6 [0x5][0x10],7 [0x3][0x5],8 [0x3][0xd],9 [0x3][0x15],10 [0x5][0x2],11 [0x5][0xa],12 [0x5][0x12],13 [0x3][0x6],14 [0x3][0xe],15 [0x3][0x16],16 [0x19][0x7],17 [0x19][0xf],18 [0x19][0x17],19 [0x0][0x18],20 [0x0][0x1c],21 [0x0][0x20]
589824,0,1,0,0,799,796,854,1,1,1,0,0,0,3,4,5,false,false,false,"強調トークシェイプで会話モーション","ドキュメントトークシェイプでビヘイビア演説ループ","不気味トークシェイプでビヘイビア立ち怒り会話ループ"
589825,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589826,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"ほげ","ふー","ばー"
589827,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"あー、食った食った！ ","この宿の飯は最高に旨いな！","0"
589828,0,2,2,0,755,755,0,1,1,1,0,0,0,0,0,0,true,true,false,"基本立ちと立ち専用リアクションテス\n(アイテム渡し)","「ビヘイビアリアクション挨拶」へ推移します。","0"
589829,0,2,2,0,755,755,0,1,1,1,0,0,0,0,0,0,true,true,false,"基本立ちと立ち専用リアクションテス\n(アイテム受取)","「ビヘイビアリアクション考える」へ推移します。","0"
589830,0,2,2,0,755,763,0,1,1,1,0,0,0,0,0,0,true,true,false,"基本立ちと立ち専用リアクションテス\n(アイテム会話)","「ビヘイビアリアクション怒り」へ推移します。","0"
589831,0,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,true,false,false,"基本立ちと立ち専用リアクションテス\n基本地面座り→基本立ち→立ち専用リアクション","0","0"
589832,0,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,true,false,false,"基本立ちと立ち専用リアクションテス\n派手立ち→基本立ち→立ち専用リアクション","0","0"
589833,0,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,true,false,false,"ここは、森と精霊に認められし神聖なる都市グリダニア。\n大いなる自然に感謝し、慎ましく振る舞え。","おす！","テストをします"
589834,0,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,true,false,false,"基本立ちと立ち専用リアクションテス\n固有→基本立ち→立ち専用リアクション","0","0"
589835,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"空が見えるようになってる……！ すごい！","0","0"
589836,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"見ての通り、私は詩人です。","どうです？ 一曲？","0"
589837,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"俺はただひたすらに、\nクエストを発行するだけのENPCだ。","0","0"
589838,0,1,2,2,784,809,786,1,1,1,0,0,0,0,0,0,false,false,false,"改ページテストをします。１ページ。","２ページ。","３ページ。"
589839,0,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"改行テストをします。\n改行完了しました。","0","0"
589840,0,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"……おい、知ってるか？\n目黒という地には、\nとてつもなくウマい肉を食わせる店があるそうだ。","0","0"
589841,0,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"デフォルトトークテストですよ。","0","0"
589842,0,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"デフォルトトークテストですわ！","0","0"
589843,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"デフォルトトークでおじゃる。","0","0"
589844,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"悪いけど、取り込み中でね。\nしばらくそっちで大人しく待っててくれる？","……ん、あんた、見ない顔だね。\n都市に来たばかりだったら、今のうちに\nカーラインカフェで登録を済ませてしまいなさい。","0"
