Index,0 [0x3][0x4],1 [0x0][0x0]
0,1,"ロールプレイ"
1,2,"レベリング"
2,3,"カジュアル"
3,4,"ハードコア"
4,6,"ギルドオーダー"
5,7,"討伐・討滅戦"
6,5,"ダンジョン"
7,8,"レイド"
8,9,"PvP"
9,0,""
10,0,""
11,0,""
12,0,""
13,0,""
14,0,""
15,0,""
16,51,"TANK"
17,52,"HEALER"
18,53,"DPS"
19,54,"CRAFTER"
20,55,"GATHERER"
21,0,""
22,0,""
23,0,""
24,0,""
25,0,""
26,0,""
27,0,""
28,0,""
29,0,""
30,0,""
31,0,""
32,101,"平日"
33,101,"週末"
34,0,""
35,0,""
36,0,""
37,0,""
38,0,""
39,0,""
40,151,"加入申請"
41,152,"仮加入申請"
42,0,""
43,0,""
44,0,""
45,0,""
46,0,""
47,0,""
48,0,""
49,0,""
50,0,""
51,0,""
52,0,""
53,0,""
54,0,""
55,0,""
56,0,""
57,0,""
58,0,""
59,0,""
60,0,""
61,0,""
62,0,""
63,0,""
