Index,0 [0x7][0x0],1 [0x5][0x4]
1966080,0,0
1966081,4573387,1200
1966082,4573396,1204
1966083,4573404,1205
1966084,4573408,1206
1966085,4573416,1207
1966086,4573435,1226
1966087,4573443,1223
1966088,4573451,1220
1966089,4573456,1224
1966090,4573473,1225
1966091,4573499,1213
1966092,4573636,1214
1966093,4573640,1215
1966094,4573647,1210
1966095,4573656,1153
1966096,4656718,1156
1966097,4656721,1150
1966098,4660260,1151
1966099,4660263,1222
1966100,4656726,1152
1966101,4656730,1216
1966102,5347562,1168
1966103,5347565,1171
1966104,5347567,1172
1966105,5347569,1176
1966106,5347571,1175
1966107,5347573,1174
1966108,5347575,1173
1966109,5362858,1198
1966110,5362859,1195
1966111,5362861,1194
1966112,5362863,1190
1966113,5362865,1197
1966114,5362867,1193
1966115,5362869,1196
1966116,5364262,1187
1966117,5364264,1181
1966118,5364266,1180
1966119,5364268,1184
1966120,5364270,1183
1966121,5364272,1182
1966122,5364274,1186
