Index,0 [0x0][0x0],1 [0x4][0x4]
30001,"探索依頼：平地 G1",0
30002,"探索依頼：平地 G2",0
30003,"探索依頼：平地 G3",0
30004,"探索依頼：平地 G4",0
30005,"探索依頼：平地 G5",0
30006,"探索依頼：平地 G6",0
30007,"探索依頼：平地 G7",0
30008,"探索依頼：平地 G8",0
30009,"探索依頼：平地 G9",0
30010,"探索依頼：平地 G10",0
30011,"探索依頼：平地 G11",50
30012,"探索依頼：平地 G12",60
30013,"探索依頼：平地 G13",70
30014,"探索依頼：山岳 G1",0
30015,"探索依頼：山岳 G2",0
30016,"探索依頼：山岳 G3",0
30017,"探索依頼：山岳 G4",0
30018,"探索依頼：山岳 G5",0
30019,"探索依頼：山岳 G6",0
30020,"探索依頼：山岳 G7",0
30021,"探索依頼：山岳 G8",0
30022,"探索依頼：山岳 G9",0
30023,"探索依頼：山岳 G10",0
30024,"探索依頼：山岳 G11",50
30025,"探索依頼：山岳 G12",60
30026,"探索依頼：山岳 G13",70
30027,"探索依頼：森林 G1",0
30028,"探索依頼：森林 G2",0
30029,"探索依頼：森林 G3",0
30030,"探索依頼：森林 G4",0
30031,"探索依頼：森林 G5",0
30032,"探索依頼：森林 G6",0
30033,"探索依頼：森林 G7",0
30034,"探索依頼：森林 G8",0
30035,"探索依頼：森林 G9",0
30036,"探索依頼：森林 G10",0
30037,"探索依頼：森林 G11",50
30038,"探索依頼：森林 G12",60
30039,"探索依頼：森林 G13",70
30040,"探索依頼：水辺 G1",0
30041,"探索依頼：水辺 G2",0
30042,"探索依頼：水辺 G3",0
30043,"探索依頼：水辺 G4",0
30044,"探索依頼：水辺 G5",0
30045,"探索依頼：水辺 G6",0
30046,"探索依頼：水辺 G7",0
30047,"探索依頼：水辺 G8",0
30048,"探索依頼：水辺 G9",0
30049,"探索依頼：水辺 G10",0
30050,"探索依頼：水辺 G11",50
30051,"探索依頼：水辺 G12",60
30052,"探索依頼：水辺 G13",70
30053,"ほりだしもの依頼",0
30054,"探索依頼：平地 G14",80
30055,"探索依頼：山岳 G14",80
30056,"探索依頼：森林 G14",80
30057,"探索依頼：水辺 G14",80
30058,"探索依頼：平地 G15",90
30059,"探索依頼：山岳 G15",90
30060,"探索依頼：森林 G15",90
30061,"探索依頼：水辺 G15",90
30062,"探索依頼：平地 G16",100
30063,"探索依頼：山岳 G16",100
30064,"探索依頼：森林 G16",100
30065,"探索依頼：水辺 G16",100
30066,"探索依頼：平地 G17",110
30067,"探索依頼：山岳 G17",110
30068,"探索依頼：森林 G17",110
30069,"探索依頼：水辺 G17",110
30070,"探索依頼：平地 G18",120
30071,"探索依頼：山岳 G18",120
30072,"探索依頼：森林 G18",120
30073,"探索依頼：水辺 G18",120
30074,"",0
30075,"",0
30076,"",0
30077,"",0
30078,"",0
30079,"",0
30080,"",0
30081,"",0
30082,"",0
30083,"",0
30084,"",0
30085,"",0
30086,"",0
30087,"",0
30088,"",0
30089,"",0
30090,"",0
30091,"",0
30092,"",0
30093,"",0
30094,"",0
30095,"",0
30096,"",0
30097,"",0
30098,"",0
30099,"",0
30100,"",0
