Index,0 [0x7][0xc],1 [0x3][0x10],2 [0x19][0x12],3 [0x1a][0x12],4 [0x3][0x11],5 [0x9][0x4],6 [0x1b][0x12],7 [0x9][0x8],8 [0x0][0x0]
0,0,2,false,false,1,1.0,false,1.0,"0"
1,0,2,false,false,3,1.0,false,1.0,"0"
2,0,2,false,false,3,5.0,false,1.0,"0"
3,0,2,false,false,3,5.0,false,1.0,"Psst! Die Anolis kommen immer näher ...!"
4,0,2,false,false,3,5.0,false,1.0,"Kein einziger Imp darf entkommen!"
5,0,2,false,false,3,5.0,false,1.0,"Verdammt, es sind zu viele!"
6,0,2,false,false,3,5.0,false,1.0,"Die Schnaken! Sie sind überall!"
7,0,2,false,false,3,5.0,false,1.0,"Die Sylphen kommen, haltet euch bereit!"
8,0,2,false,false,3,5.0,false,1.0,"Oh nein, es werden immer mehr!"
9,0,2,false,false,3,5.0,false,1.0,"Wir werden für Sicherheit auf den Straßen sorgen!"
10,0,2,false,false,3,5.0,false,1.0,"Denen werden wir's zeigen ... "
11,0,2,false,false,3,5.0,false,1.0,"Sie sind hinter den Bohnen her!"
12,0,2,false,false,3,5.0,false,1.0,"Die Ixal! Zu Hilfe!"
13,0,2,false,false,3,5.0,false,1.0,"Seit wann kommen die Ziz in diese Gegend?!"
14,0,2,false,false,3,5.0,false,1.0,"Da kommen sie schon wieder!"
15,0,2,false,false,3,5.0,false,1.0,"Sieh dich vor, die Opo-Opos drehen durch!"
16,0,2,false,false,3,5.0,false,1.0,"Bei den Höllen ... Zeit, die Taktik zu ändern!"
17,0,2,false,false,3,5.0,false,1.0,"Bringt sie um! "
18,0,2,false,false,3,5.0,false,1.0,"Kann uns vielleicht jemand helfen?!"
19,0,2,false,false,3,5.0,false,1.0,"Meine Waren! Die Goblins haben meine Waren!"
20,0,2,false,false,3,5.0,false,1.0,"Sieh dir all diese Golems an!"
21,0,2,false,false,3,5.0,false,1.0,"Noch mehr Imps. Das gibt's doch nicht!"
22,0,2,false,false,3,5.0,false,1.0,"Wenn das so weitergeht, sind bald gar keine Blüten mehr übrig!"
23,0,2,false,false,3,5.0,false,1.0,"Haltet sie auf!"
24,0,2,false,false,3,5.0,false,1.0,"Schaff mir einer diesen Typen vom Hals!"
25,0,2,false,false,3,5.0,false,1.0,"Aus dem Weeeg!"
26,0,2,false,false,2,5.0,false,1.0,"Ngaaah!"
27,0,2,false,false,2,5.0,false,1.0,"Haah!"
28,0,2,false,false,2,5.0,false,1.0,"Stirb schon!"
29,0,2,false,false,2,5.0,false,1.0,"Hngg ..."
30,0,2,false,false,2,5.0,false,1.0,"Versuch das nicht\nnoch mal, du ...!"
31,0,2,false,false,2,5.0,false,1.0,"Du gehörst mir!"
32,0,2,false,false,2,5.0,false,1.0,"Na los, wer will es mit mir aufnehmen?!"
33,0,2,false,false,2,5.0,false,1.0,"Was ist, willst du mehr?"
34,0,2,false,false,2,5.0,false,1.0,"Raaaaaaaah!"
35,0,2,false,false,2,5.0,false,1.0,"Das war's, mieses Gesindel!"
36,0,2,false,false,2,5.0,false,1.0,"Aus dem Weg!"
37,0,2,false,false,2,5.0,false,1.0,"Ich mach dich fertig!"
38,0,2,false,false,2,5.0,false,1.0,"Lass uns ein wenig Spaß haben!"
39,0,2,false,false,2,5.0,false,1.0,"Du wünschst eine Audienz beim König der Könige?"
40,0,2,false,false,2,3.0,false,1.0,"Knie nieder vor deinem König!"
41,0,2,false,false,2,3.0,false,1.0,"Ich will dich singen hören!"
42,0,2,false,false,2,3.0,false,1.0,"Komm doch näher!"
43,0,2,false,false,2,5.0,false,1.0,"Du wagst es ...!"
44,0,2,false,false,2,5.0,false,1.0,"Das ist höchst impertinent."
45,0,2,false,false,2,3.0,false,1.0,"Tanzt für euren König!"
46,0,2,false,false,2,3.0,false,1.0,"Ist es das, was du willst?"
47,0,2,false,false,2,3.0,false,1.0,"Sieh her ..."
48,0,2,false,false,2,5.0,false,1.0,"Was gibbssa ssu tuscheln, ihr Baum...sschnecken!"
49,0,2,false,false,2,5.0,false,1.0,"Ssswerden wir schonnichs ... letzte Mal, kapiert?! Hick!"
50,0,2,false,false,2,5.0,false,1.0,"Gahahah! Hick! Wer will als Nächssses?"
51,0,2,false,false,2,5.0,false,1.0,"Kann man hier nicht mal in Frieden seinen Met trinken?"
52,0,2,false,false,2,3.0,false,1.0,"Hassu ... 'n Prolll...Bl...Prollem?! Was?"
53,0,2,false,false,2,3.0,false,1.0,"Heilllle Scheiße! Hick!"
54,0,2,false,false,2,5.0,false,1.0,"Die Meinige ist bereit!"
55,0,2,false,false,2,5.0,false,1.0,"Es geht los!"
56,0,2,false,false,2,5.0,false,1.0,"Die Andrigen müssen leiden!"
57,0,2,false,false,2,5.0,false,1.0,"Die Meinige wird nicht untergehen!"
58,0,2,false,false,3,5.0,false,1.0,"Das Klageregiment braucht Unterstützung!"
59,0,2,false,false,3,5.0,false,1.0,"Bis hierher habt ihr euch also geschleppt ... nur um hier zugrunde zu gehen!"
60,0,2,false,false,3,5.0,false,1.0,"Macht schon! Zeigt mir, was ihr drauf habt!"
61,0,2,false,false,3,5.0,false,1.0,"Genug! Die Übung ist beendet."
62,0,2,false,false,3,5.0,false,1.0,"Verdammt, es sind zu viele!"
63,0,2,false,false,3,5.0,false,1.0,"Denen werden wir das Wildern schon austreiben!"
64,0,2,false,false,3,5.0,false,1.0,"Ist der Stadtstaat schon so arm, dass Abenteurer die Drecksarbeit erledigen müssen?"
65,0,2,false,false,3,5.0,false,1.0,"Ihr sollt verdammt sein! Der Wald gehört nicht euch!"
66,0,2,false,false,3,5.0,false,1.0,"Großwachsene werfen Gierauge auf Habensachen?"
67,0,2,false,false,3,3.0,false,1.0,"Goblinhorde! Goblinhorde!"
68,0,2,false,false,3,3.0,false,1.0,"Goblinhorde! Goblinhorde! Bumm bumm!"
69,0,2,false,false,3,3.0,false,1.0,"Goblinhorde! Goblinhorde! Krawumm!"
70,0,2,false,false,3,5.0,false,1.0,"Nein! Goblinfezzte wird Trümmerstaub!"
71,0,2,false,false,3,5.0,false,1.0,"Fort, Großwachsene! Sonst kommt Zerfetzenkugel!"
72,0,2,false,false,3,3.0,false,1.0,"Feuerbummzzz! Feuerbummzzz!"
73,0,2,false,false,3,3.0,false,1.0,"Feuerbummzzz! Feuerbummzzz! Bumm bumm!"
74,0,2,false,false,3,3.0,false,1.0,"Feuerbummzzz! Feuerbummzzz! Krawumm!"
75,0,2,false,false,3,5.0,false,1.0,"Nein! Goblinfezzte alles Kaputtebrett!"
76,0,2,false,false,3,5.0,false,1.0,"Oh! Schöne Goblinfezzte nur mehr Kleinesholz!"
77,0,2,false,false,3,5.0,false,1.0,"Enghirnige wollen Fezzte zu Flacherde machen! Flickblix zzahlt mit Feuerbummzzz heim!"
78,0,2,false,false,3,5.0,false,1.0,"Goblinbande! Mehr Feuerbummzzz! Mehr Feuerbummzz!"
79,0,2,false,false,3,5.0,false,1.0,"Oh! Großerschmerz in Denkschale ... "
80,0,2,false,false,3,3.0,false,1.0,"Stickflix! Stickflix!"
81,0,2,false,false,3,3.0,false,1.0,"Stickflix! Stickflix! Bumm bumm!"
82,0,2,false,false,3,3.0,false,1.0,"Stickflix! Stickflix! Kawumm!"
83,0,2,false,false,3,5.0,false,1.0,"Meine geliebten Kreaturen! Kommt, folgt der Meinigen!"
84,0,2,false,false,3,5.0,false,1.0,"Die Meinige wird wütend ..."
85,0,2,false,false,3,5.0,false,1.0,"Der Meinigen reicht es so langsam ..."
86,0,2,false,false,3,5.0,false,1.0,"Die Meinige wird nicht länger leiden!"
87,0,2,false,false,3,3.0,false,1.0,"Eure Hoheit!"
88,0,2,false,false,2,3.0,false,1.0,"Bl...Blleibssu gefälligss hier!"
89,0,2,false,false,2,3.0,false,1.0,"Gahahah!"
90,0,2,false,false,2,3.0,false,1.0,"Ich hätte ihn sonst auch selbst ruhiggestellt ... Trotzdem danke!"
91,0,2,false,false,3,5.0,false,1.0,"Vielen Dank."
92,0,2,false,false,3,5.0,false,1.0,"..."
93,0,2,false,false,3,5.0,false,1.0,"Für Weicheier hat die Bruderschaft keinen Platz!"
94,0,2,false,false,3,3.0,false,1.0,"Oh nein! Hier kommt er schon!"
95,0,2,false,false,3,5.0,false,1.0,"Bald ist es Zeit für meinen Rundgang ..."
96,0,2,false,false,3,5.0,false,1.0,"Marienkäfer! Ein ganzer Schwarm!"
97,0,2,false,false,2,5.0,false,1.0,"Jemand muss diese Biester verjagen!"
98,0,2,false,false,3,5.0,false,1.0,"Puh, hoffentlich haben wir jetzt erst mal etwas Ruhe."
99,0,2,false,false,3,5.0,false,1.0,"Sie haben uns alles kaputtgefressen! Wie schrecklich ..."
100,0,2,false,false,3,5.0,false,1.0,"0"
101,0,2,false,false,3,5.0,false,1.0,"0"
102,0,2,false,false,3,5.0,false,1.0,"0"
103,0,2,false,false,2,3.0,false,1.0,"0"
104,0,2,false,false,2,3.0,false,1.0,"0"
105,0,2,false,false,2,3.0,false,1.0,"0"
106,0,2,false,false,2,3.0,false,1.0,"0"
107,0,2,false,false,3,5.0,false,1.0,"Die Meinige braucht Hilfe!"
108,0,2,false,false,3,5.0,false,1.0,"Vielen Dank!"
109,0,2,false,false,3,5.0,false,1.0,"Hm? War da nicht gerade ein Geräusch?"
110,0,2,false,false,3,5.0,false,1.0,"Ich werde euch lehren, anderer Leute Überreste zu zerfleddern!"
111,0,2,false,false,3,5.0,false,1.0,"Verpiss dich, du kleiner Haufen Hörnchenscheiße!"
112,0,2,false,false,3,5.0,false,1.0,"Wer hat dich eingeladen, Wanze?"
113,0,2,false,false,3,5.0,false,1.0,"Mach dich vom Acker, bevor ich ungemütlich werden muss!"
114,0,2,false,false,3,5.0,false,1.0,"Da scheint ein Schnüffler eine Abreibung zu brauchen!"
115,0,2,false,false,2,3.0,false,1.0,"Willst du zu uns?"
116,0,2,false,false,2,3.0,false,1.0,"Verschlagener Bastard ..."
117,0,2,false,false,2,3.0,false,1.0,"Mein Körper ... fühlt sich so schwer an."
118,0,2,false,false,2,3.0,false,1.0,"Verdammt! Nicht jetzt!"
119,0,2,false,false,3,5.0,false,1.0,"Ich sollte wohl besser\neinen Abenteurer um\nHilfe bitten ..."
120,0,2,false,false,3,5.0,false,1.0,"Die Amalj'aa scheinen uns nicht zu verfolgen. Sehr gut."
121,0,2,false,false,3,5.0,false,1.0,"Vielen Dank für deine Hilfe!"
122,0,2,false,false,2,3.0,false,1.0,"Gugooooahr!"
123,0,2,false,false,2,3.0,false,1.0,"Gugraaahr!"
124,0,2,false,false,3,5.0,false,1.0,"Sch-Schafe! Eine ganze Herde! Sie rennen direkt auf uns zu!"
125,0,2,false,false,3,5.0,false,1.0,"Eine Stampede! Wir müssen die Tiere stoppen!"
126,0,2,false,false,3,5.0,false,1.0,"Hier ist alles ruhig ..."
127,0,2,false,false,3,5.0,false,1.0,"Eine Engstelle. Seht Euch vor!"
128,0,2,false,false,3,5.0,false,1.0,"Kann sich nur noch um Sekunden handeln! Seid auf der Hut!"
129,0,2,false,false,3,10.0,false,1.0,"Da sind sie!"
130,0,2,false,false,2,5.0,false,1.0,"Eindringlinge? Was habt ihr hier zu suchen?"
131,0,2,false,false,2,4.0,false,1.0,"Meine Männer! Das werdet ihr büßen!"
132,0,2,false,false,2,4.0,false,1.0,"Wehe euch! Jetzt habt ihr mich wütend gemacht."
133,0,2,false,false,2,4.0,false,1.0,"I-Ich halte mich lediglich etwas zurück, nett wie ich bin."
134,0,2,false,false,2,6.0,false,1.0,"Da fällt mir ein! Ich hatte ja einen Termin!"
135,0,2,false,false,2,4.0,false,1.0,"Lästig wie Kletten ..."
136,0,2,false,false,2,2.0,false,1.0,"Fütterungszeit, meine Hündchen!"
137,0,2,false,false,2,4.0,false,1.0,"A-Aua! Langsam ist das nicht mehr lustig!"
138,0,2,false,false,2,6.0,false,1.0,"Wie soll ich das bloß erklären? Ich bin geliefert!"
139,0,2,false,false,2,4.0,false,1.0,"Nimm dies!"
140,0,2,false,false,2,4.0,false,1.0,"Aus dir mach ich Fischfutter!"
141,0,2,false,false,2,4.0,false,1.0,"Sprich dein letztes Gebet!"
142,0,2,false,false,2,4.0,false,1.0,"Nicht mit mir, Freundchen!"
143,0,2,false,false,2,5.0,false,1.0,"Psssh, pssskoh ... Netter Goblin helfen!"
144,0,2,false,false,2,4.0,false,1.0,"Bzzz ... Goblinleben vielzzu kurz."
145,0,2,false,false,2,4.0,false,1.0,"Hilfeee, Goblin in Not!"
146,0,2,false,false,2,4.0,false,1.0,"Endenah, Endenah ..."
147,0,2,false,false,2,6.0,false,1.0,"Psss, Vielendank für Gutetat!"
148,0,2,false,false,2,6.0,false,1.0,"Shkohhh, Goblin dir Immerdank schuldet!"
149,0,2,false,false,2,6.0,false,1.0,"Großwachsene<if:none/r> nehmen das Zeichen von Dank!"
150,0,2,false,false,3,6.0,false,1.0,"Psssh! Ihr Echsen Blauwunder erleben!"
151,0,2,false,false,3,3.0,false,1.0,"Shkoh, Großwachsene Vertrauen haben in Goblin."
152,0,2,false,false,3,4.0,false,1.0,"Bzzzz ... Goblin ist Starkkrieger, jaja."
153,0,2,false,false,2,4.0,false,1.0,"Bzzz, das was knapp."
154,0,2,false,false,2,6.0,false,1.0,"Goblins haben gewonnen, bzzz!"
155,0,2,false,false,2,3.0,false,1.0,"Nimm dieses Kawummbumm, du ...!"
156,0,2,false,false,3,2.0,false,1.0,"Gob?!"
157,0,2,false,false,2,5.0,false,1.0,"Der ist für Großwachsene<if:none/n>!"
158,0,2,false,false,2,8.0,false,1.0,"Psss, bzzz ... Ein Leichtspiel für Goblins!"
159,0,2,false,false,2,6.0,false,1.0,"Pssshhh! Verstärkung kommt!"
160,0,2,false,false,2,6.0,false,1.0,"Goblin dich erschreckt hat?"
161,0,2,false,false,2,6.0,false,1.0,"Psss! Neue Legende entstehen!"
162,0,2,false,false,2,10.0,false,1.0,"Brüllvolx ist Großgoblin!"
163,0,2,false,false,2,10.0,false,1.0,"Brüllvolx ist Starkgoblin!"
164,0,2,false,false,2,30.0,false,1.0,"Nettworte freuen Brüllvolx, aber nichts Besonderes getan."
165,0,2,false,false,3,5.0,false,1.0,"Die Schakale sind los!\nRette sich, wer kann!"
166,0,2,false,false,3,5.0,false,1.0,"Bleibt mir vom Leib!"
167,0,2,false,false,3,5.0,false,1.0,"Ich bin total zäh, ehrlich!"
168,0,2,false,false,3,5.0,false,1.0,"Hilfe!"
169,0,2,false,false,3,5.0,false,1.0,"Puh, das war knapp ..."
170,0,2,false,false,2,3.0,false,1.0,"Hm? Was geht hier vor?"
171,0,2,false,false,2,3.0,false,1.0,"P-Pugil!\nEin ganzer Schwarm!"
172,0,2,false,false,3,5.0,false,1.0,"Da ruft jemand um Hilfe!"
173,0,2,false,false,3,5.0,false,1.0,"In Ordnung!\nWir ziehen uns zurück!"
174,0,2,false,false,2,5.0,false,1.0,"Für den Mahlstrom!"
175,0,2,false,false,3,5.0,false,1.0,"Damit solltet ihr auch alleine fertig werden!"
176,0,2,false,false,3,5.0,false,1.0,"Ist das zu fassen?!"
177,0,2,false,false,2,5.0,false,1.0,"Wir können jede Hilfe gebrauchen!"
178,0,2,false,false,2,5.0,false,1.0,"Lasst euch nicht übermannen, ihr Waschlappen!"
179,0,2,false,false,2,5.0,false,1.0,"Du bist eine Schande für den Mahlstrom! Streng dich gefälligst an!"
180,0,2,false,false,3,5.0,false,1.0,"Ich spüre ... nacktes Grauen!"
181,0,2,false,false,3,5.0,false,1.0,"Ich zeig dir, was 'ne Harke ist."
182,0,2,false,false,3,5.0,false,1.0,"Mit dieser Schande werden wir leben müssen ..."
183,0,2,false,false,3,5.0,false,1.0,"Zeit für die nächtliche Patrouille!"
184,0,2,false,false,3,5.0,false,1.0,"Was ... ist das? Klingt wie tausend schlagende Flügel?"
185,0,2,false,false,3,5.0,false,1.0,"H-Höhlenfledermäuse? Wo kommen die her?"
186,0,2,false,false,3,5.0,false,1.0,"Ich bin fix und alle. Jetzt erst mal 'n heißes Bad!"
