Index,0 [0x7][0x24],1 [0x3][0x4],2 [0x3][0xc],3 [0x3][0x14],4 [0x5][0x0],5 [0x5][0x8],6 [0x5][0x10],7 [0x3][0x5],8 [0x3][0xd],9 [0x3][0x15],10 [0x5][0x2],11 [0x5][0xa],12 [0x5][0x12],13 [0x3][0x6],14 [0x3][0xe],15 [0x3][0x16],16 [0x19][0x7],17 [0x19][0xf],18 [0x19][0x17],19 [0x0][0x18],20 [0x0][0x1c],21 [0x0][0x20]
589824,0,1,0,0,799,796,854,1,1,1,0,0,0,3,4,5,false,false,false,"Parle avec emphase","Boucle gestuelle","Colère debout"
589825,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"test there","0","0"
589826,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Hoquet","Pfiouuu","Bar"
589827,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"J'en peux plus! J'ai trrrop mangé!","Ça, on peut dirrre que les repas sont bons ici!","0"
589828,0,2,2,0,755,755,0,1,1,1,0,0,0,0,0,0,true,true,false,"Station debout et réaction debout (donne un objet)","Salutations (réaction comportementale)","0"
589829,0,2,2,0,755,755,0,1,1,1,0,0,0,0,0,0,true,true,false,"Station debout et réaction debout (reçoit un objet)","Salutations (réaction comportementale)","0"
589830,0,2,2,0,755,763,0,1,1,1,0,0,0,0,0,0,true,true,false,"Station debout et réaction debout (parle d'un objet)","Salutations (réaction comportementale)","0"
589831,0,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,true,false,false,"Station debout et réaction debout\nPosition assise au sol -> Station debout -> Réaction debout","0","0"
589832,0,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,true,false,false,"Station debout extravagante\nStation debout extravagante -> Station debout -> Réaction debout","0","0"
589833,0,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,true,false,false,"Bienvenue à Gridania! Cette cité n'existerait pas si la Sylve et les esprits ne nous avaient pas autorisés à la bâtir. Vivre modestement chaque jour, préserver la nature, voilà notre façon de leur exprimer notre gratitude.","Test","Test"
589834,0,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,true,false,false,"Station debout et réaction debout\nPosition propre au personnage -> station debout -> réaction debout","0","0"
589835,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"On peut voir le ciel d'ici! T'as vu? C'est incroyable!","0","0"
589836,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Je suis un ménestrel, mais ça ne vous a sans doute pas échappé.","Désirez-vous entendre une petite pièce?","0"
589837,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Je ne suis là que pour vous proposer une quête.","0","0"
589838,0,1,2,2,784,809,786,1,1,1,0,0,0,0,0,0,false,false,false,"Test changement de page. Page 1.","Page 2","Page 3"
589839,0,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Test retour à la ligne.\nDeuxième ligne.","0","0"
589840,0,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Hé, tu as entendu parler de ce restaurant à Melun qui sert une viande extraordinaire?","0","0"
589841,0,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"TEST.","0","0"
589842,0,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"TEST!","0","0"
589843,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Ceci est un test.","0","0"
589844,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Tu ne vois pas que je suis occupée? Laisse-moi donc un peu tranquille.","Mais dis donc, ta tête ne me dit rien. Si tu es <if:nouvelle/nouveau> dans le coin, il va falloir que tu ailles t'enregistrer aux Feuilles de carline.","0"
589845,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Va à la guilde des aventuriers, c'est aux Feuilles de carline. Quand tu y seras, adresse-toi à Miounne. C'est la patronne.","Les vigiles sombres ne pardonnent pas aux aventuriers qui désobéissent aux ordres alors qu'ils ont passé les portes de notre belle cité. Dépêche-toi!","0"
589846,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Encore <if:une aventurière/un aventurier>? Notre belle Gridania attire décidément de plus en plus de monde!","Votre aide nous est précieuse, mais avec tous ces inconnus qui traînent dans le coin, on ne se sent pas rassurés.","0"
589847,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Bienvenue à Gridania! Cette cité n'existerait pas si la Sylve et les esprits ne nous avaient pas autorisés à la bâtir. Vivre modestement chaque jour, préserver la nature, voilà notre façon de leur exprimer notre gratitude.","0","0"
589848,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Tu es à Gridania. Cette cité a reçu la bénédiction des esprits et de la Sylve pour s'établir en ces lieux.","<if:Visiteuse arrivée/Visiteur arrivé> de par-delà la forêt, tâche de ne pas importuner mes concitoyens et tout se passera pour le mieux. Nous n'aimons pas les fauteurs de troubles, ici.","0"
589849,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Ils sont pas croyables ces Gridaniens. Tu as sûrement remarqué qu'ils préfèrent faire confiance à des esprits dont l'existence est plus que douteuse, plutôt qu'à nous, des aventuriers en chair et en os?","0","0"
589850,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Il paraît que les esprits se montrent lorsqu'ils sont en colère. T'as pas envie de savoir à quoi ils ressemblent, toi? Parce que moi, si...","0","0"
589851,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Aux Feuilles de carline, les aventuriers fatigués de leurs périples peuvent se retrouver et reprendre des forces.","Gridania a besoin de vous pour l'aider à redonner à la forêt l'apparence qu'elle avait avant que le septième fléau ne la frappe.","Il y a bien des Gridaniens qui n'aiment pas beaucoup les étrangers, mais les mentalités évoluent. J'espère que toi et tes amis, vous ne nous décevrez pas..."
589852,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589853,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589854,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589855,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Ici, c'est le quartier général de l'Ordre des deux vipères. Il s'agit de la grande compagnie chargée de la gestion des affaires militaires, de l'économie et de la recherche technologique gridaniennes.","0","0"
589856,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589857,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589858,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Tenez le coup, il faut serrer les dents! C'est dans les moments difficiles que notre volonté est mise à l'épreuve.","Les esprits veillent sur nous. Il faut faire son devoir et avoir foi en Kan-E-Senna.","0"
589859,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589860,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Je suis venu ici passer du temps avec les gamins parce qu'on m'a dit que ça m'aiderait à devenir un bon menuisier. Je vois pas bien comment, mais bon...","0","0"
589861,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,"0","0","0"
589862,0,0,0,0,0,757,0,0,1,0,0,0,0,0,0,0,false,false,false,"...","Maman m'a dit de pas parler aux inconnus.","0"
589863,0,2,0,0,764,0,0,1,1,0,0,0,0,0,0,0,false,false,false,"Tu sais, les enfants du verger de faines sont tous ici pour une bonne raison. On a tous une histoire à raconter.","Alors quand les adultes sont absents, c'est moi qui m'occupe de chaperonner les autres. C'est mon devoir en tant qu'aîné.","0"
589864,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,"0","0","0"
589865,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,"0","0","0"
589866,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Vous êtes à la porte du loup blanc, qui donne sur la partie ouest de la Forêt centrale. L'endroit est infesté de monstres redoutables, aussi l'accès est actuellement interdit.","Rien ne sert de prendre des risques inutilement, même pour les aventuriers. Circulez, maintenant.","0"
589867,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Gridania fait partie intégrante de la forêt de Sombrelinceul.","Où que l'on se trouve, on ne doit jamais oublier ce que l'on doit aux esprits et à la Sylve.","0"
589868,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"C'est ici que l'on stocke le grain récolté. Moi vivant, il n'y aura pas un seul écureuil qui s'infiltrera là-dedans!","0","0"
589869,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589870,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Hé, toi! Je te conseille de bien écouter Miounne.","Tu entendras peut-être dire qu'elle a un caractère difficile, mais sans elle, les aventuriers pourraient rien faire ici. On lui doit tous beaucoup, moi le premier.","0"
589871,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"<if:<if:Bonsoir/Bonjour>/<if:Bonjour/Bonsoir>>! Vous êtes au comptoir d'embauche des servants.","Nous sommes malheureusement fermés pour le moment.","0"
589872,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"<if:<if:Bonsoir/Bonjour>/<if:Bonjour/Bonsoir>>, <if:l'amie/l'ami>! Vous êtes au Bannock. Ici, les vigiles sombres et les flèches divines forment les nouvelles recrues de l'Ordre des deux vipères.","Vous pouvez observer, mais n'allez surtout pas déranger les soldats qui s'entraînent.","0"
589873,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589874,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Les archers se rassemblent ici. Cette guilde transmet un savoir ancestral hérité des archers élézens et des chasseurs miqo'tes.","Je peux vous inscrire à la guilde si vous le souhaitez. Vous savez où me trouver en cas de besoin.","0"
589875,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589876,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Les Élézens ont développé les techniques d'archerie qui ont rendu célèbre cette cité.","Vous vous rendez compte de l'honneur qui vous est fait, à vous simples aventuriers, d'avoir accès à notre savoir?","0"
589877,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"On apprend aussi des choses en observant l'entraînement des autrrres... Même si je préfère m'exercer en forêt.","0","0"
589878,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589879,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589880,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Les citoyens de Gridania et les aventuriers peuvent aller et venir librement dans l'amphithéâtre de Mih Khetto.","Fais attention à ne rien esquinter, par respect pour le grand musicien Mih Khetto qui lui a donné son nom, et pour les hommes qui l'ont bâti à la sueur de leur front.","0"
589881,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Ici-même, il y a cinq ans, un grand érudit aurait appelé les aventuriers d'Éorzéa à se joindre à lui pour combattre l'empire garrrlemaldais.","Je me demande bien ce qu'il est advenu de lui. J'aimerais tant pouvoir le rencontrrrer pour qu'il me raconte son histoire.","0"
589882,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Laissez-moi tranquille... J'ai tout perdu. Mes camarades de scène, ma tendre épouse ainsi que ceux qui m'aimaient. Je suis seul au monde.","0","0"
589883,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Le quartier des illustres combattants de Gridania se trouve juste là, derrière. Mais le public n'y a pas accès. Ça vaut aussi et surtout pour vous, les aventuriers.","Va-t'en sur-le-champ. Ta place n'est pas ici!","0"
589884,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589885,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589886,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Bienvenue à la guilde des maîtres d'hast. Ici, on apprend non seulement le maniement de la lance, mais aussi à développer le courage de ne jamais plier face à l'adversité.","Je peux vous aider si vous désirez rejoindre nos rangs. N'hésitez pas à venir me demander.","0"
589887,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Les aventuriers n'ont pas le droit de rentrer dans le quartier général des vigiles sombres. Vous feriez bien de partir au plus vite si rien ne justifie votre présence en ces lieux.","0","0"
589888,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
