Index,0 [0x19][0xb],1 [0x19][0x17],2 [0x19][0x23],3 [0x19][0x2f],4 [0x19][0x3b],5 [0x3][0x8],6 [0x3][0x14],7 [0x3][0x20],8 [0x3][0x2c],9 [0x3][0x38],10 [0x7][0x0],11 [0x7][0xc],12 [0x7][0x18],13 [0x7][0x24],14 [0x7][0x30],15 [0x2][0x9],16 [0x2][0x15],17 [0x2][0x21],18 [0x2][0x2d],19 [0x2][0x39],20 [0x2][0xa],21 [0x2][0x16],22 [0x2][0x22],23 [0x2][0x2e],24 [0x2][0x3a],25 [0x6][0x4],26 [0x6][0x10],27 [0x6][0x1c],28 [0x6][0x28],29 [0x6][0x34],30 [0x0][0x3c],31 [0x0][0x40],32 [0x0][0x44],33 [0x0][0x48],34 [0x0][0x4c],35 [0x0][0x50],36 [0x0][0x54],37 [0x0][0x58]
0,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
1,false,false,false,false,false,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,"Salut! Tu veux un mandat?","Hum, tu débutes à peine, je me trompe? Reviens quand tu auras un peu plus d'expérience, d'accord?","Bon courage! J'espère que tout se passera bien.","Rien.","Voilà la récompense!","0","0","0"
2,false,false,false,false,false,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Bonjour. Souhaitez-vous obtenir un mandat? Je vais vous aider à trouver un travail qui corresponde à vos aptitudes.","Ici, nous proposons des mandats aux aventuriers rattachés à la guilde. Quand vous aurez assez d'expérience pour <switch:que T'mokkri/que Gontrant/qu'Eustace> vous donne des autorisations, alors je vous trouverai du travail.","Tout est en règle, vous pouvez y aller. J'espère que la chance vous sourira.","Ici, nous proposons des mandats aux aventuriers rattachés à la guilde. Quand vous aurez assez d'expérience pour <switch:que T'mokkri/que Gontrant/qu'Eustace> vous donne des autorisations, alors je vous trouverai du travail.","Vous avez terminé le travail sans encombres, à ce que je vois. J'ai bien fait de vous confier cette mission. Tenez, prenez votre récompense.","0","0","Vous avez abattu une créature dont la tête était mise à prix, vous dites!? Eh bien, ça alors... Bien sûr, cela mérite une récompense supplémentaire. Voilà!"
3,false,false,false,false,false,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Bonjour, nous émettons des mandats destinés aux aventuriers en fonction des tâches que l'on nous confie.","Vous cherchez du travail? Ici, nous proposons des mandats aux aventuriers rattachés à la guilde. Quand <switch:Baderon/Miounne/Momodi> vous recommandera, je vous trouverai du travail.","Et voilà! Je vous souhaite bonne chance, à présent.","Vous cherchez du travail? Ici, nous proposons des mandats aux aventuriers rattachés à la guilde. Quand vous aurez suffisamment progressé pour vaincre les monstres du coin, je vous trouverai du travail.","Vous venez rendre compte de votre mission, très bien. Voici votre récompense... Le client sera satisfait, c'est certain!","0","0","Vous avez abattu une créature dont la tête était mise à prix, vous dites? Mes félicitations! Tenez, voici la prime promise. En espérant que vous en ferez bon usage."
4,false,false,false,false,false,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Salut! Les mandats t'intéressent? Je peux te trouver des boulots intéressants!","Je fais partie de la guilde des aventuriers, et je propose des mandats aux membres qui sont assez forts. Quand tu auras la recommandation de <switch:Baderon/Miounne/Momodi>, je te trouverai quelque chose.","Bon courage. J'attendrai ton retour!","Je fais partie de la guilde des aventuriers, et je propose des mandats aux membres qui sont assez forts. Quand tu auras suffisamment progressé pour vaincre les monstres du coin, je te trouverai quelque chose.","Ah, tu as déjà fini? Très bien, très bien, n'hésite pas à revenir quand tu auras du temps libre!","0","0","Quoi!? Tu as abattu un monstre dont la tête était mise à prix, tu dis? Mais c'est formidable! Tiens, tu as bien mérité ta récompense!"
5,false,false,false,false,false,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Bonjour, nous émettons des mandats destinés aux aventuriers en fonction des tâches qui nous parviennent des quatre coins de la forêt.","Vous êtes au guichet des mandats, où nous proposons aux aventuriers des tâches adaptées à leur capacités. Si <switch:Baderon/Miounne/Momodi> vous recommande, je vous donnerai du travail avec joie.","Bon courage. J'attendrai votre retour!","Vous êtes au guichet des mandats, où nous proposons aux aventuriers des tâches adaptées à leurs capacités. Si <switch:Baderon/Miounne/Momodi> vous recommande, je vous donnerai du travail avec joie.","Ah, vous avez rempli votre mission! Parfait, beau travail. Voici la récompense, comme promis.","0","0","Vous êtes venu<if:e/none> à bout d'un monstre dont la tête était mise à prix!? Merci infiniment! Grâce à vous, la forêt de Sombrelinceul sera un peu moins dangereuse. Tenez, votre récompense..."
6,false,false,false,false,false,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Salut! Si tu cherches des mandats, tu es au bon endrrroit.","Ce que je fais ici? Eh bien, je propose des mandats aux aventurrriers rattachés à la guilde. Le travail ne manque pas en ce moment, d'ailleurs ton aide serait la bienvenue. Hélas, tu manques encore un peu d'expérience pour cela... Reviens me voir quand <switch:Baderon/Miounne/Momodi> t'aurrra donné son aval et je m'occuperai de toi.","Bonne chance, et sois prrrudent<if:e/none>!","Ce que je fais ici? Eh bien, je propose des mandats aux aventurrriers rattachés à la guilde. Le travail ne manque pas en ce moment, d'ailleurs ton aide serait la bienvenue. Hélas, tu manques encore un peu d'expérience pour cela... Il faut que tu progresses encore et que tu deviennes suffisamment fort<if:e/none> pour abattre les monstres qui rôdent autourrr de Limsa Lominsa; sinon je ne donne pas cher de ta peau.","Tu as fini? Bien, bien, bien... Voilà ta récompense. Le client sera rrravi, j'en suis sûre!","0","0","Ça y est, tu as rempli ta mission? Quoi? Tu as abattu un monstre dont la tête était mise à prix!? Mais c'est forrrmidable! Tu mérites une récompense supplémentaire."
7,false,false,false,false,false,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"<if:<if:Bonsoir/Bonjour>/<if:Bonjour/Bonsoir>>, mon ami<if:e/none>. Je propose des mandats aux aventuriers en fonction des demandes qui nous parviennent à la guilde.","Ce que je fais ici? Eh bien, je propose des mandats aux aventuriers rattachés à la guilde. Le travail ne manque pas en ce moment, d'ailleurs votre aide serait la bienvenue. Hélas, vous manquez encore un peu d'expérience pour cela... Revenez me voir quand vous aurez l'autorisation de <switch:Baderon/Miounne/Momodi> et je m'occuperai de vous.","Bonne chance, et que les Douze veillent sur vous...","Ce que je fais ici? Eh bien, je propose des mandats aux aventuriers rattachés à la guilde. Le travail ne manque pas en ce moment, d'ailleurs votre aide serait la bienvenue. Hélas, vous manquez encore un peu d'expérience pour cela... Il faut que vous progressiez encore et que vous deveniez suffisamment fort<if:e/none> pour abattre les monstres qui rôdent autour d'Ul'dah.","Ah, vous revoilà. Tout s'est bien passé, on dirait. Tenez, c'est votre récompense. Au plaisir de vous revoir!","0","0","Vous avez tué un monstre dont la tête était mise à prix!? Mes félicitations! J'imagine que ça n'a pas dû être chose aisée... Vous méritez bien une petite récompense supplémentaire!"
8,false,false,false,false,false,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"<if:<if:Bonsoir/Bonjour>/<if:Bonjour/Bonsoir>> aventuri<if:ère/er>! Je suis Totonowa, le responsable des mandats de guilde à Horizon.","Vous cherchez du travail? Ça tombe bien, j'ai plusieurs mandats en réserve pour les aventuriers un peu rôdés. Autrement dit, je n'ai rien pour vous pour l'instant. Ha ha ha! Repassez me voir quand vous aurez la recommandation <switch:de T'mokkri/de Gontrant/d'Eustace> et je trouverai de quoi vous occuper.","Bonne chance pour votre mandat! Je suis derrière vous.","Vous cherchez du travail? Ça tombe bien, j'ai plusieurs mandats en réserve pour les aventuriers un peu rôdés. Autrement dit, je n'ai rien pour vous pour l'instant. Ha ha ha!","Vous avez terminé le travail sans encombres, à ce que je vois. J'ai bien fait de vous confier cette mission. Tenez, voilà votre récompense.","0","0","Vous avez tué un monstre recherché, vous dites? Ouah... <if:Mademoiselle/Monsieur>, je vous tire mon chapeau! Tenez, voilà de quoi remplir votre bourse!"
9,false,false,false,false,false,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Bien le <if:<if:bonsoir/bonjour>/<if:bonjour/bonsoir>> aventuri<if:ère/er>. J'ai en ma possession divers mandats de guilde, que je pourrai vous confier si vous êtes intéressé<if:e/none>.","Il y a toujours du travail pour les aventuriers qualifiés au camp des Os desséchés. D'ailleurs votre aide serait la bienvenue. Hélas, vous manquez encore un peu d'expérience pour cela... Revenez me voir quand vous aurez l'autorisation de <switch:Baderon/Miounne/Momodi> et je m'occuperai de vous. ","0","Il y a toujours du travail pour les aventuriers qualifiés au camp des Os desséchés. D'ailleurs votre aide serait la bienvenue. Hélas, vous confier des missions aujourd'hui serait vous envoyer au casse-pipe et je ne veux pas avoir votre mort sur la conscience, voyez-vous? Revenez me voir quand vous aurez pris un peu de bouteille.","Vous avez réussi le mandat? Superbe! Je savais bien que vous alliez réussir. Tenez, voici la récompense que vous méritez.","0","0","Vous avez réussi le mandat... et vous avez abattu un monstre recherché!? Mais c'est fantastique! Tenez, voici la récompense que vous méritez."
