Index,0 [0x6][0x4],1 [0x3][0x8],2 [0x0][0x0]
0,0,0,""
1,61412,1,"Seventh Umbral Era"
2,61412,1,"Seventh Astral Era"
3,61412,2,"Heavensward"
4,61411,3,"Primal Quests"
5,61411,3,"Bahamut Quests"
6,61411,3,"Crystal Tower Quests"
7,61411,3,"Alexander Quests"
8,61411,3,"Elder Primal Quests"
9,61411,4,"Main Quests"
10,61411,4,"Side Quests"
11,61411,5,"Main Quests"
12,61411,5,"Side Quests"
13,61411,6,"Main Quests"
14,61411,6,"Side Quests"
15,61411,7,"Main Quests"
16,61411,7,"Side Quests"
17,61411,8,"Main Quests"
18,61411,8,"Side Quests"
19,61411,9,"Hildibrand Quests"
20,61411,9,"Wandering Minstrel Quests"
21,61411,9,"Zodiac Weapons"
22,61411,9,"Delivery Moogle Quests"
23,61411,9,"Allied Beast Tribe Quests"
24,61411,9,"Doman Adventurers' Guild Quests"
25,61411,10,"La Noscean Sidequests"
26,61411,11,"Gridanian Sidequests"
27,61411,12,"Ul'dahn Sidequests"
28,61411,13,"Coerthan Sidequests"
29,61411,14,"Mor Dhonan Sidequests"
30,61411,15,"Ishgardian Sidequests"
31,61411,16,"Abalathian Sidequests"
32,61411,17,"Dravanian Forelands Sidequests"
33,61411,17,"Dravanian Hinterlands Sidequests"
34,61411,17,"Churning Mists Sidequests"
35,61411,17,"Idyllshire Sidequests"
36,61411,18,"Azys Lla Sidequests"
37,62301,19,"Gladiator Quests"
38,62302,19,"Pugilist Quests"
39,62303,19,"Marauder Quests"
40,62304,19,"Lancer Quests"
41,62305,19,"Archer Quests"
42,62309,19,"Rogue Quests"
43,62306,19,"Conjurer Quests"
44,62307,19,"Thaumaturge Quests"
45,62308,19,"Arcanist Quests"
46,62310,19,"Carpenter Quests"
47,62311,19,"Blacksmith Quests"
48,62312,19,"Armorer Quests"
49,62313,19,"Goldsmith Quests"
50,62314,19,"Leatherworker Quests"
51,62315,19,"Weaver Quests"
52,62316,19,"Alchemist Quests"
53,62317,19,"Culinarian Quests"
54,62318,19,"Miner Quests"
55,62319,19,"Botanist Quests"
56,62320,19,"Fisher Quests"
57,62401,20,"Paladin Quests"
58,62402,20,"Monk Quests"
59,62403,20,"Warrior Quests"
60,62404,20,"Dragoon Quests"
61,62405,20,"Bard Quests"
62,62410,20,"Ninja Quests"
63,62406,20,"White Mage Quests"
64,62407,20,"Black Mage Quests"
65,62408,20,"Summoner Quests"
66,62409,20,"Scholar Quests"
67,62412,20,"Dark Knight Quests"
68,62411,20,"Machinist Quests"
69,62413,20,"Astrologian Quests"
70,61401,21,"Maelstrom Quests"
71,61402,21,"Order of the Twin Adder Quests"
72,61403,21,"Immortal Flames Quests"
73,61411,22,"Seasonal Events"
74,61411,23,"Special Quests"
75,62501,24,"Battlecraft Levequests"
76,62502,28,"Carpenter Levequests"
77,62503,29,"Blacksmith Levequests"
78,62504,30,"Armorer Levequests"
79,62505,31,"Goldsmith Levequests"
80,62506,32,"Leatherworker Levequests"
81,62507,33,"Weaver Levequests"
82,62508,34,"Alchemist Levequests"
83,62509,35,"Culinarian Levequests"
84,62510,25,"Miner Levequests"
85,62511,26,"Botanist Levequests"
86,62512,27,"Fisher Levequests"
87,62501,36,"Battlecraft Levequests"
88,62502,40,"Carpenter Levequests"
89,62503,41,"Blacksmith Levequests"
90,62504,42,"Armorer Levequests"
91,62505,43,"Goldsmith Levequests"
92,62506,44,"Leatherworker Levequests"
93,62507,45,"Weaver Levequests"
94,62508,46,"Alchemist Levequests"
95,62509,47,"Culinarian Levequests"
96,62510,37,"Miner Levequests"
97,62511,38,"Botanist Levequests"
98,62512,39,"Fisher Levequests"
99,0,0,""
100,0,0,""
101,0,0,""
102,62513,49,"Maelstrom Levequests"
103,62514,49,"Order of the Twin Adder Levequests"
104,62515,49,"Immortal Flames Levequests"
105,61801,50,"Instanced Dungeons"
106,61802,50,"Instanced Raids"
107,61804,50,"Trials"
108,61803,50,"Guildhests"
109,0,51,"Legacy Main Scenario Quests"
110,0,51,"Legacy Sidequests"
111,0,51,"Legacy Class Quests"
112,0,51,"Legacy Job Quests"
113,0,51,"Legacy Grand Company Quests"
