Index,0 [0x0][0x0]
0,""
1,"Client: 2nd Levy Infantry, Yellowjacket Sergeant Sylskaetsyn"
2,"Client: Brugaire Consortium Warehouse Foreman, Wynstin Walder"
3,"Client: Test"
4,"Client: Moogle's Gift Mounts"
5,"Client: Moogle's Gift Mounts Stablehand, Audrie Clovenfoot"
6,"Client: Stillglade Fane "
7,"Client: Vivandier, Ayled the Steadfast"
8,"Client: Buscarron's Druthers Proprietor, Buscarron Strongarm"
9,"Client: Black Rabbit Traders Consignor, Maisenta Hawke"
10,"Client: Third Spear Wood Wailers"
11,"Client: Fourth Spear Wood Wailers"
12,"Client: Fifth Spear Wood Wailers"
13,"Client: Fifth Spear Wood Wailer, Juliembert Loitalant"
14,"Client: Residents of Quarrymill"
15,"Client: Greatloam Growery"
16,"Client: The Trappers' League"
17,"Client: Master Gabineaux"
18,"Client: First Spear Wood Wailers"
19,"Client: First Spear Wood Wailer, Lanverlais the Lawful"
20,"Client: Trappers' League Huntsman, Eugenaire the Grey"
21,"Client: 1st Bow of the Quiver's Centaurs, Galfrid Mossback"
22,"Client: Botanists' Guild, Master Gabineaux"
23,"Client: Botanists' Guild Receptionist, Leonceault Leadthumb"
24,"Client: Stillglade Fane Conjurer, Sister Alixie"
25,"Client: 3rd Bow of the Quiver's Centaurs, Maurelin Modreaux"
26,"Client: Moogle's Gift Mounts Stablehand, Margault Shortmane"
27,"Client: Third Spear Wood Wailer, Eylgar the Sullen"
28,"Client: Moogle's Gift Mounts Stablehand, Gustavain Gysahlheart"
29,"Client: Stillglade Fane Conjurer, Brother Waldew"
30,"Client: Fourth Spear Wood Wailer, Florimond the Fleet"
31,"Client: Buscarron's Druthers Proprietor, Buscarron Strongarm"
32,"Client: Fullflower Comb Beekeeper, Rosa Hawthorne"
33,"Client: Forest Dweller, Ysabel Hawthorne"
34,"Client: Homestead Owner, Rolfe Hawthorne"
35,"Client: Fifth Spear Wood Wailer, Balan the Keen"
36,"Client: Quarrymill Resident, Ombeline Delieux"
37,"Client: Moogleborn Melodymaker, Kupni Kapp"
38,"Client: Stillglade Fane Conjurer, Sister Charline"
39,"Client: Quarrymill Resident, Alderique Lebronc"
40,"Client: Third Spear Wood Wailer, Averay the Ardent"
41,"Client: Stillglade Fane Conjurer, Brother Adestan"
