Index,0 [0x0][0x0]
0,""
1,"OK"
2,"Annuler"
3,"Oui"
4,"Non"
5,"Annuler"
6,"<switch:<color #F3F3F3>/<color #C0FFC0>/<color #5990FF>/<color #B38CFF>/<color #FFA666>/<color #FFE119>/<color #FA89B6>/<color #E9C29C>>"
7,"Aucun"
8,"..."
9," "
10,"Japonais"
11,"Anglais"
12,"Allemand"
13,"Français"
14,"Chinois simplifié"
15,"ID en ligne: <value>"
16,"..."
17,"<value> "
18,"<value>"
19,"<value>/<value>"
20,"<value>"
21,"<value>.<value>.<value> <value>:<value>"
22,"<value>.<value>.<value> <value>:<value>"
23,"<value>.<value>.<value>"
24,"<value>.<value>.<value>"
25,"<value>.<value>"
26,"<value>.<value>.<value>"
27,"<value>.<value>"
28,"<value>:<value>"
29,"<if: 12/<value>/<value>>:<value>"
30,"<value>:<value>:<value>"
31,"<if: 12/<value>/<value>>:<value>:<value>"
32,"<value>:<value>:<value>"
33,"<value>:<value>"
34,"<value>:<value>"
35,"Nv <value>"
36,"Nv <if: 0/+<value>/<value>>"
37,"《<value>》"
38,"<value>,<value>"
39,"Il y a quelques minutes"
40,"<value>m"
41,"<value>h"
42,"<value>j"
43,"<value>s"
44,"<value>m"
45,"<value>h"
46,"--/--/----"
47,"--/--/--"
48,"--:--"
49,"<value> s"
50,"Murmurer"
51,"Voir les détails"
52,"Modifier"
53,"Échanger"
54,"Inviter dans l'équipe"
55,"Nommer chef d'équipe"
56,"Exclure de l'équipe"
57,"Attaquer"
58,"Examiner"
59,"Ajouter à la liste noire"
60,"Enlever de la liste noire"
61,"Envoyer une requête d'ami"
62,"Annuler la requête d'ami"
63,"Accepter la requête d'ami"
64,"Refuser la requête d'ami"
65,"Enlever de la liste d'amis"
66,"Lire"
67,"Répondre"
68,"Effacer"
69,"Enlever l'objet"
70,"Suivre"
71,"Cacher le log de la linkshell"
72,"Montrer le log de la linkshell"
73,"Activer la linkshell"
74,"Dissoudre la linkshell"
75,"Accepter l'invitation dans la linkshell"
76,"Refuser l'invitation dans la linkshell"
77,"Quitter la linkshell"
78,"Promouvoir au rang de chef"
79,"Promouvoir au rang d'officier"
80,"Rétrograder au rang de membre"
81,"Exclure de la linkshell"
82,"Désactiver la linkshell"
83,"Inviter dans une linkshell"
84,"Renoncer au titre d'officier de la linkshell"
85,"Supprimer"
86,"Diviser l'onglet"
87,"Supprimer l'onglet"
88,"Donner"
89,"Enlever"
90,"Utiliser"
91,"Jeter"
92,"Diviser"
93,"Vendre"
94,"Attacher"
95,"Échanger"
96,"Équiper"
97,"Confier au servant"
98,"Reprendre au servant"
99,"Vendre"
100,"Copier"
101,"Coller"
102,"Couper"
103,"Exécuter"
104,"Effacer"
105,"Défaire"
106,"Refaire"
107,"Réparer"
108,"Abandonner la mission en cours et quitter l'équipe?"
109,"Abandonner la mission en cours?"
110,"<color #FF8080>Jeter <if:<?0x33>/<value> <?0x33>>?</color>"
111,"Vous avez perdu conscience. Aller à votre point de retour (<ref:PlaceName>)?"
112,"Accepter la résurrection?"
113,"Accepter la résurrection de <value>?"
114,"S'équiper de la tenue n°<value> “<value>”?"
115,"Se déconnecter et retourner à l'écran titre?"
116,"Se déconnecter et quitter le jeu?"
117,"Se rapatrier?"
118,"Retourner au point de départ de la mission <value>?"
119,"Retour au point de départ de la mission <value>."
120,"Rejoindre l'équipe de <value>?"
121,"Refuser l'invitation dans l'équipe de <value>?"
122,"Quitter l'équipe?"
123,"Dissoudre l'équipe?"
124,"Ajouter <value> à votre liste noire?"
125,"Enlever <value> de votre liste noire?"
126,"Accepter la requête d'ami de <value> et l'ajouter officiellement à votre liste d'amis?"
127,"Refuser la requête d'ami de <value>?"
128,"Annuler la requête d'ami envoyée à <value>?"
129,"Enlever <value> de votre liste d'amis?"
130,"Envoyer la lettre à <value>?"
131,"Impossible d'envoyer la lettre. <value> n'est pas dans votre liste d'amis."
132,"Supprimer cette lettre?"
133,"Sélectionnez le destinataire dans votre liste d'amis pour envoyer la lettre."
134,"Rejoindre la linkshell <value>?"
135,"Refuser l'invitation dans la linkshell <value>?"
136,"Quitter la linkshell <value>?"
137,"Dissoudre une linkshell est définitif. Voulez-vous vraiment dissoudre <value>?"
138,"Oui, je veux dissoudre cette linkshell."
139,"Exclure <value> de la linkshell?"
140,"Promouvoir <value> au rang d'officier?"
141,"Rétrograder <value> au rang de membre?"
142,"Promouvoir <value> au rang de chef et lui donner tous les droits de cette position?"
143,"Oui."
144,""
145,"Calendrier"
146,"<2b?:0xff, 0x19, 0x2>"
147,"Prochaine autorisation"
148,"  <if:<value>m/<value>h<value>m> <value><value>.<value> <value>:<value><value>"
149,"Envoyer une requête d'ami à <value>?"
150," "
151,"Voulez-vous vraiment utiliser cet objet collectionnable?"
152,"Jeter l'objet collectionnable"
153,"<color #FF8080>Jeter </color><?0x33><color #FF8080><if: de valeur de collection <value>/none>?</color>"
154,"Baisser la qualité"
155,"Baisser la qualité <if:<?0x33>/des <value> <?0x33>> pour le résultat suivant?"
156,"Baisser la qualité <?0x33> (valeur de collection <value>) pour le résultat suivant?"
157,"Baisser la qualité de l'objet collectionnable"
158,"Baisser la qualité de l'objet"
165,"Exclure <value> de l'équipe?"
166,"<value> offre de vous téléporter. \nDestination: <ref:PlaceName>."
167,"　 <if:<switch:<icon:53>/<icon:54>/<icon:65>/<icon:66>/<icon:67>>/<icon:52>> <ref:PlaceName>"
168,"Accepter"
169,"Refuser"
170,"Invitation (équipe)"
171,"Requête d'ami"
172,"Invitation (linkshell)"
173,"Promouvoir <value> au rang de chef d'équipe?"
174,"Inviter dans la linkshell n°<value> “<value>”"
175,"Solo"
176,"Équipe"
177,"Petite équipe"
178,"Équipe complète"
179,"Sur une monture"
180,"Disciple de la guerre"
181,"Disciple de la magie"
182,"Disciple de la terre"
183,"Disciple de la main"
184,"Job"
185,""
186,"Téléportation"
187,"Choisissez une destination.\nGils restants: <value>"
190,""
191,""
192,""
193,""
194,"Retour au point de départ de\n“<value>”."
195,"Fermer le jeu?"
196,"Se rapatrier vers: <ref:PlaceName>?"
198,"<value>\n<if: <value>m /<value>s>"
199,"<value> offre de vous téléporter <switch:à Nouvelle Gridania/au ranch de Brancharquée/à la hutte des Hawthorne/au Moulin de la carrière/au camp des Sentes tranquilles/au Radeau de la Calebasse>."
200,"\n<color #FF7B1A>Disponible dans <if:<value><if: minute/ minutes>/<value><if: seconde/ secondes>>.</color>"
201,"Échange"
202,""
203,"Échanger"
204,"Annuler"
205,"gils"
206,"Précisez la quantité."
207,"L'échange sera interrompu si vous vous éloignez trop de votre interlocuteur."
208,"OK"
209,"<icon:11> Retirer l'objet"
210,"Synthèse"
211,""
212,"Arrêter"
213,"Progression"
214,"Solidité"
215,"État"
216,"Qualité"
217,"HQ"
218,"Tour"
219,"/"
220,"Synthèse rapide"
221,""
222,"Arrêter"
223,"Réussies"
224,"Échouées"
225,"/"
226,"Normal"
227,"Bon"
228,"Excellent"
229,"Mauvais"
230,"Personnage"
231,""
232,"PV"
233,"PM"
234,"PT"
235,"Caractéristiques"
236,"Force"
237,"Vitalité"
238,"Dextérité"
239,"Intelligence"
240,"Esprit"
241,"Piété"
242,"Éléments"
243,"Feu"
244,"Eau"
245,"Foudre"
246,"Vent"
247,"Terre"
248,"Glace"
249,""
250,""
251,""
252,""
253,""
254,""
255,"Attributs physiques"
256,"Attaque"
257,"Défense"
258,"Précision"
259,"Esquive"
260,"Attributs magiques"
261,"Magie offensive"
262,"Magie curative"
263,"Précision magique"
264,"Magie fragilisante"
265,"Magie fortifiante"
266,"Esquive"
267,"Dégâts"
268,"Délai"
269,"Attributs défensifs"
270,"Taux de blocage"
271,"Force de blocage"
272,"Parade"
273,"Artisanat"
274,"Habileté"
275,"Contrôle"
276,"Récolte"
277,"Collecte"
278,"Discernement"
279,"Défense magique"
280,"Passer"
281,"Passer la scène cinématique?"
282,"<icon:11> Effacer<if:  <icon:12> Clavier virtuel/>"
283,"♀"
284,"♂"
285,"Dégâts physiques"
286,"Attaque auto."
287,"Délai"
288,"Dégâts magiques"
289,"La silhouette affichée ici\nsera remplacée par un\nmodèle en 3D dans la\nversion commerciale."
290,"Réseau social"
291,""
292,"Conditions de recherche"
293,"Nom"
294,"Classe/Job"
295,"GC"
296,"Lieu"
297,"Compagnie"
298,"Langue"
299,"La liste est vide."
300,"Liste noire"
301,""
302,"Ajouter"
303,"Nom"
304,"La liste est vide."
305,"Détails"
306,""
307,"<if:<i><value></i>/<value>>"
308," «<value>»"
309,"<value> (<value>)"
310,"Équipe"
311,""
312,"Quitter"
313,"Dissoudre"
314,"Nom"
315,"Classe/Job"
316,"GC"
317,"Lieu"
318,"Compagnie"
319,"Langue"
320,""
321,"Il n'y a pas d'équipiers."
322,"<icon:9> Changer l'ordre  <icon:11> Sous-menu"
323,"<value>,<value>"
324,"<icon:12> Rechercher"
325,"Recherche de joueur"
326,""
327,"Commencer"
328,"Annuler"
329,"Réinitialiser"
330,"Prénom"
331,"Nom"
332,"Nom"
333,"État en ligne"
334,"Classe/Job"
335,"Niveau"
336,"Lieu"
337,"Renvoyer"
338,"Langue"
339,"Aucun résultat."
340,"OK"
341,"Annuler"
342,"Commentaire"
343,"Jusqu'à 200 résultats affichés."
344,"La ou les langues parlées: japonais (J), anglais (E), allemand (D), français (F). Le trait lumineux indique la langue du client. "
345,"Ajouter"
346,"Rafraîchir"
347,"Ajouter à la liste noire"
348,"Ajouter à la liste d'amis"
349,"Membres en ligne en haut de liste"
350,"Échoppe"
351,""
352,"Acheter"
353,"Racheter"
354,"Choisir la quantité."
355,"Objet"
356,"Quantité"
357,"Prix"
358,"Possédés"
359,"<icon:11> Sous-menu  <icon:9> Acheter  <icon:12> Vendre un objet"
360,"Requête"
361,""
362,"Donner"
363,"Annuler"
365,"Vous pouvez racheter les 10 derniers objets que vous avez vendus."
366,"Au-delà de 10 objets, les plus anciens disparaissent de la liste."
367,"La liste de rachat de l'échoppe est perdue après un changement de zone."
368,"<2b?:0xff, 0x7, 0x2>"
369,"Inconnu"
370,"Cacher la fenêtre de log"
371,"<color #FF7B1A></color> <value>"
372,"Modifier la macro"
373,"Que voulez-vous faire?"
390,"Besoin"
391,"Cupidité"
392,"Passer"
393,"Unique"
394,"s"
395,"Coffre au trésor"
397,"Cet objet est serti. Voulez-vous le vendre?"
398,"Cet objet est en symbiose. Voulez-vous le vendre?"
399,"Cet objet est unique et/ou personnel. Voulez-vous le vendre?"
400,"Macros"
401,""
402,"Bibliothèque"
403,"Dictionnaire"
404,"Nom"
405,"Macro n°"
406,"Icones"
407,""
