Index,0 [0x0][0x0]
0,"テストデータ"
1,"シュポシェのヒント（仮）"
2,"„Toto-Rak-Expedition, Notizen\nPikenier-Leutnant des Klageregiments, Ridel\n1.) Seltsame Lichter schweben im Inneren des Dungeons. Kreaturen des Waldes? Nähere Inspektion ergibt: künstliche Lichtquellen. Experte des Aschenhaupt-Konsortiums vermutet garleische Herkunft und nennt sie „Magitek-Photozellen“. Sammeln Proben für weitere Untersuchungen.“"
3,"„2.) Reaktion mit heftigem Energieanstieg beim Einsammeln der vierten Photozelle. Habe zwei Pikeniere mit dem Befehl entsandt, Photozellen in die Grotte der Versunkenen Gedanken zu bringen. Kurz nach ihrem Aufbruch meldeten sie über die Kontaktperle einen Energieabfall in den Zellen, der mit steigender Entfernung von Toto-Rak immer augenfälliger wird.“"
4,"„3.) Einer der Männer verletzt beim Versuch, eine Barriere zu durchbrechen, die der Experte des Aschenhaupt-Konsortiums als „Magitek-Feld“ bezeichnet. Experte vermutet, dass das Feld von einer Vorrichtung aus mit Energie versorgt wird. Habe Expeditionsteam in vier Gruppen aufgeteilt, um danach zu suchen.“"
5,"„4.) Vorrichtung ausfindig gemacht. Ein Suchtrupp ist noch nicht zurück. Terminal zum Steuern der Barriere zeigt keine Reaktion, bis auf Vorschlag des Experten hin vier Photozellen eingefügt werden. Wieso weiß er so viel? Habe entschieden, ihn genau beobachten zu lassen. Pikenier rät, nach dem vermissten Trupp zu suchen.“"
6,"„5.) Sind auf mehrere Yalme tiefe Abgründe gestoßen. Abstieg scheint schwierig, aber mithilfe von Seilen möglich. Rückkehr könnte sich als schwierig erweisen. Experte verlangsamt unser Vorankommen. Habe mich entschlossen, den Abstieg fortzusetzen, und lasse Scouts nach alternativen Routen zurück zum Eingang suchen.“"
7,"„6.) Verunstaltete Leichname von Mitgliedern des vermissten Trupps am Boden des steilen Abstiegs gefunden. Verbindung zu den Kontaktperlen der Scouts ist abgerissen. Desertiert? Expedition wird fortgesetzt, aber Rückzug wird in Betracht gezogen, falls sich die Situation weiter verschlechtert.“"
8,"„7.) Drei Pikeniere klagen über Atembeschwerden. Irgendetwas würde ihnen die Luft abschnüren. Zwei weitere Pikeniere verschwanden schreiend in der Dunkelheit. Experte des Konsortiums macht große Mengen ätherischer Energie für alles verantwortlich. Er lügt! Er hat irgendetwas mit uns gemacht. Experte empfiehlt Rückzug. Ende meiner Geduld. Der garleische Wurm hat bekommen, was er verdient ...“"
9,"„Der Kapitän liebt das Blau des Meeres bei wolkenlosem Himmel.“"
10,"„Der Kapitän liebt guten Rotwein, mit erdig nussigen Aromen.“"
11,"„Der Kapitän hat gern Gemüse auf dem Speiseteller. Besonders das knackig grüne.“"
12,"Ich habe endlich den Mut aufgebracht, mit <if:deiner Heldin/deinem Helden> zu sprechen, Liebster. <forename surname> ist <if:ihr/sein> Name und <if:sie/er> ist nicht nur höflich und weise, sondern auch stark und mutig. <if:Sie/Er> hat mir interessiert zugehört, als ich <if:ihr/ihm> von dir erzählt habe - und von uns.\nObwohl <if:sie eine Frau/er ein Mann> weniger Worte ist, war doch alles was <if:sie/er> sagte, von höchster Wichtigkeit. Schon allein <if:ihr/sein> Blick hat mir ordentlich Selbstvertrauen geschenkt. Ich fühle mich nun gut gewappnet für zukünftige Unternehmungen."
