Index,0 [0x5][0x4],1 [0x5][0x6],2 [0x3][0x8],3 [0x19][0x9],4 [0x0][0x0]
0,0,0,0,false,""
1,57,1,0,false,"<if:<ref:ObjStr>>をパーティに誘いました。"
2,57,1,0,false,"<if:<ref:ObjStr>>からのパーティ勧誘がキャンセルされました。"
3,57,33,0,false,"<if:<ref:ObjStr>>からパーティに誘われました。"
4,57,1,0,false,"パーティから離脱しました。"
5,57,1,0,false,"パーティを解散しました。"
6,0,0,0,false,""
7,0,0,0,false,""
8,57,1,0,false,"<if:<ref:ObjStr>>をブラックリストに登録しました。"
9,57,1,0,false,"ブラックリストから<if:<ref:ObjStr>>の登録を解除しました。"
10,57,33,0,false,"<if:<ref:ObjStr>>へフレンド申請をしました。"
11,57,33,0,false,"<if:<ref:ObjStr>>からフレンド申請されました。"
12,57,1,0,false,"<if:<ref:ObjStr>>をフレンドから解除しました。"
13,57,1,0,false,"<if:<ref:ObjStr>>をリンクシェル「<if:<ref:ObjStr>>」に誘いました。"
14,57,33,0,false,"<if:<ref:ObjStr>>からリンクシェル「<if:<ref:ObjStr>>」に誘われました。"
15,57,1,0,false,"<if:<ref:ObjStr>>をリンクシェル「<if:<ref:ObjStr>>」のリーダーに設定しました。"
16,57,1,0,false,"<if:<ref:ObjStr>>のリンクシェル「<if:<ref:ObjStr>>」リーダー設定を解除しました。"
17,57,1,0,false,"リンクシェル「<if:<ref:ObjStr>>」を脱退しました。"
18,57,33,0,false,"リンクシェル「<if:<ref:ObjStr>>」は解散しました。"
19,57,1,0,false,"リンクシェル「<if:<ref:ObjStr>>」から<if:<ref:ObjStr>>を除名しました。"
20,57,1,0,false,"リンクシェル「<if:<ref:ObjStr>>」から除名されました。"
21,57,1,0,false,"リンクシェル「<if:<ref:ObjStr>>」のマスター権限を<if:<ref:ObjStr>>に委譲しました。"
22,57,33,0,false,"リンクシェル「<if:<ref:ObjStr>>」のマスター権限が<if:<ref:ObjStr>>に委譲されました。"
23,57,33,0,false,"リンクシェル「<if:<ref:ObjStr>>」のリーダーに設定されました。"
24,57,1,0,false,"リンクシェル「<if:<ref:ObjStr>>」のリーダー設定が解除されました。"
25,57,33,0,false,"<if:<ref:ObjStr>>にレターを送信しました。"
26,57,1,0,false,"レターを削除しました。"
27,57,1,0,false,"レターから<ref:Item><if:×<value>/none>を受け取りました。"
28,57,1,0,false,"レターから<value>ギルを受け取りました。"
29,60,9,0,false,"未処理アイテム数の制限に達しています。受け取らないとアイテム添付レターを新規に受信できません。"
30,60,8,0,false,"<if:<ref:ObjStr>>は今トレードできません。"
31,60,8,0,false,"他人に受け渡しができないアイテムです。"
32,57,1,0,false,"<if:<ref:ObjStr>>にトレードを申し込みました。"
33,57,1,0,false,"<if:<ref:ObjStr>>の内容確認をまっています。"
34,57,1,0,false,"<if:<ref:ObjStr>>からトレードを申し込まれました。"
35,57,1,0,false,"トレードが開始されました。"
36,57,1,0,false,"トレードがキャンセルされました。"
