Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x0][0x8]
0,"ダミーデータですよ？","わかってます","ええっ！？"
1,"魔導フォトセルを取得しますか？","はい","いいえ"
2,"「<value>」から脱出しますか？","はい","いいえ"
3,"「<value>」から脱出しますか？","はい","いいえ"
4,"「邪教の念珠」を壊しますか？","はい","いいえ"
5,"魔導フォトセルを使用しますか？","はい","いいえ"
6,"本当に「<value>」から脱出しますか？","はい","いいえ"
7,"本当に「<value>」からパーティで脱出しますか？\n※パーティメンバー全員が脱出します。\n※報酬の受け取りを確認してください。\n※再挑戦まで必要な時間は「コンテンツタイマー」を参照してください。","はい","いいえ"
8,"コンテンツから退出します。\nよろしいですか？","はい","いいえ"
9,"小さな鍵で、閉ざされた扉を解錠しますか？","はい","いいえ"
10,"クレーンを起動しますか？","はい","いいえ"
11,"爆破しますか？","はい","いいえ"
12,"スイッチらしきものがある。押しますか？","はい","いいえ"
13,"鍵を取得しますか？","はい","いいえ"
14,"専用鍵Aを取得しますか？","はい","いいえ"
15,"専用鍵Bを取得しますか？","はい","いいえ"
16,"専用鍵Cを取得しますか？","はい","いいえ"
17,"専用鍵Dを取得しますか？","はい","いいえ"
18,"小さな鍵で、閉ざされた扉を解錠しますか？","はい","いいえ"
19,"宿り木の扉を解錠しますか？","はい","いいえ"
20,"黄撫子の扉を解錠しますか？","はい","いいえ"
21,"白百合の扉を解錠しますか？","はい","いいえ"
22,"紅薔薇の扉を解錠しますか？","はい","いいえ"
23,"燭台の炎を消しますか？","はい","いいえ"
24,"オーブを破壊しますか？","はい","いいえ"
25,"ランプを消しますか？","はい","いいえ"
26,"レバーを引いて扉を開けますか？","はい","いいえ"
27,"(仮)怪樹の根に触れますか？","はい","いいえ"
28,"(仮)怪樹の実に触れますか？","はい","いいえ"
29,"「邪教の念珠」を使用しますか？","はい","いいえ"
30,"魔導トランスポーターを使用しますか？","はい","いいえ"
31,"「血文字の紙片」を使用しますか？","はい","いいえ"
32,"昇降機のレバーを動かしますか？","はい","いいえ"
33,"昇降機のレバーを動かしますか？","はい","いいえ"
34,"発破装置を作動させますか？","はい","いいえ"
35,"12オンズの爆薬を火薬穴に詰めますか？","はい","いいえ"
36,"ダンジョン内を移動しますか？","はい","いいえ"
37,"避難地の主門を解錠しますか？","はい","いいえ"
38,"<ref:EventItem>を使用しますか？","はい","いいえ"
39,"スイッチらしきものがある。押しますか？","はい","いいえ"
40,"魔力の奔流に身を任せますか？","はい","いいえ"
41,"魔力の奔流に身を任せますか？","はい","いいえ"
42,"罠を発動しますか？","はい","いいえ"
43,"レバーを操作して扉を開けますか？","はい","いいえ"
44,"船長室の扉を解錠しますか？","はい","いいえ"
45,"海人門の扉を解錠しますか？","はい","いいえ"
46,"懲罰房の扉を解錠しますか？","はい","いいえ"
47,"「審理の天秤」を押しますか？","はい","いいえ"
48,"流砂に飛び込みますか？","はい","いいえ"
49,"「帝国軍認証鍵」を使用して、ロックを解除しますか？","はい","いいえ"
50,"ダストシュートに飛び込みますか？","はい","いいえ"
51,"次のエリアに移動しますか？","はい","いいえ"
52,"「帝国軍認証鍵」を使用しますか？","はい","いいえ"
53,"「XXXVII式爆薬」を使用しますか？","はい","いいえ"
54,"斜行リフトを起動させますか？※周囲のパーティメンバーと共に移動します。","はい","いいえ"
55,"ポルタ・デクマーナへの扉を開きますか？※周囲のパーティメンバーと共に移動します。","はい","いいえ"
56,"リフトを呼び寄せますか？","はい","いいえ"
57,"リフトを起動しますか？","はい","いいえ"
58,"魔導アーマーに乗り込みますか？","はい","いいえ"
59,"ランタンオイルを使用しますか？","はい","いいえ"
