Index,0 [0x4][0x4],1 [0x6][0x0],2 [0x4][0x6]
0,0,0,-1
1,7,120501,-1
2,1,120022,-1
3,1,120339,-1
4,1,120346,-1
5,8,120801,-1
6,8,120802,-1
7,8,120803,-1
8,8,120804,-1
9,8,120805,-1
10,5,127000,-1
11,1,120340,-1
12,5,127010,-1
13,5,127020,-1
14,1,120343,-1
15,1,120347,-1
16,5,127030,-1
17,1,120341,-1
18,1,121103,-1
19,1,120023,-1
20,5,127040,-1
21,5,127040,-1
22,1,120908,-1
23,9,0,-1
24,10,0,-1
25,11,0,-1
26,1,120373,-1
27,4,120518,30
28,12,1,-1
29,12,2,-1
30,12,3,-1
31,1,120141,-1
32,1,120392,-1
33,1,120393,-1
34,4,120520,30
35,12,4,-1
36,12,5,-1
37,12,6,-1
38,12,7,-1
39,12,8,-1
40,12,9,-1
41,12,10,-1
42,12,11,-1
43,12,12,-1
44,12,13,-1
45,12,14,-1
46,12,15,-1
47,12,16,-1
48,12,17,-1
49,12,18,-1
50,12,19,-1
51,12,20,-1
52,12,21,-1
53,12,22,-1
54,12,23,-1
55,12,24,-1
56,0,0,-1
57,0,0,-1
58,0,0,-1
59,0,0,-1
60,0,0,-1
