Index,0 [0x0][0x0]
0,""
1,"Exit <ref:InstanceContent>?"
2,"Exit alone."
3,"Exit with party."
4,"Remain here."
5,"Defeat <item>"
6,"???"
7,""
8,""
9,""
10,""
11,""
12,""
13,""
14,""
15,""
16,""
17,""
18,""
19,""
20,""
21,""
22,""
23,""
24,""
25,""
26,""
27,"An exit has appeared."
28,"guildhest"
29,""
30,""
31,""
32,""
33,""
34,""
35,""
36,""
37,""
38,""
39,""
40,""
41,""
42,""
43,""
44,""
45,""
46,""
47,""
48,""
49,""
50,""
51,""
52,""
53,""
54,""
55,""
56,""
57,""
58,""
59,""
60,""
61,""
62,""
63,""
64,""
65,""
66,""
67,""
68,""
69,""
70,""
71,""
72,""
73,""
74,""
75,""
76,""
77,""
78,""
79,""
80,""
81,""
82,""
83,""
84,""
85,""
86,""
87,""
88,""
89,""
90,""
91,""
92,""
93,""
94,""
95,""
96,""
97,""
98,""
99,""
100,""
101,""
102,""
103,""
104,""
105,""
106,""
107,""
108,""
1000,"Cultist Rosaries"
1001,"Cultist orbs destroyed"
1002,"Sealed barriers broken"
1003,"You seem surprised. Did you not cross our gates in search of blood?"
1004,"Come hither, children of the dawn. The undying master will drink deep tonight!"
1100,"Tiny Keys"
1101,"Find the bloody parchment"
1102,"Find the green key"
1103,"Find the yellow key"
1200,"Photocells"
1201,"Activate Confession Chamber terminal"
1202,"Open the Abacination Chamber door"
1203,"Activate the Fool's Rest terminal"
1300,"The guildhest is complete! Come and collect your reward."
1301,"Eliminate all targets."
1302,"Slay <item>."
1303,"Capture <item>."
1304,"Escort <item> to the specified location."
1305,"A fine display! Now come, collect your reward."
1306,"Done, are we?\nThen haul your bloody arses over here so's we can leave this awful place!"
1307,"That was...adequate. Back to me, adventurer."
1308,"You've a knack for this, haven't you? 'Twas as if I were watching myself, ten summers past!"
1400,"Defeat one enemy group at a time."
1401,"If <item> spots you, he will order all remaining targets to attack. Stay out of his line of sight and tackle his minions one at a time."
1402,"If <item> spots you, he will order all remaining targets to attack. Stay out of his line of sight and tackle his minions one at a time."
1403,"Steady there! Only a fool with a death wish would engage both parties at once!"
1404,"未使用"
1405,"Don't be so bloody eager to march headlong into peril! Try luring the beasts away from the goobbue without alarming the mossy lout."
1406,"Executed to perfection! Now put the seedkin down!"
1407,"The goobbue has seen you and alerted his scrags! Slay as many as you can before jumpin' in bed with the giant, or you won't survive another bell!"
1408,"Get up! You won't do your allies any good lying sprawled across the grass like a beached whale!"
1409,"What in the seven hells are you fools doing!? Fall back and regroup!"
1410,"Might be I was mistaken about you all. I'd say your chances of victory are a notch above dismal."
