Index,0 [0x7][0x24],1 [0x3][0x4],2 [0x3][0xc],3 [0x3][0x14],4 [0x5][0x0],5 [0x5][0x8],6 [0x5][0x10],7 [0x3][0x5],8 [0x3][0xd],9 [0x3][0x15],10 [0x5][0x2],11 [0x5][0xa],12 [0x5][0x12],13 [0x3][0x6],14 [0x3][0xe],15 [0x3][0x16],16 [0x19][0x7],17 [0x19][0xf],18 [0x19][0x17],19 [0x0][0x18],20 [0x0][0x1c],21 [0x0][0x20]
589824,0,1,0,0,799,796,854,1,1,1,0,0,0,3,4,5,false,false,false,"0","0","0"
589825,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589826,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589827,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589828,0,2,2,0,755,755,0,1,1,1,0,0,0,0,0,0,true,true,false,"0","0","0"
589829,0,2,2,0,755,755,0,1,1,1,0,0,0,0,0,0,true,true,false,"0","0","0"
589830,0,2,2,0,755,763,0,1,1,1,0,0,0,0,0,0,true,true,false,"0","0","0"
589831,0,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,true,false,false,"0","0","0"
589832,0,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,true,false,false,"0","0","0"
589833,0,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,true,false,false,"0","0","0"
589834,0,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,true,false,false,"0","0","0"
589835,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589836,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589837,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589838,0,1,2,2,784,809,786,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589839,0,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589840,0,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589841,0,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589842,0,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589843,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589844,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Verzeihung, aber ich bin gerade beschäftigt. Gedulde dich bitte einen Moment.","Du bist neu hier, nicht wahr? Dann gehe in Miounnes Hexenstübchen und schreibe dich dort bei der Abenteurergilde ein.","0"
589845,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Als Neuling solltest du als Erstes zur Abenteurergilde in Miounnes Hexenstübchen gehen und dich bei Miounne melden!","Solange du auf gridanischem Boden weilst, hast du dich an die Anweisungen des Klageregiments zu halten. Verstanden?","0"
589846,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Noch <if:eine Abenteurerin/ein Abenteurer>? Langsam wird es voll in Gridania.","Natürlich bin ich dankbar, dass ihr uns zu Hilfe eilt, aber die vielen Fremden machen mich trotzdem nervös.","0"
589847,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Gridania ist eine heilige Stadt des Waldes, die unter dem Schutz der Gebieter steht. Übe dich in Demut und respektiere die Natur!","0","0"
589848,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Gridania ist eine heilige Stadt des Waldes, die unter dem Schutz der Gebieter steht.","Achte darauf, dass du hier keine Unruhe stiftest oder den Bewohnern Gridanias zu nahe trittst!","0"
589849,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Die Bewohner Gridanias scheinen mehr auf die unsichtbaren Gebieter zu vertrauen als auf uns Abenteurer, obwohl wir tatsächlich vor ihnen stehen.","0","0"
589850,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Angeblich zeigen sich die Gebieter in ihrer wahren Gestalt, wenn man sie reizt. Das würde ich gerne mal sehen.","0","0"
589851,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Willkommen in Miounnes Hexenstübchen! Hier erholen sich die Abenteurer Gridanias von ihren Reisen und Heldentaten.","Die Siebte Katastrophe hat tiefe Wunden gerissen, von denen sich der Wald und seine Bewohner noch lange nicht erholt haben. Ihr Abenteurer werdet hier dringend gebraucht!","Einige Einheimische misstrauen allen Fremden, doch sie werden sich an euch gewöhnen. Ich jedenfalls hoffe, dass ihr frischen Wind in unsere Wälder bringt."
589852,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Leer","0","0"
589853,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Leer","0","0"
589854,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Leer","0","0"
589855,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Hier im Abaton der Bruderschaft der Morgenviper, dem Hauptquartier der Staatlichen Gesellschaft von Gridania, wird über die militärischen, wirtschaftlichen und handwerklichen Belange Gridanias entschieden.","0","0"
589856,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Leer","0","0"
589857,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Leer","0","0"
589858,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Wir leben in einer Zeit der Not und der Entbehrung, doch unser Herz muss stark sein.","Die Gebieter sind mit uns, immer und überall. Wir müssen auf Kan-E-Senna vertrauen und stets unsere Pflicht erfüllen.","0"
589859,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Leer","0","0"
589860,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Angeblich soll es für einen Zimmerer lehrreich sein, sich um die Kinder zu kümmern, aber ich find's einfach nur anstrengend ...","0","0"
589861,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,"Leer","0","0"
589862,0,0,0,0,0,757,0,0,1,0,0,0,0,0,0,0,false,false,false,"...","... Meine Mutter hat mir verboten, mit Fremden zu reden ...","0"
589863,0,2,0,0,764,0,0,1,1,0,0,0,0,0,0,0,false,false,false,"Die Kinder vom Spielplatz Eichelmatz sind aus verschiedenen Gründen hier.","Solange kein Erwachsener hier ist, passe ich auf die Rasselbande auf. Ich bin schließlich der Älteste hier!","0"
589864,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,"Leer","0","0"
589865,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,"Leer","0","0"
589866,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Halt! Die Weißwolf-Pforte darf derzeit nicht passiert werden. Im Wald wurde eine Horde höchstgefährlicher Bestien gesichtet.","Sie würden dich in Sekundenschnelle in Stücke reißen, also denk gar nicht daran, dich hinauszuschleichen!","0"
589867,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Gridania liegt mitten im Wald der Einkehr, der von Fremden auch Finsterwald genannt wird.","Denke stets daran, beim Verlassen der Stadt und bei deiner Rückkehr dem Wald und den Gebietern zu danken!","0"
589868,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Hier haben wir Getreide eingelagert und ich achte mit meinen Adleraugen darauf, dass sich nicht ein Baumhörnchen darüber hermacht.","0","0"
589869,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Leer","0","0"
589870,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Hör gut zu, was dir Miounne zu sagen hat. Sie weiß, wie der Hase in Gridania läuft.","Manche Leute werden mit ihr nicht so richtig warm, aber ohne sie hätten die Abenteurer in Gridania einen schweren Stand.","0"
589871,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Guten Tag! Suchst du einen Gehilfen?","Es tut mir schrecklich leid, aber zurzeit können wir keine Gehilfen vermitteln.","0"
589872,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Hier am sogenannten Stubben trainieren die neuen Rekruten der Bruderschaft der Morgenviper unter Anleitung des Klageregiments und Nophicas Schar.","Du kannst dich hier gerne umsehen, aber pass bloß auf, dass du die Ausbildung nicht behinderst.","0"
589873,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Leer","0","0"
589874,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Hier in der Gilde der Waldläufer wird die Kunst des Bogenschießens in der uralten Tradition der Elezen-Bogenschützen und Miqo'te-Jäger unterrichtet.","Wenn du Mitglied werden möchtest, kannst du dich vertrauensvoll an mich wenden.","0"
589875,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Leer","0","0"
589876,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Die gridanische Kunst des Bogenschießens wurde von Elezen-Schützen über viele Jahrhunderte hinweg zur Perfektion gebracht.","Hoffentlich seid ihr Abenteurer euch bewusst, welch große Ehre es ist, diese traditionsreiche Kunst erlernen zu dürfen!","0"
589877,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Allein vom Zugucken kann man hier einiges lernen. Trotzdem ziehe ich es vor, selbst in Aktion zu treten.","0","0"
589878,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Leer","0","0"
589879,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Leer","0","0"
589880,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Mih Khettos Amphitheater steht nicht nur den Bürgern von Gridania offen, sondern auch allen Abenteurern.","Das Amphitheater haben wir dem großen Musiker Mih Khetto und vielen helfenden Händen zu verdanken, die es wieder aufgebaut haben.","0"
589881,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Vor fünf Jahren stand hier ein ehrfurchtgebietender Gelehrter, der alle Abenteurer Eorzeas dazu aufrief, dem Garleischen Kaiserreich Widerstand zu leisten.","Wo mag er jetzt bloß stecken? Ich würde mich gerne mit ihm unterhalten.","0"
589882,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Lass mich in Frieden ...\nMeine Freunde, die mit mir auf der Bühne standen, meine Frau, die mir alles bedeutete ... sie alle sind nicht mehr ...","0","0"
589883,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Hier ist die Wohnstätte der Helden von Gridania. Einfachen Bürgern ist der Zutritt untersagt und das gilt insbesondere für Abenteurer.","Ist das klar? Na, dann wünsche ich dir noch einen schönen Tag.","0"
589884,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Leer","0","0"
589885,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Leer","0","0"
589886,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Willkommen in der Gilde der Pikeniere! Unsere Schüler lernen den Umgang mit Stangenwaffen aller Art und stählen durch das harte Training gleichzeitig ihren Geist.","Wenn du der Gilde beitreten möchtest, kannst du bei mir die Aufnahme beantragen.","0"
589887,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Hier befindet sich das Quartier des Klageregiments, zu dem Abenteurer keinen Zugang haben. Du kannst also gleich wieder umdrehen.","0","0"
589888,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Leer","0","0"
