Index,0 [0x3][0x10],1 [0x3][0x24],2 [0x3][0x38],3 [0x3][0x4c],4 [0x3][0x60],5 [0x3][0x74],6 [0x3][0x88],7 [0x3][0x9c],8 [0x7][0x0],9 [0x7][0x14],10 [0x7][0x28],11 [0x7][0x3c],12 [0x7][0x50],13 [0x7][0x64],14 [0x7][0x78],15 [0x7][0x8c],16 [0x6][0x4],17 [0x6][0x18],18 [0x6][0x2c],19 [0x6][0x40],20 [0x6][0x54],21 [0x6][0x68],22 [0x6][0x7c],23 [0x6][0x90],24 [0x6][0x8],25 [0x6][0x1c],26 [0x6][0x30],27 [0x6][0x44],28 [0x6][0x58],29 [0x6][0x6c],30 [0x6][0x80],31 [0x6][0x94],32 [0x6][0xc],33 [0x6][0x20],34 [0x6][0x34],35 [0x6][0x48],36 [0x6][0x5c],37 [0x6][0x70],38 [0x6][0x84],39 [0x6][0x98],40 [0x19][0x12],41 [0x19][0x26],42 [0x19][0x3a],43 [0x19][0x4e],44 [0x19][0x62],45 [0x19][0x76],46 [0x19][0x8a],47 [0x19][0x9e],48 [0x3][0x11],49 [0x3][0x25],50 [0x3][0x39],51 [0x3][0x4d],52 [0x3][0x61],53 [0x3][0x75],54 [0x3][0x89],55 [0x3][0x9d],56 [0x0][0xa0],57 [0x0][0xa4],58 [0x0][0xa8],59 [0x0][0xac],60 [0x0][0xb0],61 [0x0][0xb4],62 [0x0][0xb8],63 [0x0][0xbc]
0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,"","","","","","","",""
1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,"テストトーク１","テストトーク2","","","","","",""
2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,6,0,0,0,0,0,0,"FATE 受注テスト","FATEを開始しますか？","","","FATE 開始","","FATE 開始しない",""
3,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,5,0,0,0,0,0,0,"FATE 納品テスト","","","","FATE 納品OK","","FATE 納品CANCEL",""
4,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,6,0,0,0,0,0,0,"Kannst du mir vielleicht bei der Ernte zur Hand gehen? Wenn wir uns nicht beeilen, fressen die Opo-Opos alle Früchte auf.","Willst du dich als Erntehelfer betätigen?\n\n<color #FF7B1A>Empfohlene Stufe: <value></color>","","","Worauf wartest du?","","Pah, ich finde schon jemand anderen, keine Sorge.",""
5,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,5,0,0,0,0,0,0,"果実を持ってきてくれたのかい？","","","","ありがとう！","","おや、違うのかい。",""
6,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,"果実を集めて持ってきてくれ！","","","","","","",""
7,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,6,0,0,0,0,0,"Ihr haltet euch wohl für besonders schlau? Wir werden euch das Wildern schon austreiben!","Komm schon, hilf uns! Nimm diesen Dreckskerlen Beweise ab, dass sie unerlaubt Tiere jagen!","Bist du bereit, Beweise zu sammeln?\n\n<color #FF7B1A>Empfohlene Stufe: <value></color>","","Sehr gut! Dann los!","","Mist! Dann müssen wir die Sache selbst erledigen!",""
8,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,5,0,0,0,0,0,0,"Hast du Beweise für das Wildern gefunden?","","","","Ausgezeichnet! Das lob ich mir. Immer weiter so, je mehr Beweise, desto besser.","","Hmpf. Falls du ganz zufällig doch auf was stößt, bring es mir. Je mehr Beweise, desto besser.",""
9,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,"Beweise brauchen wir, verstehst du? Sonst können wir diese Wilderer nicht überführen.","","","","","","",""
10,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,6,0,0,0,0,0,"Diese verdammten Gnome! Dass uns die Goblins die gesamte Ware abjagen würden!","He! Lass mal deine Abenteuer ruhen und hilf uns, unsere Waren zurückzuholen!","Beschaffst du die Waren wieder?\n\n<color #FF7B1A>Empfohlene Stufe: <value></color>","","Recht so. Nur nicht zimperlich sein - die sind es schließlich auch nicht.","","Dein Gesicht merke ich mir, nur dass du's weißt.",""
11,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,5,0,0,0,0,0,0,"Was ist mit unserer Ware? Alles gesichert?","","","","Gut! Das ist aber noch nicht alles. Such weiter.","","Du traust dich mit leeren Händen zu mir? Allerhand.",""
12,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,"Hol die gestohlenen Waren von den Goblins zurück!","","","","","","",""
13,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,5,0,0,0,0,0,0,"Du hast da aber einen interessanten Stein. Würdest du ihn mir überlassen?","Gibst du das Steinstück her?","","","Oh ja, das ist ein perfektes Stück von einem Golem. Sag, könntest du mir noch mehr bringen?","","Das ist wirklich schade. Du weißt gar nicht, wie sehr du der Wissenschaft mit den Golemsteinen helfen würdest!",""
