Index,0 [0x3][0x44],1 [0x3][0x45],2 [0x19][0x47],3 [0x5][0x2c],4 [0x3][0x46],5 [0x5][0x2e],6 [0x1a][0x47],7 [0x5][0x30],8 [0x5][0x32],9 [0x5][0x34],10 [0x5][0x36],11 [0x5][0x38],12 [0x5][0x3a],13 [0x5][0x3c],14 [0x5][0x3e],15 [0x5][0x40],16 [0x5][0x42],17 [0x0][0x0],18 [0x0][0x4],19 [0x0][0x8],20 [0x0][0xc],21 [0x0][0x10],22 [0x0][0x14],23 [0x0][0x18],24 [0x0][0x1c],25 [0x0][0x20],26 [0x0][0x24],27 [0x0][0x28]
0,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
1,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
2,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
3,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
4,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
5,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
6,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
7,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
8,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
9,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
10,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
11,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
12,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
13,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
14,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
15,3,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"必要MGP：<value>MGP","やる","やる(無料券)","キャンセル","","","","","","",""
16,2,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Acheter un billet de Mini Cactpot pour <value> PGS?\n[PGS possédés: <value>]","Oui","Non","","","","","","","",""
17,1,0,false,44,2,0,false,0,0,0,0,0,0,0,0,0,0,"Je regrette, mais vous n'avez pas assez de points du Gold Saucer pour acheter un billet. Allez voir l'agent de change, de l'autre côté du comptoir, il s'occupera de vous.","","","","","","","","","",""
18,1,0,false,45,2,0,false,0,0,0,0,0,0,0,0,0,0,"Je suis désolé, mais vous avez déjà tenté votre chance trois fois aujourd'hui. Prenez votre mal en patience et revenez me voir demain.","","","","","","","","","",""
19,1,0,false,16,2,764,false,0,0,0,0,0,0,0,0,0,0,"Aujourd'hui, c'est le <value><if:er/e> tirage du Mini Cactpot. <if:<if:Allez-vous décrocher le gros lot?/La chance vous sourira-t-elle?>/<if:Ce nombre vous portera-t-il bonheur?/Allez-vous décrocher le gros lot?>> Il n'y a qu'une seule façon de le savoir!","","","","","","","","","",""
20,1,0,false,21,2,764,false,0,0,0,0,0,0,0,0,0,0,"Par les Douze, c'est une catastrophe! Je venais à peine de recueillir un pauvre petit poussin chocobo perdu et sans défense, quand des gobelins sont venus nous chercher des noises!","","","","","","","","","",""
