Index,0 [0x19][0x8],1 [0x6][0x4],2 [0x0][0x0]
0,false,0,""
1,false,62501,"Söldner"
2,false,62510,"Minenarbeiter"
3,false,62511,"Gärtner"
4,false,62512,"Fischer"
5,false,62502,"Zimmerer"
6,false,62503,"Grobschmied"
7,false,62504,"Plattner"
8,false,62505,"Goldschmied"
9,false,62506,"Gerber"
10,false,62507,"Weber"
11,false,62508,"Alchemist"
12,false,62509,"Gourmet"
13,true,61451,"Bruderschaft der gebrochenen Klinge"
14,true,61452,"Azeymas Schilde"
15,true,61453,"Ruhmreicher Hörnerschall"
16,false,61461,"Der Mahlstrom"
17,false,61462,"Bruderschaft der Morgenviper"
18,false,61463,"Legion der Unsterblichen"
