Index,0 [0x7][0xc],1 [0x3][0x10],2 [0x19][0x12],3 [0x1a][0x12],4 [0x3][0x11],5 [0x9][0x4],6 [0x1b][0x12],7 [0x9][0x8],8 [0x0][0x0]
0,0,2,false,false,1,1.0,false,1.0,"0"
1,0,2,false,false,3,1.0,false,1.0,"0"
2,0,2,false,false,3,5.0,false,1.0,"Ohé! Aidez-moi!"
3,0,2,false,false,3,5.0,false,1.0,"Attention ! Les anolis approchent !"
4,0,2,false,false,3,5.0,false,1.0,"Les imps arrivent! Ne les laissez surtout pas s'échapper!"
5,0,2,false,false,3,5.0,false,1.0,"Bordel! Y en a trop !"
6,0,2,false,false,3,5.0,false,1.0,"Les taons ! Il y en a parrrtout !"
7,0,2,false,false,3,5.0,false,1.0,"Sylphes en approche ! Tous à vos armes !"
8,0,2,false,false,3,5.0,false,1.0,"Mais d'où viennent toutes ces créatures !?"
9,0,2,false,false,3,5.0,false,1.0,"Il faut sécuriser les routes !"
10,0,2,false,false,3,5.0,false,1.0,"Donnons une leçon à ces racailles !"
11,0,2,false,false,3,5.0,false,1.0,"Attention! Ils en ont après les fèves !"
12,0,2,false,false,3,5.0,false,1.0,"Haro! Haro! Des Ixali nous attaquent !"
13,0,2,false,false,3,5.0,false,1.0,"Des ziz... ici !?"
14,0,2,false,false,3,5.0,false,1.0,"Regardez, ils reviennent à la charge !"
15,0,2,false,false,3,5.0,false,1.0,"Prudence. Quelque chose excite les opo-opo."
16,0,2,false,false,3,5.0,false,1.0,"Ça va pas ! Il faut changer de stratégie!"
17,0,2,false,false,3,5.0,false,1.0,"Pas de quartier !"
18,0,2,false,false,3,5.0,false,1.0,"Quelqu'un pourrait-il nous aider ?"
19,0,2,false,false,3,5.0,false,1.0,"Mes marchandises ! Ces fichus Gobelins se sont enfuis avec !"
20,0,2,false,false,3,5.0,false,1.0,"Mazette! Regardez tous ces golems !"
21,0,2,false,false,3,5.0,false,1.0,"Les imps sont revenus ! Protégez les ruches !"
22,0,2,false,false,3,5.0,false,1.0,"À ce rythme, on n'aura plus aucune fleur d'ici demain!"
23,0,2,false,false,3,5.0,false,1.0,"À l'assaut! Interceptez les pilleurs ixali !"
24,0,2,false,false,3,5.0,false,1.0,"Aidez-moi, s'il vous plaît!"
25,0,2,false,false,3,5.0,false,1.0,"À l'attaaaque!"
26,0,2,false,false,2,5.0,false,1.0,"Aaarrh!"
27,0,2,false,false,2,5.0,false,1.0,"Yaaah!"
28,0,2,false,false,2,5.0,false,1.0,"Crève, charogne!"
29,0,2,false,false,2,5.0,false,1.0,"Sale bête!"
30,0,2,false,false,2,5.0,false,1.0,"C'est pas fini !"
31,0,2,false,false,2,5.0,false,1.0,"Misérable vermine!"
32,0,2,false,false,2,5.0,false,1.0,"T'en veux encore !?"
33,0,2,false,false,2,5.0,false,1.0,"Prends ça !"
34,0,2,false,false,2,5.0,false,1.0,"Raaaaaah!"
35,0,2,false,false,2,5.0,false,1.0,"Prépare-toi à mourir !"
36,0,2,false,false,2,5.0,false,1.0,"Dégage, minable!"
37,0,2,false,false,2,5.0,false,1.0,"Je vais t'arracher les yeux!"
38,0,2,false,false,2,5.0,false,1.0,"Je vais te fairrre danser !"
39,0,2,false,false,2,5.0,false,1.0,"Tu veux une audience avec le rrroi ?"
40,0,2,false,false,2,3.0,false,1.0,"Agenouille-toi devant ton souverrrain !"
41,0,2,false,false,2,3.0,false,1.0,"Je veux t'entendrrre chanter !"
42,0,2,false,false,2,3.0,false,1.0,"Approche un peu..."
43,0,2,false,false,2,5.0,false,1.0,"Pourrrquoi me défies-tu ?"
44,0,2,false,false,2,5.0,false,1.0,"Oh! Quelle imperrrtinence!"
45,0,2,false,false,2,3.0,false,1.0,"Danse pour ton rrroi !"
46,0,2,false,false,2,3.0,false,1.0,"C'est ça que tu cherches !?"
47,0,2,false,false,2,3.0,false,1.0,"Alorrrs! Tu fatigues?"
48,0,2,false,false,2,5.0,false,1.0,"Alors, ça... Hic! ça complote dans mon dos!?"
49,0,2,false,false,2,5.0,false,1.0,"J... J'me vengerai! F-foi de Spenser! Hic!"
50,0,2,false,false,2,5.0,false,1.0,"Mouah ha ha ! Au suivant !"
51,0,2,false,false,2,5.0,false,1.0,"Je voulais juste boire mon hydromel tranquillement..."
52,0,2,false,false,2,3.0,false,1.0,"Quand on m'cherche, hic! on m'trouve!"
53,0,2,false,false,2,3.0,false,1.0,"Sale fiente de goobbue!"
54,0,2,false,false,2,5.0,false,1.0,"Je suis prêt !"
55,0,2,false,false,2,5.0,false,1.0,"À l'attaque!"
56,0,2,false,false,2,5.0,false,1.0,"Vous allez souffrir !"
57,0,2,false,false,2,5.0,false,1.0,"Je n'ai pas dit mon dernier mot!"
58,0,2,false,false,3,5.0,false,1.0,"Les vigiles sombres cherchent des volontaires !"
59,0,2,false,false,3,5.0,false,1.0,"Vous repartirez pas en un seul morceau!"
60,0,2,false,false,3,5.0,false,1.0,"Montre-moi de quoi tu es capable!"
61,0,2,false,false,3,5.0,false,1.0,"Ça suffit ! Beau travail, aujourd'hui."
62,0,2,false,false,3,5.0,false,1.0,"Par tous les dieux! Ils sont trop nombreux !"
63,0,2,false,false,3,5.0,false,1.0,"Fichus braconniers, vous allez payer pour vos crimes!"
64,0,2,false,false,3,5.0,false,1.0,"La Cité en serait-elle réduite à envoyer des aventuriers faire son sale boulot ?"
65,0,2,false,false,3,5.0,false,1.0,"Soyez maudits ! La forêt n'est pas à vous !"
66,0,2,false,false,3,5.0,false,1.0,"Hé! On s'approche pas des affaires des Gobelins !"
67,0,2,false,false,3,3.0,false,1.0,"Nos petits sacs sont remplis!"
68,0,2,false,false,3,3.0,false,1.0,"Bien remplis!"
69,0,2,false,false,3,3.0,false,1.0,"Remplis d'explosifs !"
70,0,2,false,false,3,5.0,false,1.0,"Non ! Pas toucher au joli château gobelin!"
71,0,2,false,false,3,5.0,false,1.0,"Demi-tour, les aventuriers ! Ou sinon... boum !"
72,0,2,false,false,3,3.0,false,1.0,"Boum ! Boum ! Et reboum!"
73,0,2,false,false,3,3.0,false,1.0,"Boum boum ! On va vous envoyer une boulette!"
74,0,2,false,false,3,3.0,false,1.0,"Boum ! Boum ! Six pieds sous terre !"
75,0,2,false,false,3,5.0,false,1.0,"Oh non! Notre joli château gobelin tombe!"
76,0,2,false,false,3,5.0,false,1.0,"Non! Encore un château gobelin par terre!"
77,0,2,false,false,3,5.0,false,1.0,"Vilains aventuriers veulent casser nos châteaux!"
78,0,2,false,false,3,5.0,false,1.0,"Frères Gobelins ! Plus d'explosions ! Plus d'étincelles!"
79,0,2,false,false,3,5.0,false,1.0,"Oh ! J'ai mal ! Et si on faisait affaire ? Non ?"
80,0,2,false,false,3,3.0,false,1.0,"Ça va péter en mille morceaux, boum!"
81,0,2,false,false,3,3.0,false,1.0,"Boum ! J'aime quand ça fait boum !"
82,0,2,false,false,3,3.0,false,1.0,"C'est l'heure de sauter ! Boum boum !"
83,0,2,false,false,3,5.0,false,1.0,"Amies créatures ! Venez, par ici !"
84,0,2,false,false,3,5.0,false,1.0,"La fureur m'emplit..."
85,0,2,false,false,3,5.0,false,1.0,"La lassitude aussi..."
86,0,2,false,false,3,5.0,false,1.0,"Je ne souffrirai plus jamais ainsi !"
87,0,2,false,false,3,3.0,false,1.0,"Votre Majesté !"
88,0,2,false,false,2,3.0,false,1.0,"J'vais t'exploser la face!"
89,0,2,false,false,2,3.0,false,1.0,"Ha ha ha! Prends ça dans tes dents!"
90,0,2,false,false,2,3.0,false,1.0,"Merci! Merci mille fois!"
91,0,2,false,false,3,5.0,false,1.0,"Merci infiniment !"
92,0,2,false,false,3,5.0,false,1.0,"Au secours!"
93,0,2,false,false,3,5.0,false,1.0,"L'Ordre n'a pas besoin de chiffes molles !"
94,0,2,false,false,3,3.0,false,1.0,"Oh, bon sang! Le voilà!!"
95,0,2,false,false,3,5.0,false,1.0,"Il est temps d'inspecter les récoltes..."
96,0,2,false,false,3,5.0,false,1.0,"Les coccinelles ! Elles s'en prennent aux abeilles !"
97,0,2,false,false,2,5.0,false,1.0,"À l'aide ! Ces pauvres abeilles n'ont aucune chance !"
98,0,2,false,false,3,5.0,false,1.0,"Les récoltes seront bonnes, cette année. Je le sens ! Merci beaucoup !"
99,0,2,false,false,3,5.0,false,1.0,"Et une autre récolte de perdue..."
100,0,2,false,false,3,5.0,false,1.0,"0"
101,0,2,false,false,3,5.0,false,1.0,"0"
102,0,2,false,false,3,5.0,false,1.0,"0"
103,0,2,false,false,2,3.0,false,1.0,"0"
104,0,2,false,false,2,3.0,false,1.0,"0"
105,0,2,false,false,2,3.0,false,1.0,"0"
106,0,2,false,false,2,3.0,false,1.0,"0"
107,0,2,false,false,3,5.0,false,1.0,"Au secours! Laissez-moi!"
108,0,2,false,false,3,5.0,false,1.0,"Je vous dois un grand merci,\nvous m'avez sauvé la vie."
109,0,2,false,false,3,5.0,false,1.0,"Hmm... Je sens une drôle de présence..."
110,0,2,false,false,3,5.0,false,1.0,"Tiens! Mange ça, charogne!"
111,0,2,false,false,3,5.0,false,1.0,"Tu commences sérieusement à m'énerver!"
112,0,2,false,false,3,5.0,false,1.0,"Fous-moi la paix!"
113,0,2,false,false,3,5.0,false,1.0,"Retourne jouer dans ton bac à sable!"
114,0,2,false,false,3,5.0,false,1.0,"Misérable vermine!"
115,0,2,false,false,2,3.0,false,1.0,"On nous cherchait?"
116,0,2,false,false,2,3.0,false,1.0,"On nous a suivis?"
117,0,2,false,false,2,3.0,false,1.0,"J'me sens louuurde! Fais quelque chose!"
118,0,2,false,false,2,3.0,false,1.0,"Zut, c'est pas le moment!"
119,0,2,false,false,3,5.0,false,1.0,"Ils sont trop rapides! Je ne pourrai pas les semer!"
120,0,2,false,false,3,5.0,false,1.0,"Je pense qu'on les a semés."
121,0,2,false,false,3,5.0,false,1.0,"Ul'dah vous doit une fière chandelle."
122,0,2,false,false,2,3.0,false,1.0,"Grwooooooooh..."
123,0,2,false,false,2,3.0,false,1.0,"Grwoooh..."
124,0,2,false,false,3,5.0,false,1.0,"Des moutons ! Ils sont si nombreux !"
125,0,2,false,false,3,5.0,false,1.0,"Tuez ces bêtes enragées avant qu'elles n'atteignent la porte !"
126,0,2,false,false,3,5.0,false,1.0,"Rien à signaler pour le moment."
127,0,2,false,false,3,5.0,false,1.0,"Si les Amalj'aa sont déjà là, c'est ici qu'ils vont nous tendre une embuscade."
128,0,2,false,false,3,5.0,false,1.0,"Petite Ala Mhigo est proche, mais pas suffisamment. On se remue !"
129,0,2,false,false,3,10.0,false,1.0,"On nous a repérés !"
130,0,2,false,false,2,5.0,false,1.0,"Comment as-tu trouvé cet endroit?"
131,0,2,false,false,2,4.0,false,1.0,"Comment oses-tu! Mes hommes de main!"
132,0,2,false,false,2,4.0,false,1.0,"Viens, que j'te tranche la gorge!"
133,0,2,false,false,2,4.0,false,1.0,"En temps normal, j'suis plus fort que ça!"
134,0,2,false,false,2,6.0,false,1.0,"J'viens de me rappeler que j'avais un rendez-vous!"
135,0,2,false,false,2,4.0,false,1.0,"T'en veux encore ? J'avais affûté ma lame pour l'occasion."
136,0,2,false,false,2,2.0,false,1.0,"Dévorez-les vivants !"
137,0,2,false,false,2,4.0,false,1.0,"Et... et si on négociait un coup?"
138,0,2,false,false,2,6.0,false,1.0,"Ouh, l'patron va pas aimer ça du tout..."
139,0,2,false,false,2,4.0,false,1.0,"Personne ne passe!"
140,0,2,false,false,2,4.0,false,1.0,"À mort !"
141,0,2,false,false,2,4.0,false,1.0,"Prenez les femmes vivantes !"
142,0,2,false,false,2,4.0,false,1.0,"Tu vas rejoindre les abysses !"
143,0,2,false,false,2,5.0,false,1.0,"Pshhh... Gentils aventuriers ! Les Gobelins ont besoin d'aide, vite !"
144,0,2,false,false,2,4.0,false,1.0,"Douleur tout autour... du sang et de la bile !"
145,0,2,false,false,2,4.0,false,1.0,"À l'aide ! À l'aide !"
146,0,2,false,false,2,4.0,false,1.0,"Les aventuriers doivent aider le Gobelin!"
147,0,2,false,false,2,6.0,false,1.0,"Pshhh... Les aventuriers ont sauvé le Gobelin avec courage!"
148,0,2,false,false,2,6.0,false,1.0,"Merci infiniment ! Merci infiniment !"
149,0,2,false,false,2,6.0,false,1.0,"Gentils aventuriers, ils acceptent les cadeaux du Gobelin !"
150,0,2,false,false,3,6.0,false,1.0,"Plus vite ! Plus vite vite !"
151,0,2,false,false,3,3.0,false,1.0,"Pshhh... Brayflox s'occupe de faire boum boum !"
152,0,2,false,false,3,4.0,false,1.0,"Pshhh... Les Gobelins sont de grands guerriers !"
153,0,2,false,false,2,4.0,false,1.0,"Ouf! Brayflox va beaucoup mieux !"
154,0,2,false,false,2,6.0,false,1.0,"Les poings de Brayflox sont surpuissants !"
155,0,2,false,false,2,3.0,false,1.0,"Boum boum! Brayflox va envoyer une grosse bombe!"
156,0,2,false,false,3,2.0,false,1.0,"Pourquoi pas boum!?"
157,0,2,false,false,2,5.0,false,1.0,"Hop-là ! Brayflox a un cadeau pour les gentils aventuriers !"
158,0,2,false,false,2,8.0,false,1.0,"La victoire pour Brayflox !"
159,0,2,false,false,2,6.0,false,1.0,"Pshhh... Brayflox est là pour aider les gentils aventuriers !"
160,0,2,false,false,2,6.0,false,1.0,"Pshhh... Le méchant dragon a compris que les Gobelins sont plus forts !"
161,0,2,false,false,2,6.0,false,1.0,"Pshhh... Brayflox est l'héroïne d'une nouvelle légende !"
162,0,2,false,false,2,10.0,false,1.0,"Ô grande Brayflox !"
163,0,2,false,false,2,10.0,false,1.0,"Ô puissante Brayflox !"
164,0,2,false,false,2,30.0,false,1.0,"Pshhh... Brayflox est flattée... mais Brayflox n'a rien fait..."
165,0,2,false,false,3,5.0,false,1.0,"À l'aide ! Je vous en supplie ! Des chacals sont à mes trousses !"
166,0,2,false,false,3,5.0,false,1.0,"Arrière !"
167,0,2,false,false,3,5.0,false,1.0,"Je vous jure, j'ai très mauvais goût!"
168,0,2,false,false,3,5.0,false,1.0,"C'était une blague ! Je ne voulais faire de mal à personne !"
169,0,2,false,false,3,5.0,false,1.0,"Je suis... en vie ! Bénis soient les Douze !"
170,0,2,false,false,2,3.0,false,1.0,"Par les Douze, quelle est cette chose !?"
171,0,2,false,false,2,3.0,false,1.0,"C'est bourré de pugils! Seul un fou viendrait pêcher ici !"
172,0,2,false,false,3,5.0,false,1.0,"Vous entendez ?"
173,0,2,false,false,3,5.0,false,1.0,"Il me faut à boire..."
174,0,2,false,false,2,5.0,false,1.0,"Pour l'Amirale !"
175,0,2,false,false,3,5.0,false,1.0,"Secouez-vous, soldats !"
176,0,2,false,false,3,5.0,false,1.0,"Ce ne sont que des chacals, bon sang !"
177,0,2,false,false,2,5.0,false,1.0,"Je dois vraiment tout faire moi-même, ici..."
178,0,2,false,false,2,5.0,false,1.0,"Tu n'en as pas eu assez !?"
179,0,2,false,false,2,5.0,false,1.0,"Serre les dents ! T'es un soldat, maintenant !"
180,0,2,false,false,3,5.0,false,1.0,"Quelque chose ne tourne pas rond... je le sens..."
181,0,2,false,false,3,5.0,false,1.0,"Une autre victoire pour l'Amirale !"
182,0,2,false,false,3,5.0,false,1.0,"Une honte ! Tous autant que vous êtes !"
183,0,2,false,false,3,5.0,false,1.0,"J'imagine qu'il est temps de faire ma ronde."
184,0,2,false,false,3,5.0,false,1.0,"J'ai un mauvais pressentiment."
185,0,2,false,false,3,5.0,false,1.0,"Bon sang ! Pas encore !?"
186,0,2,false,false,3,5.0,false,1.0,"Si je vois une autre chauve-souris cavernicole, je vais craquer."
187,0,2,false,false,3,5.0,false,1.0,"T'approche pas de mon stock, espèce de rat volant !"
188,0,2,false,false,3,5.0,false,1.0,"Mes dodos ! Sauvez mes pauvres dodos !"
189,0,2,false,false,2,5.0,false,1.0,"Il faut arrêter ces chauves-souris! Leur morsure rend fou !"
190,0,2,false,false,3,3.0,false,1.0,"Aujourd'hui, c'est le grand jour ! La fille du meunier sera enfin mienne !"
191,0,2,false,false,3,3.0,false,1.0,"Il en met du temps..."
