Index,0 [0x5][0x4],1 [0x5][0x6],2 [0x3][0x8],3 [0x19][0x9],4 [0x0][0x0]
0,0,0,0,false,""
1,57,1,0,false,"You invite <if:you/<if:<item>>> to a party."
2,57,1,0,false,"The party invite from <if:you/<if:<item>>> was canceled."
3,57,33,0,false,"<if:you/<if:<item>>> invites you to a party."
4,57,1,0,false,"You leave the party."
5,57,1,0,false,"The party disbands."
6,0,0,0,false,""
7,0,0,0,false,""
8,57,1,0,false,"<2b?:0xff, 0x2c, 0x2> <if:are/is> now blacklisted."
9,57,1,0,false,"<if:you/<if:<item>>> removed from blacklist."
10,57,33,0,false,"You send a friend request to <if:you/<if:<item>>>."
11,57,33,0,false,"<if:you/<if:<item>>> has sent you a friend request."
12,57,1,0,false,"<if:you/<if:<item>>> removed from friend list."
13,57,1,0,false,"Linkshell invite sent to <if:you/<if:<item>>>."
14,57,33,0,false,"<if:you/<if:<item>>> invites you to join “<if:<ref:ObjStr>>.”"
15,57,1,0,false,"<2b?:0xff, 0x2c, 0x2> <if:are/is> now a leader of “<if:<ref:ObjStr>>.”"
16,57,1,0,false,"<2b?:0xff, 0x2c, 0x2> <if:are/is> no longer a leader of “<if:<ref:ObjStr>>.”"
17,57,1,0,false,"You leave “<if:<ref:ObjStr>>.”"
18,57,33,0,false,"You leave “<if:<ref:ObjStr>>.”"
19,57,1,0,false,"<2b?:0xff, 0x2c, 0x2> <if:were/was> kicked from “<if:<ref:ObjStr>>.”"
20,57,1,0,false,"You have been kicked from “<if:<ref:ObjStr>>.”"
21,57,1,0,false,"Master privileges for “<if:<ref:ObjStr>>” have been granted to <if:you/<if:<item>>>."
22,57,33,0,false,"Master privileges for “<if:<ref:ObjStr>>” have been granted to <if:you/<if:<item>>>."
23,57,33,0,false,"You are now a leader of “<if:<ref:ObjStr>>.”"
24,57,1,0,false,"You are no longer a leader of “<if:<ref:ObjStr>>.”"
25,57,33,0,false,"Message sent."
26,57,1,0,false,"Message deleted."
27,57,1,0,false,"<if:<value> <item> are/<2b?:0xff, 0x10, 0x2> is> taken from the message."
28,57,1,0,false,"<value> gil taken from message."
29,60,9,0,false,"You have reached the maximum capacity for messages with attachments. You will not receive any new deliveries until you claim your items."
30,60,8,0,false,"<2b?:0xff, 0x47, 0x2> <if:are/is> unable to trade at this time."
31,60,8,0,false,"That item cannot be traded."
32,57,1,0,false,"Trade request sent to <if:<ref:ObjStr>>."
33,57,1,0,false,"Awaiting trade confirmation from <if:<ref:ObjStr>>..."
34,57,1,0,false,"<if:<ref:ObjStr>> wishes to trade with you."
35,57,1,0,false,"Trade opened."
36,57,1,0,false,"Trade canceled."
37,57,1,0,false,"Trade items have changed."
38,57,33,0,false,"Trade complete."
39,60,8,0,false,"Trade not complete. Insufficient inventory space."
40,60,8,0,false,"Trade not complete. <2b?:0xff, 0x47, 0x2> <if:do/does> not have sufficient inventory space."
41,60,8,0,false,"Only items in perfect condition can be traded."
42,60,8,0,false,"Trade not complete. You already have one of the proposed unique items."
43,60,8,0,false,"Trade not complete. <2b?:0xff, 0x47, 0x2> already <if:have/has> one of the proposed unique items."
44,57,8,0,false,"The trade will be canceled if you move too far away from the target."
45,60,8,0,false,"You have exceeded the character limit."
46,60,8,0,false,"Trade canceled. You cannot carry any more gil."
47,60,8,0,false,"Trade canceled. <2b?:0xff, 0x47, 0x2> cannot carry any more gil."
48,60,8,0,false,"Unable to send trade request. Player's online status is set to Busy."
49,60,1,0,false,"Unable to send tell. <value>'s online status is set to Busy."
50,60,1,0,false,"Message to <value> could not be sent."
51,60,8,0,false,"Unable to find PC."
52,57,33,0,false,"Following <if:<ref:ObjStr>>."
53,57,33,0,false,"No longer following a target."
54,60,8,0,false,"Trade could not be completed."
55,60,8,0,false,"Unable to send tell. That player is on your blacklist."
56,60,8,0,false,"Unable to initiate trade. That player is on your blacklist."
57,60,8,0,false,"Unable to invite to party. That player is on your blacklist."
58,60,8,0,false,"Unable to invite to linkshell. That player is on your blacklist."
59,60,8,0,false,"<value> <if:slot/slots> remaining in your inventory."
60,57,33,0,false,"<2b?:0xff, 0x2c, 0x2> <if:join/joins> the party."
61,57,33,0,false,"You join <if:you/<if:<item>>>'s party."
62,57,1,0,false,"<2b?:0xff, 0x2c, 0x2> <if:decline/declines> the party invite."
63,57,1,0,false,"You decline <if:you/<if:<item>>>'s party invite."
64,57,1,0,false,"<2b?:0xff, 0x2c, 0x2> <if:are/is> now the party leader."
65,57,33,0,false,"<if:you/<if:<item>>> has promoted you to party leader."
66,57,33,0,false,"<2b?:0xff, 0x2c, 0x2> <if:are/is> the new party leader."
67,57,1,0,false,"<2b?:0xff, 0x2c, 0x2> <if:were/was> removed from the party."
68,57,1,0,false,"You leave <if:you/<if:<item>>>'s party."
69,57,33,0,false,"<2b?:0xff, 0x2c, 0x2> <if:have/has> left the party."
70,57,33,0,false,"You leave your party."
71,57,33,0,false,"<2b?:0xff, 0x2c, 0x2> <if:have/has> left the party. <2b?:0xff, 0x47, 0x2> <if:are/is> promoted to party leader."
72,57,33,0,false,"You dissolve the party."
73,57,33,0,false,"The party has been disbanded."
74,57,33,0,false,"You join “<if:<ref:ObjStr>>.”"
75,57,33,0,false,"<2b?:0xff, 0x2c, 0x2> <if:have/has> joined “<if:<ref:ObjStr>>.”"
76,57,1,0,false,"You decline the linkshell invite to “<if:<ref:ObjStr>>.”"
77,57,33,0,false,"<2b?:0xff, 0x2c, 0x2> <if:have/has> left “<if:<ref:ObjStr>>.”"
78,57,33,0,false,"<if:you/<if:<item>>> is now on your friend list."
79,57,1,0,false,"You decline <if:you/<if:<item>>>'s friend request."
80,57,32,0,false,"Your search info has been updated."
81,57,32,0,false,"List updated."
82,57,1,0,false,"Friend request to <if:you/<if:<item>>> canceled."
