Index,0 [0x0][0x0]
0,""
1,"Ok"
2,"Abbrechen"
3,"Ja"
4,"Nein"
5,"Beenden"
6,"<switch:<color #F3F3F3>/<color #C0FFC0>/<color #5990FF>/<color #B38CFF>/<color #FFA666>/<color #FFE119>/<color #FA89B6>/<color #E9C29C>>"
7,"(-)"
8,"..."
9," "
10,"Japanisch"
11,"Englisch"
12,"Deutsch"
13,"Französisch"
14,"Chinesisch"
15,"Online-ID: <value>"
16,"..."
17,"<value>"
18,"<value>"
19,"<value>/<value>"
20,"<value>"
21,"<value>.<value>.<value> <value>:<value>"
22,"<value>.<value>.<value> <value>:<value>"
23,"<value>. <value>. <value>"
24,"<value>.<value>.<value>"
25,"<value>.<value>."
26,"<value>.<value>.<value>"
27,"<value>.<value>."
28,"<value>:<value>"
29,"<if: 12/<value>/<value>>:<value>"
30,"<value>:<value>:<value>"
31,"<if: 12/<value>/<value>>:<value>:<value>"
32,"<value>:<value>:<value>"
33,"<value>:<value>"
34,"<value>:<value>"
35,"St. <value>"
36,"St. <if: 0/+<value>/<value>>"
37,"《<value>》"
38,"<value>.<value>"
39,"Vor einigen Minuten"
40,"<value> Min"
41,"<value> Std"
42,"<value> Tag<if:none/e>"
43,"<value>s"
44,"<value>m"
45,"<value>st"
46,"--/--/----"
47,"--/--/--"
48,"--:--"
49,"<value>s"
50,"Zuflüstern"
51,"Profil anzeigen"
52,"Profil bearbeiten"
53,"Handel anbieten"
54,"In die Gruppe einladen"
55,"Zum Gruppenanführer machen"
56,"Aus der Gruppe werfen"
57,"Angreifen"
58,"Untersuchen"
59,"Auf die Schwarze Liste"
60,"Von Schwarzer Liste streichen"
61,"Freundschaft anbieten"
62,"Freundschaftsanfrage zurückziehen"
63,"Freundschaftsanfrage annehmen"
64,"Freundschaftsanfrage ablehnen"
65,"Von Freundesliste entfernen"
66,"Lesen"
67,"Antworten"
68,"Löschen"
69,"Gegenstand entfernen"
70,"Automatisches Verfolgen"
71,"Kontaktkreis-Chat anzeigen"
72,"Kontaktkreis-Chat verbergen"
73,"Diesen Kontaktkreis aktivieren"
74,"Kontaktkreis auflösen"
75,"In den Kontaktkreis eintreten"
76,"Nicht in den Kontaktkreis eintreten"
77,"Aus dem Kontaktkreis austreten"
78,"Zum Kontaktkreis-Meister machen"
79,"Zu Kontaktkreis-Anführer ernennen"
80,"Kontaktkreis-Anführer absetzen"
81,"Aus dem Kontaktkreis werfen"
82,"Diesen Kontaktkreis deaktivieren"
83,"In Kontaktkreis einladen"
84,"Als Kontaktkreis-Anführer zurücktreten"
85,"Entfernen"
86,"Reiter abtrennen"
87,"Reiter löschen"
88,"Übergeben"
89,"Ablegen"
90,"Benutzen"
91,"Wegwerfen"
92,"Teilen"
93,"Verkaufen"
94,"Einem Brief beifügen"
95,"Übergeben"
96,"Anlegen"
97,"An Gehilfen übergeben"
98,"Vom Gehilfen zurücknehmen"
99,"Auf dem Markt anbieten"
100,"Kopieren"
101,"Einfügen"
102,"Ausschneiden"
103,"Ausführen"
104,"Löschen"
105,"Rückgängig"
106,"Wiederherstellen"
107,"Reparieren"
108,"Die Gruppe verlassen und den laufenden Spielinhalt beenden?"
109,"Den laufenden Spielinhalt als Fehlschlag beenden?"
110,"<color #FF8080><2b?:0xff, 0x40, 0x2> wegwerfen?</color>"
111,"Zum Heimatpunkt <ref:PlaceName> zurückkehren?"
112,"Willst du dich wiederbeleben lassen? "
113,"Willst du dich von <value> wiederbeleben lassen?"
114,"Zum Ausrüstungsset <value>: „<value>“ wechseln?"
115,"Zum Titelbildschirm zurückkehren?"
116,"Das Spiel beenden?"
117,"Zum Heimatpunkt zurückkehren?"
118,"Zum Ausgangspunkt von „<value>“ zurückkehren?"
119,"Du kehrst zum Ausgangspunkt von „<value>“ zurück."
120,"Der Gruppe von <value> beitreten?"
121,"Die Einladung in die Gruppe von <value> ablehnen?"
122,"Die Gruppe verlassen?"
123,"Die Gruppe auflösen?"
124,"<value> auf die Schwarze Liste setzen?"
125,"<value> von der Schwarzen Liste entfernen?"
126,"Dich auf die Freundesliste von <value> setzen lassen?"
127,"Die Freundschaftsanfrage von <value> ablehnen?"
128,"Die Freundschaftsanfrage an <value> abbrechen?"
129,"<value> von der Freundesliste löschen? Du bleibst auf der Liste des anderen Charakters jedoch registriert."
130,"Brief an <value> abschicken?"
131,"Du kannst den Brief nicht abschicken, weil <value> nicht dein Freund ist."
132,"Diesen Brief löschen?"
133,"Bestimme einen Empfänger aus deiner Freundesliste."
134,"Dem Kontaktkreis „<value>“ beitreten?"
135,"Die Einladung in den Kontaktkreis „<value>“ ablehnen?"
136,"Aus dem Kontaktkreis „<value>“ austreten?"
137,"Den Kontaktkreis „<value>“ auflösen?\nDieser Schritt kann nicht rückgängig gemacht werden."
138,"Ja, wirklich auflösen."
139,"<value> aus dem Kontaktkreis werfen?"
140,"<value> zu einem Anführer des Kontaktkreises ernennen?"
141,"<value> als Anführer des Kontaktkreises absetzen?"
142,"Du überträgst <value> alle Rechte als Meister des Kontaktkreises. Wirklich zum alleinigen Meister machen?"
143,"Ja, ich übertrage hiermit alle Rechte."
144,""
145,"TIMER"
146,"<2b?:0xff, 0x19, 0x2>"
147,"Nächste Freibrief-Vollmacht: "
148,"  Noch <value> Std <value> Min"
149,"Freundschaftsanfrage an <value> senden?"
150," "
151,"Dieser Gegenstand ist ein Sammlerstück. Wirklich benutzen?"
152,"Gegenstand (Sammlerstück) wegwerfen."
153,"<color #FF8080><2b?:0xff, 0x11, 0x2><if: mit einem Sammlerwert von <value>/none> wirklich wegwerfen?</color>"
154,"Qualität mindern"
155,"<color #FF8080>Die Qualität <if:<?0x32>/<?0x32>> wirklich mindern und zu folgendem Gegenstand machen?</color>"
156,"<color #FF8080>Die Qualität <?0x32> mit einem Sammlerwert von <value> wirklich mindern und dafür folgenden Gegenstand erhalten?</color>"
157,"Qualität des Sammlerstücks mindern"
158,"Qualität des HQ-Gegenstands mindern"
165,"<value> aus der Gruppe entfernen?"
166,"<value> bietet dir einen Teleport an. Zielort: <ref:PlaceName>"
167,"　<if:<switch:<icon:53>/<icon:54>/<icon:65>/<icon:66>/<icon:67>>/<icon:52>><ref:PlaceName>"
168,"Annehmen"
169,"Ablehnen"
170,"Gruppeneinladung"
171,"Freundschaftsanfrage"
172,"Kontaktkreisanfrage"
173,"<value> zum Gruppenanführer machen?"
174,"In Kontaktkreis <value>: „<value>“ einladen"
175,"SOLO"
176,"GRUPPE"
177,"LEICHTER TRUPP"
178,"VOLLER TRUPP"
179,"Beritten"
180,"Disziplinen der Krieger"
181,"Disziplinen der Magier"
182,"Disziplinen der Sammler"
183,"Disziplinen der Handwerker"
184,"Jobs"
185,""
186,"TELEPORT"
187,"Wähle einen Zielort.\nDein Vermögen: <value>"
190,""
191,""
192,""
193,""
194,"Zum Ausgangspunkt von „<value>“ zurückkehren?"
195,"Das Spiel beenden?"
196,"Zum Heimatpunkt <ref:PlaceName> zurückkehren?"
198,"<value>\n<if: <value>m /<value>s>"
199,"<value> bietet dir einen Teleport <switch:nach Neu-Gridania/nach Gut Zwieselgrund/zur Jagdhütte der Hawthornes/nach Mühlenbruch/nach Camp Seelenruhe/zum Herbstkürbis-See> an."
200,"\n<color #FF7B1A>Zauber in <if:<value> <if:Minute/Minuten>/<if:unter einer Minute/unter 30 Sekunden>> bereit.</color>"
201,"HANDEL"
202,""
203,"Anbieten"
204,"Abbrechen"
205,"Gil"
206,"Lege die Menge fest."
207,"Wenn der Handelspartner zu weit entfernt ist, wird der Handel abgebrochen."
208,"Ok"
209,"<icon:11> Ins Inventar zurücknehmen"
210,"SYNTHESE"
211,""
212,"Abbrechen"
213,"Fertig"
214,"Belastbar"
215,"Zustand"
216,"Qualität"
217,"HQ"
218,"Schritt"
219,"/"
220,"Eilsynthese"
221,""
222,"Abbrechen"
223,"Erfolge"
224,"Patzer"
225,"/"
226,"Ausreichend"
227,"Gut"
228,"Exzellent"
229,"Minderwertig"
230,"CHARAKTER"
231,""
232,"LP"
233,"MP"
234,"TP"
235,"ATTRIBUTE"
236,"Stärke"
237,"Konstitution"
238,"Geschick"
239,"Intelligenz"
240,"Willenskraft"
241,"Frömmigkeit"
242,"ELEMENTE"
243,"Feuer"
244,"Wasser"
245,"Blitz"
246,"Wind"
247,"Erde"
248,"Eis"
249,""
250,""
251,""
252,""
253,""
254,""
255,"ANGRIFF"
256,"Attacke"
257,"Verteidigung"
258,"Präzision"
259,"Ausweichen"
260,"MAGIE"
261,"Offensivmagie"
262,"Heilmagie"
263,"Magiepräzision"
264,"Schwächungsmagie"
265,"Stärkungsmagie"
266,"Magie-Ausweichen"
267,"Schadenswert"
268,"Verzögerung"
269,"ABWEHR"
270,"Blockrate"
271,"Blockeffekt"
272,"Parade"
273,"SYNTHESE"
274,"Kunstfertigkeit"
275,"Kontrolle"
276,"SAMMELN"
277,"Sammelgeschick"
278,"Wahrnehmung"
279,"Magieabwehr"
280,"Überspringen"
281,"Zwischensequenz überspringen?"
282,"<icon:11> Löschen<if:  <icon:12> Virtuelle Tastatur/>"
283,"♀"
284,"♂"
285,"Phys. Basiswert"
286,"Auto-Attacke"
287,"Verzögerung"
288,"Mag. Basiswert"
289,"* In der Release-Version\nwird hier ein 3D-Modell des\nCharakters zu sehen sein."
290,"KONTAKTE"
291,""
292,"Suchkriterien"
293,"Name"
294,"Klasse"
295,"SG"
296,"Ort"
297,"FG"
298,"Sprache"
299,"Die Liste ist leer."
300,"SCHWARZE LISTE"
301,""
302,"Hinzufügen"
303,"Name"
304,"Die Liste ist leer."
305,"SPIELERPROFIL"
306,""
307,"<if:<i><value></i>/<value>>"
308," «<value>»"
309,"<value> (<value>)"
310,"GRUPPE"
311,""
312,"Verlassen"
313,"Auflösen"
314,"Name"
315,"Klasse"
316,"SG"
317,"Ort"
318,"FG"
319,"Sprache"
320,""
321,"Keine Gruppenmitglieder vorhanden."
322,"<icon:9> Reihenfolge ändern　<icon:11> Untermenü"
323,"<value>,<value>"
324,"<icon:12> Suche ausführen"
325,"SUCHE"
326,""
327,"Suche starten"
328,"Abbrechen"
329,"Zurücksetzen"
330,"Vorname"
331,"Nachname"
332,"Name"
333,"Status"
334,"Klasse/Job"
335,"Stufe"
336,"Ort"
337,"Staatliche Gesellschaft"
338,"Sprache"
339,"Keine Ergebnisse."
340,"Ok"
341,"Abbrechen"
342,"Suchkommentar"
343,"Bis zu 200 Ergebnisse werden angezeigt."
344,"Leuchtbuchstaben sind die Sprachen des Spielers, der Leuchtbalken markiert die Sprache des Clients (Japanisch / Englisch / Deutsch / Französisch)."
345,"Einladen"
