Index,0 [0x0][0x0]
0,""
1,"<value> verlassen?"
2,"Alleine verlassen."
3,"Mit der Gruppe verlassen."
4,"Abbrechen. "
5,"<2b?:0xff, 0x15, 0x2> besiegen"
6,"???"
7,""
8,""
9,""
10,""
11,""
12,""
13,""
14,""
15,""
16,""
17,""
18,""
19,""
20,""
21,""
22,""
23,""
24,""
25,""
26,""
27,"Ein Portal zur Außenwelt ist erschienen. "
28,"Gildengeheiß"
29,""
30,""
31,""
32,""
33,""
34,""
35,""
36,""
37,""
38,""
39,""
40,""
41,""
42,""
43,""
44,""
45,""
46,""
47,""
48,""
49,""
50,""
51,""
52,""
53,""
54,""
55,""
56,""
57,""
58,""
59,""
60,""
61,""
62,""
63,""
64,""
65,""
66,""
67,""
68,""
69,""
70,""
71,""
72,""
73,""
74,""
75,""
76,""
77,""
78,""
79,""
80,""
81,""
82,""
83,""
84,""
85,""
86,""
87,""
88,""
89,""
90,""
91,""
92,""
93,""
94,""
95,""
96,""
97,""
98,""
99,""
100,""
101,""
102,""
103,""
104,""
105,""
106,""
107,""
108,""
1000,"Gefundene Kleinodien"
1001,"Zerstörte Sphärolithen"
1002,"Durchbrochene Barrieren"
1003,"Du scheinst nicht der Narr zu sein, der das Tor aus\nSehnsucht nach Blutrache geöffnet hat ...\nAber sei's drum ..."
1004,"Ich werde dich trotzdem vernichten und mich\nan deinem Hirn laben!"
1100,"Kleine Schlüssel"
1101,"Blutiges Pergament finden"
1102,"Grünen Schlüssel finden"
1103,"Gelben Schlüssel finden"
1200,"Gesammelte Photozellen"
1201,"Magitek-Terminal in der Ruhestatt der Gepeinigten aktivieren"
1202,"Tür zur Folterkammer öffnen"
1203,"Magitek-Terminal in der Ruhestatt der Narren aktivieren"
1300,"Ihr habt das Gildengeheiß erfüllt!\nKommt und holt euch eure Belohnung!"
1301,"Alle Gegner besiegen"
1302,"<2b?:0xff, 0x15, 0x2> besiegen"
1303,"<2b?:0xff, 0x15, 0x2> fangen"
1304,"<2b?:0xff, 0x15, 0x2> zum Zielort eskortieren"
1305,"Gut gemacht! Ihr habt euch eure Belohnung\nredlich verdient. Ihr könnt sie bei mir abholen."
1306,"Das war ein voller Erfolg! Kommt zu mir und\nholt euch eure Belohnung ab!"
1307,"Hahaha! Na wer sagt's denn, hervorragend gemacht! Dann sollst du eine Würdigung deiner reifen Leistung erhalten."
1308,"Sehr gut gemacht! Hol dir deine verdiente Belohnung ab."
1400,"Eine Gegnergruppe nach der anderen besiegen"
1401,"Wenn <?0x32> euch entdeckt,\nhetzt sie alle Monster auf euch!"
1402,"Wenn <?0x32> euch entdeckt,\ngreifen alle Gegner an. Tötet erst die kleinen Viecher!"
1403,"Knöpft euch ein Grüppchen nach dem anderen vor!"
1404,"未使用"
1405,"Die Gegner haben Verstärkung gerufen!\nHaltet euch von den Wachen lieber fern!"
1406,"Ja, so ist es gut! Beseitigt erst das Grobzeug,\nohne dass die Goobbue euch entdeckt!"
1407,"Oh, die Goobbue hat euch entdeckt! Schnell,\nerschlagt die kleinen Biester, bevor sie euch überrennen!"
1408,"Hier wird sich nicht ausgeruht!\nAufsteh'n, du Faulpelz, und ran an den Feind!"
1409,"Das ist ja nicht mitanzusehen!\nReißt euch gefälligst am Riemen!"
1410,"Ihr habt da eine harte Nuss vor euch,\naber bald habt ihr sie geknackt!"
1411,"Die Goobbue pfeift schon aus allen Löchern!\nVersetzt ihr den Todesstoß!"
1500,"Bei Gefahr ruft <?0x32> Verstärkung!"
