Index,0 [0x6][0x4],1 [0x3][0x8],2 [0x0][0x0]
0,0,0,""
1,61412,1,"Hauptszenario - A Realm Reborn"
2,61412,1,"Hauptszenario - 7. Ära des Lichts"
3,61412,2,"Hauptszenario - Heavensward"
4,61411,3,"Chroniken der neuen Ära"
5,61411,3,"Bahamut"
6,61411,3,"Kristallturm"
7,61411,3,"Alexander"
8,61411,3,"Antike Primae"
9,61411,4,"Amalj'aa-Aufträge (Haupt)"
10,61411,4,"Amalj'aa-Aufträge (Neben)"
11,61411,5,"Sylphen-Aufträge (Haupt)"
12,61411,5,"Sylphen-Aufträge (Neben)"
13,61411,6,"Kobold-Aufträge (Haupt)"
14,61411,6,"Kobold-Aufträge (Neben)"
15,61411,7,"Sahagin-Aufträge (Haupt)"
16,61411,7,"Sahagin-Aufträge (Neben)"
17,61411,8,"Ixal-Aufträge (Haupt)"
18,61411,8,"Ixal-Aufträge (Neben)"
19,61411,9,"Hildibrands Fälle"
20,61411,9,"Der Fahrende Sänger"
21,61411,9,"Die Zodiak-Waffen"
22,61411,9,"Mogry-Post"
23,61411,9,"Wilde Stämme"
24,61411,9,"Abenteurer von Doma"
25,61411,10,"Nebenauftrag La Noscea"
26,61411,11,"Nebenauftrag Finsterwald"
27,61411,12,"Nebenauftrag Thanalan"
28,61411,13,"Nebenauftrag Coerthas"
29,61411,14,"Nebenauftrag Mor Dhona"
30,61411,15,"Nebenauftrag Ishgard"
31,61411,16,"Nebenauftrag Abalathia"
32,61411,17,"Nebenauftrag Dravanisches Vorland"
33,61411,17,"Nebenauftrag Dravanisches Hinterland"
34,61411,17,"Nebenauftrag Wallende Nebel"
35,61411,17,"Nebenauftrag Frohehalde"
36,61411,18,"Nebenauftrag Azys Lla"
37,62301,19,"Gildenauftrag der Gladiatoren"
38,62302,19,"Gildenauftrag der Faustkämpfer"
39,62303,19,"Gildenauftrag der Marodeure"
40,62304,19,"Gildenauftrag der Pikeniere"
41,62305,19,"Gildenauftrag der Waldläufer"
42,62309,19,"Gildenauftrag der Schurken"
43,62306,19,"Gildenauftrag der Druiden"
44,62307,19,"Gildenauftrag der Thaumaturgen"
45,62308,19,"Gildenauftrag der Hermetiker"
46,62310,19,"Gildenauftrag der Zimmerer"
47,62311,19,"Gildenauftrag der Grobschmiede"
48,62312,19,"Gildenauftrag der Plattner"
49,62313,19,"Gildenauftrag der Goldschmiede"
50,62314,19,"Gildenauftrag der Gerber"
51,62315,19,"Gildenauftrag der Weber"
52,62316,19,"Gildenauftrag der Alchemisten"
53,62317,19,"Gildenauftrag der Gourmets"
54,62318,19,"Gildenauftrag der Minenarbeiter"
55,62319,19,"Gildenauftrag der Gärtner"
56,62320,19,"Gildenauftrag der Fischer"
57,62401,20,"Paladin-Jobauftrag"
58,62402,20,"Mönch-Jobauftrag"
59,62403,20,"Krieger-Jobauftrag"
60,62404,20,"Dragoon-Jobauftrag"
61,62405,20,"Barde-Jobauftrag"
62,62410,20,"Ninja-Jobauftrag"
63,62406,20,"Weißmagier-Jobauftrag"
64,62407,20,"Schwarzmagier-Jobauftrag"
65,62408,20,"Beschwörer-Jobauftrag"
66,62409,20,"Gelehrter-Jobauftrag"
67,62412,20,"Dunkelritter-Jobauftrag"
68,62411,20,"Maschinist-Jobauftrag"
69,62413,20,"Astrologe-Jobauftrag"
70,61401,21,"Auftrag des Mahlstroms"
71,61402,21,"Auftrag der Bruderschaft der Morgenviper"
72,61403,21,"Auftrag der Legion der Unsterblichen"
73,61411,22,"Saisonale Aufträge"
74,61411,23,"Spezial-Aufträge"
75,62501,24,"Gefechtserlass"
76,62502,28,"Zimmerer-Fertigungserlass"
77,62503,29,"Grobschmied-Fertigungserlass"
78,62504,30,"Plattner-Fertigungserlass"
79,62505,31,"Goldschmied-Fertigungserlass"
80,62506,32,"Gerber-Fertigungserlass"
81,62507,33,"Weber-Fertigungserlass"
82,62508,34,"Alchemist-Fertigungserlass"
83,62509,35,"Gourmet-Fertigungserlass"
84,62510,25,"Minenarbeiter-Sammelerlass"
85,62511,26,"Gärtner-Sammelerlass"
86,62512,27,"Fischer-Sammelerlass"
87,62501,36,"Gefechtserlass"
88,62502,40,"Zimmerer-Fertigungserlass"
89,62503,41,"Grobschmied-Fertigungserlass"
90,62504,42,"Plattner-Fertigungserlass"
91,62505,43,"Goldschmied-Fertigungserlass"
92,62506,44,"Gerber-Fertigungserlass"
93,62507,45,"Weber-Fertigungserlass"
94,62508,46,"Alchemist-Fertigungserlass"
95,62509,47,"Gourmet-Fertigungserlass"
96,62510,37,"Minenarbeiter-Sammelerlass"
97,62511,38,"Gärtner-Sammelerlass"
98,62512,39,"Fischer-Sammelerlass"
99,0,0,""
100,0,0,""
101,0,0,""
102,62513,49,"Mahlstrom-Staatserlass"
103,62514,49,"Bruderschaft-Staatserlass"
104,62515,49,"Legion-Staatserlass"
105,61801,50,"Dungeon"
106,61802,50,"Instanziierter Raid"
107,61804,50,"Prüfung"
108,61803,50,"Gildengeheiß"
109,0,51,"Hauptszenario - 6. Ära des Lichts"
110,0,51,"Nebenauftrag - 6. Ära des Lichts"
111,0,51,"Gildenauftrag - 6. Ära des Lichts"
112,0,51,"Jobauftrag - 6. Ära des Lichts"
113,0,51,"Staatliche Gesellschaft - 6. Ära des Lichts"
