Index,0 [0x5][0x0],1 [0x5][0x2],2 [0x5][0x4]
0,0,0,0
1,15,32,900
2,20,36,400
3,30,64,400
4,40,82,200
5,41,83,500
6,50,101,1200
7,126,175,1200
8,127,176,600
9,164,1558,1500
10,167,1559,1200
11,169,1560,1500
12,172,1561,1500
13,175,1562,1500
14,178,1563,1500
15,181,1564,600
16,184,1565,900
17,186,1566,1200
18,189,1567,600
19,192,1568,1800
20,194,1569,900
21,197,1570,1500
22,200,1571,1800
23,203,1572,2400
24,205,1573,1800
25,207,1574,600
26,210,1575,1800
27,213,1576,1800
28,216,1577,1200
29,219,1578,1500
30,222,1579,600
31,225,1580,1800
32,227,1581,1500
33,230,1582,1800
34,232,1583,1800
35,234,1584,900
36,235,1585,1800
37,247,1588,600
38,250,1589,1200
39,253,1587,900
40,254,1586,1500
41,255,1590,1500
42,280,3625,400
43,287,2876,600
44,292,2879,150
45,304,3614,400
46,308,1591,900
47,311,1592,1200
48,314,1593,1800
49,316,1594,1200
50,319,1595,1500
51,322,1596,1200
52,325,1597,1200
53,282,3626,300
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
