Index,0 [0x0][0x0],1 [0x7][0x4]
0,"EMOTE_AMAZED",1
1,"EMOTE_ANGRY",2
2,"EMOTE_ANGRY_STRONG",3
3,"EMOTE_BLUSH",4
4,"EMOTE_BOW",5
5,"EMOTE_CHEER",6
6,"EMOTE_CLAP",7
7,"EMOTE_COME_ON",8
8,"EMOTE_COMFORT",9
9,"EMOTE_CRY",10
10,"EMOTE_DANCE",11
11,"EMOTE_DOUBT",12
12,"EMOTE_DOZE",13
13,"EMOTE_FUME",14
14,"EMOTE_GOODBYE",15
15,"EMOTE_GOODBYE_STRONG",16
16,"EMOTE_HUH",17
17,"EMOTE_JOY",18
18,"EMOTE_KNEEL",19
19,"EMOTE_LAUGH",20
20,"EMOTE_LAUGH_STRONG",21
21,"EMOTE_LOOKOUT",22
22,"EMOTE_ME",23
23,"EMOTE_NO",24
24,"EMOTE_NO_STRONG",25
25,"EMOTE_PANIC",26
26,"EMOTE_POINT",27
27,"EMOTE_POKE",28
28,"EMOTE_PRAISE",29
29,"EMOTE_PSYCH",30
30,"EMOTE_SALUTE",31
31,"EMOTE_SHOCKED",32
32,"EMOTE_SHRUG",33
33,"EMOTE_SLAP",34
34,"EMOTE_SOOTHE",35
35,"EMOTE_STAGGER",36
36,"EMOTE_STRETCH",37
37,"EMOTE_SULK",38
38,"EMOTE_THINK",39
39,"EMOTE_UPSET",40
40,"EMOTE_WELCOME",41
41,"EMOTE_YES",42
42,"EMOTE_YES_STRONG",43
43,"EMOTE_CHARAMAKE",44
44,"EMOTE_POSING",45
45,"EMOTE_THROW_KISS",46
46,"EMOTE_GROUND_KNEEL",47
47,"EMOTE_VERY_HAPPY",48
48,"EMOTE_VERY_DISAPPOINTING",49
49,"",0
50,"EMOTE_STAND_UP_GROUND",51
51,"",0
52,"EMOTE_STAND_UP_CHAIR",53
53,"EMOTE_AIRQUOTES",54
54,"",0
55,"",0
56,"",0
57,"EMOTE_PRAY",58
58,"EMOTE_SALUTE_IMPERIAL",59
59,"EMOTE_HEAD_OPEN",60
60,"EMOTE_HEAD_CLOSE",61
61,"",0
62,"",0
63,"",0
64,"",0
65,"",0
66,"EMOTE_FACIAL_DEFAULT",68
67,"EMOTE_FACIAL_SMILE",69
68,"EMOTE_FACIAL_SMILE_STRONG",70
69,"EMOTE_FACIAL_BOSSY",71
70,"EMOTE_FACIAL_COMEON",72
71,"EMOTE_FACIAL_BOW",73
72,"EMOTE_FACIAL_CRY",74
73,"EMOTE_FACIAL_FEAR",75
74,"EMOTE_FACIAL_FREEZE",76
75,"EMOTE_FACIAL_OUCH_STRONG",77
76,"EMOTE_FACIAL_SPEWING",78
77,"EMOTE_FACIAL_WHAT",79
78,"EMOTE_FACIAL_WORRY",80
79,"",0
80,"",0
81,"",0
82,"",0
83,"EMOTE_THROW",85
84,"EMOTE_THROW_SNOWBALL",86
85,"EMOTE_THROW_SNOWBALL_NOTARGET",87
86,"EMOTE_LIE_DOWN_BED",88
87,"EMOTE_WAKE_UP_BED",89
88,"EMOTE_SPANKING",111
89,"EVENT_ACTION_SEARCH",1
90,"MODEL_HUMAN",0
91,"TALK_SHAPE_NORMAL",1
92,"TALK_SHAPE_PRESSURE",2
93,"TALK_SHAPE_EMPHASIS",3
94,"TALK_SHAPE_DOCUMENT",4
95,"TALK_SHAPE_UNEARTHLY",5
96,"TALK_SHAPE_LINKSHELL",6
97,"TALK_SHAPE_SYSTEM",7
98,"NPC_TRADE_INVENTORY_MODE_NORMAL",0
99,"NPC_TRADE_INVENTORY_MODE_EVENT",1
100,"CLASS_JOB_GLADIATOR",1
101,"CLASS_JOB_PUGILIST",2
102,"CLASS_JOB_MARAUDER",3
