Index,0 [0x19][0xb],1 [0x19][0x17],2 [0x19][0x23],3 [0x19][0x2f],4 [0x19][0x3b],5 [0x3][0x8],6 [0x3][0x14],7 [0x3][0x20],8 [0x3][0x2c],9 [0x3][0x38],10 [0x7][0x0],11 [0x7][0xc],12 [0x7][0x18],13 [0x7][0x24],14 [0x7][0x30],15 [0x2][0x9],16 [0x2][0x15],17 [0x2][0x21],18 [0x2][0x2d],19 [0x2][0x39],20 [0x2][0xa],21 [0x2][0x16],22 [0x2][0x22],23 [0x2][0x2e],24 [0x2][0x3a],25 [0x6][0x4],26 [0x6][0x10],27 [0x6][0x1c],28 [0x6][0x28],29 [0x6][0x34],30 [0x0][0x3c],31 [0x0][0x40],32 [0x0][0x44],33 [0x0][0x48],34 [0x0][0x4c],35 [0x0][0x50],36 [0x0][0x54],37 [0x0][0x58]
0,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
1,false,false,false,false,false,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,"Seid gegrüßt, <if:Abenteurerin/Abenteurer>. Ich bin für das Ausstellen von Freibriefen zuständig.","Verzeiht, <if:meine Dame/mein Herr>, aber ich bin nicht dazu autorisiert, Freibriefe an Neulinge wie Euch auszustellen.","Die Euch zugedachte Aufgabe ist von äußerster Wichtigkeit. Möge die Matrone Euch hold sein.","In Vorbereitung","Und hiiiier ist Eure Belohnung!","Ihr seid noch keiner Staatlichen Gesellschaft beigetreten.","Ihr habt noch nicht genug Ansehen in Eurer Staatlichen Gesellschaft erlangt.","Ihr habt das gesuchte Ziel erledigt."
2,false,false,false,false,false,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Wenn du auf der Suche nach einem Freibrief bist, habe ich genau das Richtige für dich.","Meinen Aufzeichnungen entnehme ich, dass du erst kürzlich in Eorzea eingetroffen bist. Es tut mir leid, aber ich kann dir keinen Freibrief anvertrauen, ehe du nicht dein Können unter Beweis gestellt und in der Abenteurergilde <switch:Baderons/Miounnes/Momodis> Erlaubnis bekommen hast.","Viel Glück, und mögen die Gebieter mit dir sein.","Meinen Aufzeichnungen entnehme ich, dass du erst kürzlich in Eorzea eingetroffen bist. Es tut mir leid, aber ich kann dir keinen Freibrief anvertrauen, ehe du nicht dein Können unter Beweis gestellt und in der Abenteurergilde <switch:Baderons/Miounnes/Momodis> Erlaubnis bekommen hast.","Lass mich mal nachsehen ... Aha. Unsere Beobachter bestätigen, dass du alle Ziele des Freibriefes innerhalb der erlaubten Zeit erledigt hast. Gut gemacht, <forename>! Hier ist deine Belohnung.","0","0","Und außerdem hast du noch die Zeit gefunden, ein gesuchtes Ziel zu erledigen. Bravo, hier ist das Kopfgeld."
3,false,false,false,false,false,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Die Bürger Gridanias brauchen dich, <if:meine Freundin/mein Freund>. Es gibt Einiges zu tun, falls du Interesse hast. ","Ich habe keine Arbeit für dich, <if:Abenteurerin/Abenteurer>. Verfeinere deine Fähigkeiten und besuche mich später wieder. <switch:Baderon/Miounne/Momodi> kann dir sicherlich dabei helfen.","Ich hoffe, du kommst unversehrt von deiner Aufgabe zurück.","Ich habe keine Arbeit für dich, <if:Abenteurerin/Abenteurer>. Verfeinere deine Fähigkeiten und besuche mich später wieder, wenn du bewiesen hast, dass du es mit den Kreaturen in dieser Gegend aufnehmen kannst.","Deine Leistung wurde von den örtlichen Beobachtern anerkannt. Diese Belohnung hast du dir reichlich verdient.","0","0","Genauso wie das Kopfgeld für das gesuchte Ziel, das du nebenbei noch ausgeschaltet hast. Gute Arbeit!"
4,false,false,false,false,false,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Du scheinst mir geistig und körperlich auf der Höhe zu sein. Hättest du Interesse an einem Freibrief?","Ich spüre eine gewisse Schwäche in deinem Körper und Geist. In diesem Zustand kann ich dir leider keinen Freibrief zuweisen. Vielleicht hat <switch:Baderon/Miounne/Momodi> eine Aufgabe, an der du wachsen kannst.","Die Gebieter sind stets wachsam, <if:meine Freundin/mein Freund>. Beweis ihnen, dass du der dir zugedachten Pflichten würdig bist.","Ich spüre eine gewisse Schwäche in deinem Körper und Geist. In diesem Zustand kann ich dir leider keinen Freibrief zuweisen. Du siehst aus, als würdest du vor einem Baumhörnchen Reißaus nehmen. So kann ich dich nicht auf die Bestien in diesen Wäldern loslassen.","Du bist bereits zurück? Nun, dann willst du bestimmt deine Belohnung einfordern.","0","0","Keine Sorge. An die Belohnung für die gesuchte Kreatur, die du erschlagen hast, habe ich auch gedacht."
5,false,false,false,false,false,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Die Bewohner des Waldes der Einkehr benötigen deine Hilfe, <if:Abenteurerin/Abenteurer>.","Die Bewohner des Waldes der Einkehr sind immer auf der Suche nach willigen Helfern. Leider scheinst du mir noch ein wenig zu grün hinter den Ohren zu sein. Frage mal <switch:Baderon/Miounne/Momodi>, <switch:er/sie/sie> hat sicher etwas Passendes für dich.","Die Euch zugedachte Aufgabe ist von äußerster Wichtigkeit. Möge die Matrone Euch hold sein.","Die Bewohner des Waldes der Einkehr sind immer auf der Suche nach willigen Helfern. Leider scheinst du mir noch ein wenig zu grün hinter den Ohren zu sein. Frage mal <switch:Baderon/Miounne/Momodi>, <switch:er/sie/sie> hat sicher etwas Passendes für dich.","Gut gemacht, <if:Abenteurerin/Abenteurer>. Unsere Beobachter waren von deinen Fertigkeiten beeindruckt. Hier ist deine Belohnung.","0","0","Ich habe auch dafür gesorgt, dass das Kopfgeld für das gesuchte Ziel darin enthalten ist."
6,false,false,false,false,false,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Herbei, herbei! Erstklassige Freibriefe für jeden Geschmack!  ","Du? Ah, das tut mir leid, <if:mein Kind/mein Freund>, aber so hoffnungsvoll du auch aussiehst, für einen Neuling wie dich hab ich noch nichts. Oder willst du, dass <switch:Baderon/Miounne/Momodi> mich kaltstellt?","Na, dann viel Erfolg!","Willkommen! Bei uns gibt es immer Arbeit für diejenigen, die keine Gefahren scheuen. Du kennst nicht zufällig jemanden, der geübt im Kampf oder in der Zauberkunst wäre? Geübter als du, meine ich. Einem Neuling wie dir kann ich keinesfalls einen Auftrag überlassen.","Ausgezeichnet. Ich habe den Bericht der Beobachter empfangen und deine Belohnung bereitgelegt. Bitte sehr.","0","0","Die Belohnung kann sich sehen lassen, was? Darin ist ja auch das Kopfgeld für das gesuchte Ziel enthalten, das du erschlagen hast."
7,false,false,false,false,false,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Seid gegrüßt, <if:Abenteurerin/Abenteurer>. Ich bin für das Ausstellen von Freibriefen zuständig.","Verzeiht, <if:meine Dame/mein Herr>, aber ich bin nicht dazu autorisiert, Freibriefe an Neulinge wie Euch auszustellen. Vielleicht solltet Ihr <switch:> Halle wenden. Dort werdet Ihr geeignete Arbeit finden.","Mögen die Kaufleute Euch Glück und Wohlstand bringen.","Verzeiht, <if:meine Dame/mein Herr>, aber ich bin nicht dazu autorisiert, Freibriefe an Neulinge wie Euch auszustellen. Warum verlasst Ihr die Stadt nicht für eine Weile und schaut Euch die große, weite Welt an? Das Leben ist spannend dort draußen.","Habt Ihr den Auftrag erfolgreich ausgeführt? So berichten es jedenfalls die Beobachter. Hier, Eure Belohnung.","0","0","Ihr meint den Zuschlag? Der ist dafür, dass Ihr das gesuchte Ziel zur Strecke gebracht habt."
8,false,false,false,false,false,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Den Zwölf zum Gruße! Für <if:eine ehrgeizige Abenteurerin/einen ehrgeizigen Abenteurer> gibt es hier immer etwas zu tun.","Diesen Tatendrang lob ich mir! Leider mangelt es noch an etwas an Erfahrung und Können. <switch:Sprich mit Baderon und lass dich auf ein paar Abenteuer schicken/Sprecht mit Miounne und lasst Euch auf ein paar Abenteuer schicken/Sprich mit Momodi und lass dich auf ein paar Abenteuer schicken>, um den Umgang mit dem Schwert, Zauberstab oder einer anderen Waffe der Wahl zu üben.","Für Ruhm und Reichtum!","Ah, übersprudelnder Tatendrang, den lob ich mir. Leider mangelt es noch etwas an Erfahrung und Können. In der Umgebung lauern viele Monster und Halunken, mit denen man sich messen könnte, um sich im Umgang mit dem Schwert, Zauberstab oder einer anderen Waffe der Wahl zu üben.","Eine beachtliche Leistung! Hier ist die wohlverdiente Belohnung.","0","0","Und auch das Kopfgeld darf ich nicht vergessen. Gute Leistung!"
9,false,false,false,false,false,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Guten <if:<if:Abend/Morgen>/<if:Tag/Abend>>, <if:Abenteurerin/Abenteurer>! Und ist es nicht ein schöner <if:<if:Abend/Morgen>/<if:Tag/Abend>> für einen Freibrief? Was sagst du?","Guten <if:<if:Abend/Morgen>/<if:Tag/Abend>>, <if:Abenteurerin/Abenteurer>! Und ist es nicht ein schöner <if:<if:Abend/Morgen>/<if:Tag/Abend>>, um zurück zur Abenteurergilde von <switch:Limsa/Gridania/Ul'dah> zu marschieren und mit <switch:Baderon/Miounne/Momodi> zu sprechen? Denn vorher bekommst du keinen von meinen lukrativen Freibriefen angeboten.","Na dann mal los mit dir! Zeit ist Geld!","Guten <if:<if:Abend/Morgen>/<if:Tag/Abend>>, <if:Abenteurerin/Abenteurer>! Und ist es nicht ein schöner <if:<if:Abend/Morgen>/<if:Tag/Abend>>, um unter freiem Himmel seinem Beruf nachzugehen? Also lass, geh und üb dich in deiner Kunst! Vorher kann ich dir keinen meiner lukrativen Freibriefe geben.","Die Wüstenhitze scheint dir nichts auszumachen. Hier ist deine Belohnung. Gib nicht alles auf einmal aus!","0","0","Ach, und das Kopfgeld! Beinahe hätte ich es vergessen. Es sei denn, du verzichtest darauf ... Nein? Gut, du hast es dir verdient."
