Index,0 [0x0][0x0],1 [0x2][0xc],2 [0x0][0x4],3 [0x2][0xd],4 [0x2][0xe],5 [0x2][0xf],6 [0x2][0x10],7 [0x2][0x11],8 [0x0][0x8],9 [0x3][0x14],10 [0x19][0x15]
1000000,"",0,"",0,0,1,0,0,"",3,false
1000001,"",0,"",0,0,0,0,0,"",0,false
1000002,"",0,"",0,0,0,0,0,"",0,false
1000003,"",0,"",0,0,0,0,0,"",0,false
1000004,"",0,"",0,0,0,0,0,"",0,false
1000005,"",0,"",0,0,0,0,0,"",0,false
1000006,"",0,"",0,0,0,0,0,"",0,false
1000007,"",0,"",0,0,0,0,0,"",0,false
1000008,"",0,"",0,0,0,0,0,"",0,false
1000009,"",0,"",0,0,0,0,0,"",0,false
1000010,"",0,"",0,0,0,0,0,"",0,false
1000011,"",0,"",0,0,0,0,0,"",0,false
1000012,"",0,"",0,0,0,0,0,"",0,false
1000013,"",0,"",0,0,0,0,0,"",0,false
1000014,"",0,"",0,0,0,0,0,"",0,false
1000015,"",0,"",0,0,0,0,0,"",0,false
1000016,"",0,"",0,0,0,0,0,"",0,false
1000017,"",0,"",0,0,0,0,0,"",0,false
1000018,"",0,"",0,0,0,0,0,"",0,false
1000019,"",0,"",0,0,0,0,0,"",0,false
1000020,"",0,"",0,0,0,0,0,"",0,false
1000021,"",0,"",0,0,0,0,0,"",0,false
1000022,"",0,"",0,0,0,0,0,"",0,false
1000023,"",0,"",0,0,0,0,0,"",0,false
1000024,"",0,"",0,0,0,0,0,"",0,false
1000025,"",0,"",0,0,0,0,0,"",0,false
1000026,"",0,"",0,0,0,0,0,"",0,false
1000027,"",0,"",0,0,0,0,0,"",0,false
1000028,"",0,"",0,0,0,0,0,"",0,false
1000029,"",0,"",0,0,0,0,0,"",0,false
1000030,"",0,"",0,0,0,0,0,"",0,false
1000031,"",0,"",0,0,0,0,0,"",0,false
1000032,"",0,"",0,0,0,0,0,"",0,false
1000033,"",0,"",0,0,0,0,0,"",0,false
1000034,"",0,"",0,0,0,0,0,"",0,false
1000035,"",0,"",0,0,0,0,0,"",0,false
1000036,"",0,"",0,0,0,0,0,"",0,false
1000037,"",0,"",0,0,0,0,0,"",0,false
1000038,"",0,"",0,0,0,0,0,"",0,false
1000039,"",0,"",0,0,0,0,0,"",0,false
1000040,"",0,"",0,0,0,0,0,"",0,false
1000041,"",0,"",0,0,0,0,0,"",0,false
1000042,"",0,"",0,0,0,0,0,"",0,false
1000043,"",0,"",0,0,0,0,0,"",0,false
1000044,"",0,"",0,0,0,0,0,"",0,false
1000045,"",0,"",0,0,0,0,0,"",0,false
1000046,"",0,"",0,0,0,0,0,"",0,false
1000047,"",0,"",0,0,0,0,0,"",0,false
1000048,"",0,"",0,0,0,0,0,"",0,false
1000049,"",0,"",0,0,0,0,0,"",0,false
1000050,"",0,"",0,0,0,0,0,"",0,false
1000051,"",0,"",0,0,0,0,0,"",0,false
1000052,"",0,"",0,0,0,0,0,"",0,false
1000053,"",0,"",0,0,0,0,0,"",0,false
1000054,"",0,"",0,0,0,0,0,"",0,false
1000055,"",0,"",0,0,0,0,0,"",0,false
1000056,"",0,"",0,0,0,0,0,"",0,false
1000057,"",0,"",0,0,0,0,0,"",0,false
1000058,"",0,"",0,0,0,0,0,"",0,false
1000059,"",0,"",0,0,0,0,0,"",0,false
1000060,"",0,"",0,0,0,0,0,"",0,false
1000061,"",0,"",0,0,0,0,0,"",0,false
1000062,"",0,"",0,0,0,0,0,"",0,false
1000063,"Mog postier",0,"Mogs postiers",0,0,0,0,0,"",3,true
1000064,"",0,"",0,0,0,0,0,"",0,false
1000065,"",0,"",0,0,0,0,0,"",0,false
1000066,"",0,"",0,0,0,0,0,"",0,false
1000067,"",0,"",0,0,0,0,0,"",0,false
1000068,"",0,"",0,0,0,0,0,"",0,false
1000069,"",0,"",0,0,0,0,0,"",0,false
1000070,"",0,"",0,0,0,0,0,"",0,false
1000071,"",0,"",0,0,0,0,0,"",0,false
1000072,"",0,"",0,0,0,0,0,"",0,false
1000073,"",0,"",0,0,0,0,0,"",0,false
1000074,"",0,"",0,0,0,0,0,"",0,false
1000075,"",0,"",0,0,0,0,0,"",0,false
1000076,"",0,"",0,0,0,0,0,"",0,false
1000077,"",0,"",0,0,0,0,0,"",0,false
1000078,"",0,"",0,0,0,0,0,"",0,false
1000079,"",0,"",0,0,0,0,0,"",0,false
1000080,"",0,"",0,0,1,0,0,"",3,false
1000081,"",0,"",0,0,1,0,0,"",3,false
1000082,"",0,"",0,0,1,0,0,"",3,false
1000083,"",0,"",0,0,1,0,0,"",3,false
1000084,"",0,"",0,0,1,0,0,"",3,false
1000085,"",0,"",0,0,1,0,0,"",3,false
1000086,"",0,"",0,0,1,0,0,"",3,false
1000087,"",0,"",0,0,1,0,0,"",3,false
1000088,"",0,"",0,0,1,0,0,"",3,false
1000089,"",0,"",0,0,1,0,0,"",3,false
1000090,"",0,"",0,0,1,0,0,"",3,false
1000091,"",0,"",0,0,1,0,0,"",3,false
1000092,"",0,"",0,0,1,0,0,"",3,false
1000093,"",0,"",0,0,1,0,0,"",3,false
1000094,"",0,"",0,0,1,0,0,"",3,false
1000095,"",0,"",0,0,1,0,0,"",3,false
1000096,"",0,"",0,0,1,0,0,"",3,false
1000097,"",0,"",0,0,1,0,0,"",3,false
1000098,"",0,"",0,0,1,0,0,"",3,false
1000099,"",0,"",0,0,1,0,0,"",3,false
1000100,"Miounne",0,"Miounne",0,0,0,1,1,"Tavernière",3,true
1000101,"Gontrant",0,"Gontrant",0,0,0,0,1,"Mandant",3,true
1000102,"Antoinaut",0,"Antoinaut",0,1,0,0,1,"Aubergiste",3,true
1000103,"",0,"",0,0,0,0,0,"",0,false
1000104,"Gyles",0,"Gyles",0,0,0,0,1,"",5,false
1000105,"Tierney",0,"Tierney",0,0,0,1,1,"Mandante",3,true
1000106,"Lionnellais",0,"Lionnellais",0,0,0,0,1,"Billets d'aéronef",3,true
1000107,"Hida",0,"Hida",0,0,0,1,1,"",3,false
1000108,"",0,"",0,0,1,0,0,"",5,false
1000109,"agent d'accueil",0,"agents d'accueil",0,1,0,1,0,"",3,true
1000110,"",0,"",0,0,1,0,0,"",5,false
1000111,"",0,"",0,0,1,0,0,"",5,false
1000112,"",0,"",0,0,1,0,0,"",5,false
1000113,"",0,"",0,0,1,0,0,"SHOP",5,false
1000114,"",0,"",0,0,1,0,0,"",5,false
1000115,"",0,"",0,0,1,0,0,"",5,false
1000116,"",0,"",0,0,1,0,0,"",5,false
1000117,"",0,"",0,0,1,0,0,"",5,false
1000118,"",0,"",0,0,1,0,0,"",5,false
1000119,"",0,"",0,0,1,0,0,"",5,false
1000120,"",0,"",0,0,1,0,0,"",5,false
1000121,"",0,"",0,0,1,0,0,"",5,false
1000122,"Honoraint",0,"Honoraint",0,1,0,0,1,"",3,false
1000123,"Bertennant",0,"Bertennant",0,0,0,0,1,"Vigile sombre",3,false
1000124,"",0,"",0,0,1,0,0,"",5,false
1000125,"Gairhard",0,"Gairhard",0,0,0,0,1,"",3,false
1000126,"",0,"",0,0,1,0,0,"",5,false
1000127,"Ulta",0,"Ulta",0,1,0,0,1,"Vigile sombre",3,false
1000128,"Chamberlain",0,"Chamberlain",0,0,0,0,1,"Garde",3,true
1000129,"Solyeux",0,"Solyeux",0,0,0,0,1,"",3,false
1000130,"",0,"",0,0,1,0,0,"",5,false
1000131,"",0,"",0,0,1,0,0,"",5,false
1000132,"",0,"",0,0,1,0,0,"",5,false
1000133,"",0,"",0,0,1,0,0,"",5,false
1000134,"Estrelaint",0,"Estrelaint",0,1,0,0,1,"",3,false
1000135,"",0,"",0,0,1,0,0,"",5,false
1000136,"Cingur",0,"Cingur",0,0,0,0,1,"Palefrenier",3,true
1000137,"",0,"",0,0,1,0,0,"",5,false
1000138,"",0,"",0,0,1,0,0,"",5,false
1000139,"Adalhard",0,"Adalhard",0,1,0,0,1,"",3,false
1000140,"Pfarahr",0,"Pfarahr",0,0,0,0,1,"",3,false
1000141,"Memama",0,"Memama",0,0,0,1,1,"",3,false
1000142,"",0,"",0,0,1,0,0,"",5,false
1000143,"",0,"",0,0,1,0,0,"",5,false
1000144,"",0,"",0,0,1,0,0,"",5,false
1000145,"",0,"",0,0,1,0,0,"",5,false
1000146,"Bernadette",0,"Bernadette",0,0,0,1,1,"",3,false
1000147,"",0,"",0,0,1,0,0,"",5,false
1000148,"Corgg",0,"Corgg",0,0,0,0,1,"Réception de la guilde",3,false
1000149,"Mera Pamera",0,"Mera Pamera",0,0,0,0,1,"",3,false
1000150,"",0,"",0,0,1,0,0,"",5,false
1000151,"",0,"",0,0,1,0,0,"",5,false
1000152,"",0,"",0,0,1,0,0,"",5,false
1000153,"Beatin",0,"Beatin",0,0,0,0,1,"Maître de guilde",3,true
1000154,"Hartford",0,"Hartford",0,0,0,0,1,"",3,false
1000155,"",0,"",0,0,1,0,0,"",5,false
1000156,"Aedan",0,"Aedan",0,1,0,0,1,"Vigile sombre",3,false
1000157,"",0,"",0,0,1,0,0,"",5,false
1000158,"",0,"",0,0,1,0,0,"",5,false
1000159,"Nicia",0,"Nicia",0,0,0,1,1,"Vigile sombre",3,true
1000160,"",0,"",0,0,1,0,0,"",5,false
1000161,"Aunillie",0,"Aunillie",0,1,0,1,1,"",3,false
1000162,"Nicoliaux",0,"Nicoliaux",0,0,0,0,1,"",3,false
1000163,"",0,"",0,0,1,0,0,"",5,false
1000164,"",0,"",0,0,1,0,0,"",5,false
1000165,"officier de la logistique",0,"officiers de la logistique",0,1,0,1,0,"Compagnies libres",3,true
1000166,"",0,"",0,0,1,0,0,"",3,false
1000167,"",0,"",0,0,1,0,0,"",3,false
1000168,"Vorsaile Heuloix",0,"Vorsaile Heuloix",0,0,0,0,1,"Colonel du serpent",3,true
1000169,"",0,"",0,0,1,0,0,"",5,false
1000170,"Camillain",0,"Camillain",0,0,0,0,1,"",3,false
1000171,"Franchemontiaux",0,"Franchemontiaux",0,0,0,0,1,"Vigile sombre",3,true
1000172,"Paulemont",0,"Paulemont",0,0,0,0,1,"Vigile sombre",3,false
