Index,0 [0x0][0x0]
0,""
10000,"Une erreur s'est produite."
10001,"Une erreur s'est produite."
10002,"Une erreur s'est produite."
10003,"Une erreur s'est produite. (<value>)"
10004,"Une erreur s'est produite. (<value>)"
10005,"Une erreur s'est produite. (<value>)"
10006,"Une erreur s'est produite. (<value>)"
11000,"La mise à jour de FINAL FANTASY XIV a échoué."
11001,"La vérification de la version de FINAL FANTASY XIV a échoué."
11002,"L'acquisition des données de mise à jour de FINAL FANTASY XIV a échoué."
11003,"Un problème est survenu pendant la vérification de la version de FINAL FANTASY XIV."
11004,"Un problème est survenu pendant la vérification de la version de FINAL FANTASY XIV."
11005,"Aucune donnée de mise à jour de FINAL FANTASY XIV n'a été trouvée."
11006,"Un problème est survenu pendant la vérification de la version de FINAL FANTASY XIV."
11007,"Un problème est survenu pendant la vérification de la version de FINAL FANTASY XIV."
11008,"Un problème est survenu pendant la vérification de la version de FINAL FANTASY XIV."
11009,"Un problème est survenu pendant la vérification de la version de FINAL FANTASY XIV."
11010,"Aucune donnée de mise à jour de FINAL FANTASY XIV n'a été trouvée."
11011,"Un problème est survenu pendant la vérification de la version de FINAL FANTASY XIV."
11012,"Un problème est survenu pendant la vérification de la version de FINAL FANTASY XIV."
11013,"Le disque dur sur lequel se trouve le dossier Mes documents doit être formaté NTFS."
11014,"La vérification de la version a échoué."
11015,"Le téléchargement des données de mise à jour a échoué."
11016,"L'ouverture du port désigné pour l'attribution du port UPnP a échoué."
11017,"Le dossier de destination des données de mise à jour n'a pas pu être créé."
11018,"L'accès aux données a échoué durant la vérification de la version."
11019,"L'accès aux données a échoué durant le téléchargement."
11020,"L'accès aux données a échoué durant la mise à jour."
11021,"L'accès au serveur de vérification de la version a échoué. Veuillez vérifier vos paramètres DNS."
11022,"La mise à jour de plusieurs données à échoué. Le fichier de destination est endommagé."
11023,"L'accès au serveur de vérification de la version a échoué."
11024,"Le délai alloué à la vérification de la version est écoulé. Veuillez réessayer plus tard."
11025,"Le serveur est actuellement encombré. Veuillez réessayer plus tard."
11026,"La période de test bêta de FINAL FANTASY XIV est terminée."
11027,"La période de test bêta de FINAL FANTASY XIV est terminée."
11028,"La mise à jour a échoué. Veuillez réinstaller la dernière version du client."
11029,"L'accès au serveur a échoué. Veuillez fermer puis relancer FINAL FANTASY XIV."
11030,"Le délai alloué au téléchargement des données est écoulé. Veuillez fermer puis relancer FINAL FANTASY XIV."
11031,"L'espace est insuffisant pour les données de mise à jour. Le disque <value> doit disposer d'au moins <value> <switch:octets/Ko/Mo/Go> d'espace libre."
11032,"L'espace est insuffisant pour le téléchargement des données de mise à jour. Le disque de destination doit disposer d'au moins <value> <switch:octets/Ko/Mo/Go> d'espace libre."
11033,"L'espace est insuffisant pour l'installation des données de mise à jour. Le disque de destination doit disposer d'au moins <value> <switch:octets/Ko/Mo/Go> d'espace libre."
