Index,0 [0x3][0x16],1 [0x2][0x17],2 [0x2][0x18],3 [0x5][0x14],4 [0x0][0x0],5 [0x1][0x19],6 [0x0][0x4],7 [0x1][0x1a],8 [0x0][0x8],9 [0x1][0x1b],10 [0x9][0xc],11 [0x6][0x10],12 [0x19][0x1c],13 [0x1a][0x1c]
0,0,0,0,0,"",false,"",false,"",false,0.0,0,false,false
1,0,1,0,0,"",false,"",false,"",false,0.0,0,false,false
2,0,0,-1,0,"",false,"",false,"",false,0.0,0,false,false
3,0,1,-1,0,"",false,"",false,"",false,0.0,0,false,false
4,0,0,-1,0,"",false,"",false,"",false,0.0,0,false,false
5,0,1,-1,0,"",false,"",false,"",false,0.0,0,false,false
6,0,-1,-1,936,"",false,"",false,"",false,0.0,0,false,false
7,0,-1,-1,983,"",false,"",false,"",false,0.0,0,false,false
8,0,0,-1,0,"",false,"",false,"",false,0.0,0,false,false
9,0,1,-1,0,"",false,"",false,"",false,0.0,0,false,false
10,0,0,-1,0,"",false,"",false,"",false,0.0,0,false,false
11,0,1,-1,0,"",false,"",false,"",false,0.0,0,false,false
12,0,0,-1,0,"",false,"",false,"",false,0.0,0,false,false
13,0,1,-1,0,"",false,"",false,"",false,0.0,0,false,false
14,0,1,0,0,"",false,"",false,"",false,0.0,0,false,false
15,0,0,1,0,"",false,"",false,"",false,0.0,0,false,false
16,0,0,0,0,"",false,"",false,"",false,0.0,0,false,false
17,0,1,1,0,"atr_parts_wing",true,"",false,"",false,0.0,0,false,false
18,0,1,1,0,"atr_parts_wing",false,"",false,"",false,0.0,0,false,false
19,0,1,0,0,"atr_parts_wing",false,"",false,"",false,0.0,0,false,false
20,0,0,0,0,"atr_parts_wing",false,"",false,"",false,0.0,0,false,false
21,0,0,-1,0,"",false,"",false,"",false,0.0,0,false,false
22,0,1,-1,0,"",false,"",false,"",false,0.0,0,false,false
23,0,2,-1,0,"",false,"",false,"",false,0.0,0,false,false
24,0,1,-1,210,"",false,"",false,"",false,0.0,0,false,false
25,0,1,-1,210,"",false,"",false,"",false,0.0,0,false,false
26,0,0,-1,0,"atr_parts_first",true,"atr_parts_second",true,"atr_parts_third",true,0.0,0,false,false
27,0,0,-1,0,"atr_parts_first",false,"atr_parts_second",true,"atr_parts_third",true,0.0,0,false,false
28,0,0,-1,0,"atr_parts_first",false,"atr_parts_second",false,"atr_parts_third",true,0.0,0,false,false
29,0,0,-1,0,"atr_parts_first",false,"atr_parts_second",false,"atr_parts_third",false,0.0,0,false,false
30,0,0,-1,0,"atr_parts_first",true,"atr_parts_second",true,"atr_parts_third",true,0.0,0,false,false
31,0,0,-1,0,"atr_parts_first",false,"atr_parts_second",true,"atr_parts_third",true,0.0,0,false,false
32,0,0,-1,0,"atr_parts_first",false,"atr_parts_second",false,"atr_parts_third",true,0.0,0,false,false
33,0,0,-1,0,"atr_parts_first",false,"atr_parts_second",false,"atr_parts_third",false,0.0,0,false,false
34,0,0,-1,0,"atr_parts_missile",true,"",false,"",false,0.0,0,false,false
35,0,0,-1,0,"atr_parts_missile",false,"",false,"",false,0.0,0,false,false
36,0,0,-1,0,"",false,"",false,"",false,0.0,0,false,false
37,0,1,-1,0,"",false,"",false,"",false,0.0,0,false,false
38,0,2,-1,0,"",false,"",false,"",false,0.0,0,false,false
39,0,0,-1,0,"",false,"",false,"",false,0.0,2549,false,false
40,0,-1,-1,0,"",false,"",false,"",false,0.0,2550,false,false
41,0,0,-1,0,"atr_parts_breast",true,"atr_parts_arm",true,"atr_parts_masekikun",true,0.0,0,false,false
42,0,0,-1,0,"atr_parts_breast",false,"atr_parts_arm",true,"atr_parts_masekikun",true,0.0,0,false,false
43,0,0,-1,0,"atr_parts_breast",false,"atr_parts_arm",false,"atr_parts_masekikun",true,0.0,0,false,false
44,0,0,-1,0,"atr_parts_breast",false,"atr_parts_arm",false,"atr_parts_masekikun",false,0.0,0,false,false
45,0,0,-1,210,"",false,"",false,"",false,0.0,0,false,false
46,0,0,-1,210,"",false,"",false,"",false,0.0,0,false,false
47,0,0,-1,211,"",false,"",false,"",false,0.0,0,false,false
48,2,-1,-1,0,"",false,"",false,"",false,0.73,0,false,false
49,0,-1,-1,0,"",false,"",false,"",false,0.0,0,false,false
50,0,-1,-1,0,"",false,"",false,"",false,2.0,0,false,false
51,0,-1,-1,0,"",false,"",false,"",false,3.0,0,false,false
52,0,-1,-1,0,"",false,"",false,"",false,4.0,0,false,false
53,0,1,-1,0,"",false,"",false,"",false,0.0,2550,false,false
54,0,2,-1,0,"",false,"",false,"",false,0.0,2550,false,false
55,0,0,-1,210,"",false,"",false,"",false,0.0,0,false,false
56,0,-1,-1,0,"atr_parts_heart",false,"",false,"",false,0.0,0,false,false
57,0,0,-1,0,"",false,"",false,"",false,0.0,0,false,false
58,0,1,-1,0,"",false,"",false,"",false,0.0,0,false,false
59,0,2,-1,0,"",false,"",false,"",false,0.0,0,false,false
60,0,-1,-1,0,"",false,"",false,"",false,1.5,0,false,false
61,0,-1,-1,0,"",false,"",false,"",false,2.0,0,false,false
62,0,-1,-1,0,"",false,"",false,"",false,2.5,0,false,false
63,0,-1,-1,0,"",false,"",false,"",false,3.0,0,false,false
64,0,1,0,0,"",false,"",false,"",false,0.0,0,false,false
65,0,2,0,0,"",false,"",false,"",false,0.0,0,false,false
66,0,3,0,0,"",false,"",false,"",false,0.0,0,false,false
67,0,-1,-1,0,"atr_parts_hara",true,"",false,"",false,0.0,0,false,false
68,0,-1,-1,210,"",false,"",false,"",false,0.0,0,false,false
69,0,-1,-1,211,"",false,"",false,"",false,0.0,0,false,false
70,0,1,0,0,"",false,"",false,"",false,1.5,0,false,false
71,0,1,0,0,"",false,"",false,"",false,2.0,0,false,false
72,0,1,0,0,"",false,"",false,"",false,2.5,0,false,false
73,0,1,0,0,"",false,"",false,"",false,3.0,0,false,false
74,0,0,-1,0,"atr_parts_breast",false,"atr_parts_a",false,"atr_parts_b",false,0.0,0,false,false
75,0,1,-1,0,"atr_parts_breast",false,"atr_parts_a",true,"atr_parts_b",false,0.0,0,false,false
76,0,2,-1,0,"atr_parts_breast",false,"atr_parts_a",false,"atr_parts_b",true,0.0,0,false,false
77,0,-1,-1,0,"atr_parts_hara",false,"",false,"",false,0.0,0,false,false
78,1,-1,-1,0,"",false,"",false,"",false,1.25,0,false,false
79,1,-1,-1,0,"",false,"",false,"",false,1.5,0,false,false
80,1,-1,-1,0,"",false,"",false,"",false,1.75,0,false,false
81,1,-1,-1,0,"",false,"",false,"",false,2.7,0,false,false
82,0,1,0,3305,"",false,"",false,"",false,0.0,0,false,false
83,0,-1,-1,0,"",false,"",false,"",false,1.0,0,false,false
84,0,0,-1,210,"atr_parts_sword",true,"atr_parts_bow",false,"atr_parts_wand",false,0.0,0,false,false
85,0,0,-1,3604,"atr_parts_sword",false,"atr_parts_bow",true,"atr_parts_wand",false,0.0,0,false,false
86,0,0,-1,211,"atr_parts_sword",false,"atr_parts_bow",false,"atr_parts_wand",true,0.0,0,false,false
87,0,0,-1,0,"atr_parts_sword",false,"atr_parts_bow",false,"atr_parts_wand",false,0.0,0,false,false
88,0,0,1,0,"",false,"",false,"",false,0.0,0,false,false
89,0,1,0,210,"",false,"",false,"",false,0.0,0,false,false
90,0,-1,-1,34,"",false,"",false,"",false,0.0,0,false,false
91,0,0,-1,0,"atr_parts_a",false,"atr_parts_b",false,"atr_parts_c",false,0.0,0,false,false
92,0,-1,-1,212,"",false,"",false,"",false,0.0,0,false,false
93,0,0,-1,0,"atr_parts_a",true,"atr_parts_b",true,"atr_parts_c",true,0.0,0,false,false
94,0,0,-1,0,"atr_parts_a",true,"atr_parts_b",false,"atr_parts_c",false,0.0,0,false,false
95,0,0,-1,0,"atr_parts_a",false,"atr_parts_b",false,"atr_parts_c",true,0.0,0,false,false
96,0,0,-1,0,"atr_parts_a",false,"atr_parts_b",true,"atr_parts_c",false,0.0,0,false,false
97,0,0,-1,0,"atr_parts_a",true,"atr_parts_b",true,"atr_parts_c",false,0.0,0,false,false
98,0,0,-1,0,"atr_parts_a",true,"atr_parts_b",false,"atr_parts_c",true,0.0,0,false,false
99,0,0,-1,0,"atr_parts_a",false,"atr_parts_b",true,"atr_parts_c",true,0.0,0,false,false
100,0,0,-1,0,"",false,"",false,"",false,0.0,0,false,false
101,0,0,0,0,"atr_parts_a",true,"atr_parts_b",false,"",false,0.0,0,false,false
102,0,1,0,0,"atr_parts_a",true,"atr_parts_b",false,"",false,0.0,0,false,false
103,0,1,0,210,"atr_parts_a",true,"atr_parts_b",false,"",false,0.0,0,false,false
104,0,1,1,34,"atr_parts_a",false,"atr_parts_b",true,"",false,0.0,0,false,false
105,0,-1,-1,3305,"",false,"",false,"",false,0.0,0,false,false
106,1,-1,-1,210,"",false,"",false,"",false,0.0,0,false,false
107,1,0,0,0,"",false,"",false,"",false,0.0,0,false,false
108,0,-1,1,65535,"",false,"",false,"",false,0.0,0,false,false
109,0,-1,0,65535,"",false,"",false,"",false,0.0,0,false,false
110,1,1,-1,210,"",false,"",false,"",false,0.0,0,false,false
111,1,0,-1,0,"",false,"",false,"",false,0.0,0,false,false
112,0,-1,-1,4394,"",false,"",false,"",false,0.0,0,false,false
113,0,-1,-1,4420,"",false,"",false,"",false,0.0,0,false,false
114,0,-1,-1,0,"",false,"",false,"",false,0.25,0,false,false
115,0,-1,-1,4431,"",false,"",false,"",false,0.0,4431,false,false
116,0,-1,-1,4432,"",false,"",false,"",false,0.0,4432,false,false
117,1,1,-1,65535,"",false,"",false,"",false,0.0,0,false,false
118,0,-1,-1,979,"",false,"",false,"",false,0.0,0,false,false
119,0,-1,-1,820,"",false,"",false,"",false,0.0,0,false,false
120,0,-1,-1,0,"atr_parts_head_l",false,"atr_parts_head_r",false,"",false,0.0,0,false,false
121,0,-1,-1,0,"",false,"",false,"",false,0.0,0,true,true
122,0,-1,-1,210,"",false,"",false,"",false,0.0,0,true,true
123,0,-1,-1,985,"",false,"",false,"",false,0.0,0,false,false
124,2,-1,-1,0,"",false,"",false,"",false,1.0,0,false,false
125,0,-1,-1,0,"",false,"",false,"",false,0.0,0,false,false
126,0,-1,-1,3604,"",false,"",false,"",false,0.0,0,false,false
127,0,-1,-1,0,"atr_parts_head_l",true,"atr_parts_head_r",false,"",false,0.0,0,false,false
128,1,-1,-1,0,"atr_parts_head_l",true,"atr_parts_head_r",true,"",false,0.0,0,false,false
129,1,0,-1,65535,"",false,"",false,"",false,0.0,0,false,false
130,0,0,-1,210,"",false,"",false,"",false,0.0,0,false,false
131,0,-1,-1,0,"",false,"",false,"",false,0.0,0,false,false
