0,"TEXT_JOBREL015_00361_SEQ_00","Gerolt va devoir s'activer \xc3\xa0 la forge et cette nouvelle est loin de le ravir."
1,"TEXT_JOBREL015_00361_SEQ_01","Gerolt dispose d\xc3\xa9sormais de tous les mat\xc3\xa9riaux n\xc3\xa9cessaires pour forger une arme du zodiaque, ou plut\xc3\xb4t la coquille vide d'une arme du zodiaque. En effet, tant que celle-ci n'aura pas \xc3\xa9t\xc3\xa9 impr\xc3\xa9gn\xc3\xa9e d'une \xc3\xa2me, elle ne pourra pas atteindre son vrai potentiel. Pour ce faire, l'armurier a besoin d'une mat\xc3\xa9ria extr\xc3\xaamement puissante et Mutamix est apparemment le seul capable de mat\xc3\xa9rialiser votre arme antique nexus. Allez aux Fumerolles et demandez au Gobelin de vous aider."
2,"TEXT_JOBREL015_00361_SEQ_02","Vous avez parl\xc3\xa9 \xc3\xa0 Mutamix. Apr\xc3\xa8s vous avoir averti\x02\x08\x08\xe9\x05\xff\x02e\xff\x01\x03 des dangers que vous encourriez, le Gobelin a gentiment accept\xc3\xa9 de vous aider. Retournez au Moulin des bois et portez la bonne nouvelle \xc3\xa0 Gerolt."
3,"TEXT_JOBREL015_00361_SEQ_03","Vous avez fait votre rapport \xc3\xa0 Gerolt. Si tout se passe comme pr\xc3\xa9vu, vous serez bient\xc3\xb4t l'heureu\x02\x08\n\xe9\x05\xff\x03se\xff\x02x\x03 d\xc3\xa9tent\x02\x08\x0e\xe9\x05\xff\x05rice\xff\x04eur\x03 d'une arme du zodiaque. Allez parler \xc3\xa0 Jalzahn et dites-lui que son r\xc3\xaave est sur le point de se r\xc3\xa9aliser."
4,"TEXT_JOBREL015_00361_SEQ_04",
5,"TEXT_JOBREL015_00361_SEQ_05",
6,"TEXT_JOBREL015_00361_SEQ_06",
7,"TEXT_JOBREL015_00361_SEQ_07",
8,"TEXT_JOBREL015_00361_SEQ_08",
9,"TEXT_JOBREL015_00361_SEQ_09",
10,"TEXT_JOBREL015_00361_SEQ_10",
11,"TEXT_JOBREL015_00361_SEQ_11",
12,"TEXT_JOBREL015_00361_SEQ_12",
13,"TEXT_JOBREL015_00361_SEQ_13",
14,"TEXT_JOBREL015_00361_SEQ_14",
15,"TEXT_JOBREL015_00361_SEQ_15",
16,"TEXT_JOBREL015_00361_SEQ_16",
17,"TEXT_JOBREL015_00361_SEQ_17",
18,"TEXT_JOBREL015_00361_SEQ_18",
19,"TEXT_JOBREL015_00361_SEQ_19",
20,"TEXT_JOBREL015_00361_SEQ_20",
21,"TEXT_JOBREL015_00361_SEQ_21",
22,"TEXT_JOBREL015_00361_SEQ_22",
23,"TEXT_JOBREL015_00361_SEQ_23",
24,"TEXT_JOBREL015_00361_TODO_00","Parler \xc3\xa0 Mutamix, aux Fumerolles"
25,"TEXT_JOBREL015_00361_TODO_01","Parler \xc3\xa0 Gerolt, au Moulin des bois"
26,"TEXT_JOBREL015_00361_TODO_02",
27,"TEXT_JOBREL015_00361_TODO_03",
28,"TEXT_JOBREL015_00361_TODO_04",
29,"TEXT_JOBREL015_00361_TODO_05",
30,"TEXT_JOBREL015_00361_TODO_06",
31,"TEXT_JOBREL015_00361_TODO_07",
32,"TEXT_JOBREL015_00361_TODO_08",
33,"TEXT_JOBREL015_00361_TODO_09",
34,"TEXT_JOBREL015_00361_TODO_10",
35,"TEXT_JOBREL015_00361_TODO_11",
36,"TEXT_JOBREL015_00361_TODO_12",
37,"TEXT_JOBREL015_00361_TODO_13",
38,"TEXT_JOBREL015_00361_TODO_14",
39,"TEXT_JOBREL015_00361_TODO_15",
40,"TEXT_JOBREL015_00361_TODO_16",
41,"TEXT_JOBREL015_00361_TODO_17",
42,"TEXT_JOBREL015_00361_TODO_18",
43,"TEXT_JOBREL015_00361_TODO_19",
44,"TEXT_JOBREL015_00361_TODO_20",
45,"TEXT_JOBREL015_00361_TODO_21",
46,"TEXT_JOBREL015_00361_TODO_22",
47,"TEXT_JOBREL015_00361_TODO_23",
48,"TEXT_JOBREL015_00361_GEROLT_000_000","Nom d'une bouse de chocobo\x02\x1d\x01\x03! Me dis pas qu't'as d\xc3\xa9j\xc3\xa0 rassembl\xc3\xa9 tous les trucs que je t'ai demand\xc3\xa9s\x02\x1d\x01\x03?"
49,"TEXT_JOBREL015_00361_JALZAHN_000_001","Ai-je bien entendu\x02\x1d\x01\x03? Vous avez vraiment r\xc3\xa9ussi \xc3\xa0 vous procurer tous les mat\xc3\xa9riaux pour forger notre arme du zodiaque\x02\x1d\x01\x03!? C... C'est formidable\x02\x1d\x01\x03! Oh l\xc3\xa0 l\xc3\xa0... Mon r\xc3\xaave va devenir r\xc3\xa9alit\xc3\xa9\x02\x1d\x01\x03! Vite, ne perdons pas un instant et mettons-nous \xc3\xa0 l'ouvrage\x02\x1d\x01\x03!"
50,"TEXT_JOBREL015_00361_GEROLT_000_002","Eh oh, doucement papy\x02\x1d\x01\x03! J'sais que t'as la m\xc3\xa9moire qui flanche, mais j'ai dit la derni\xc3\xa8re fois qu'ces objets serviraient juste \xc3\xa0 fabriquer un \xe2\x80\x9cr\xc3\xa9ceptacle\xe2\x80\x9d."
51,"TEXT_JOBREL015_00361_GEROLT_000_003","Pour conf\xc3\xa9rer une \xc3\xa2me \xc3\xa0 notre arme, y va falloir utiliser une mat\xc3\xa9ria sp\xc3\xa9ciale."
52,"TEXT_JOBREL015_00361_JALZAHN_000_004","Je vois... Et comment comptez-vous vous y prendre pour la fabriquer\x02\x1d\x01\x03? Si vous n'avez pas d'id\xc3\xa9e, je sugg\xc3\xa8re que nous r\xc3\xa9unissions \xc3\xa0 nouveau des \xc3\xa2tma. Avec dix cristaux de chaque type, nous devrions pouvoir rassembler l'\xc3\xa9nergie suffisante\x02\x1d\x01\x03!"
53,"TEXT_JOBREL015_00361_GEROLT_000_005","Cent-vingt \xc3\xa2tma... Ouais, \xc3\xa7a pourrait marcher."
54,"TEXT_JOBREL015_00361_GEROLT_000_006","Toutefois, j'crois que j'ai une meilleure solution\x02\x1d\x01\x03: y suffit de transformer l'arme antique de \x02,\r\xff\x07\x02)\x03\xeb\x02\x03\xff\x02 \x02\x03 en mat\xc3\xa9ria et d'la fixer sur le nouveau support."
55,"TEXT_JOBREL015_00361_GEROLT_000_007","Le probl\xc3\xa8me, c'est qu'la mat\xc3\xa9rialisation est extr\xc3\xaamement compliqu\xc3\xa9e et seul un v\xc3\xa9ritable ma\xc3\xaetre est capable d'une telle prouesse.\x02\x10\x01\x03\x02\x10\x01\x03\x02\x10\x01\x03Par chance, le plus grand expert en la mati\xc3\xa8re s'trouve actuellement en \xc3\x89orz\xc3\xa9a."
56,"TEXT_JOBREL015_00361_JALZAHN_000_008","... Mutamix Bubblypots\x02\x1d\x01\x03!"
57,"TEXT_JOBREL015_00361_JALZAHN_000_009",bx02,\r\xff\x07\x02)\x03\xeb\x02\x03\xff\x02 \x02\x03\x02\x1d\x01\x03! Vous devez lui demander son aide\x02\x1d\x01\x03! Ce Gobelin est notre seule chance\x02\x1d\x01\x03! Je vous en supplie, faites tout votre possible pour le convaincre, quitte \xc3\xa0 lui donner mille \xc3\xa2tma s'il le faut\x02\x1d\x01\x03!"
58,"TEXT_JOBREL015_00361_JALZAHN_000_020","Nous y sommes presque, \x02,\r\xff\x07\x02)\x03\xeb\x02\x03\xff\x02 \x02\x03... Encore un petit effort et nous pourrons faire rena\xc3\xaetre les l\xc3\xa9gendaires armes du zodiaque\x02\x1d\x01\x03!"
