#,Name,Description,ExpFactor,ExpReward,GilReward,LeveRewardItem,JournalGenre,LevelLevemete,LevelStart,LeveClient,LeveAssignmentType,Town,PlaceNameStart,PlaceNameIssued,PlaceNameStartZone,IconCityState,DataId,IconIssuer,ClassJobLevel,FishingSpot,BGM,Unknown1,TimeLimit,AllowanceCost,Unknown2,ClassJobCategory,MaxDifficulty,LeveVfx,LeveVfxFrame,CanCancel,LockedLeve
0,,,1,0,0,0,0,0,0,0,0,0,0,0,1,20011,0,0,0,0,14,0,0,1,0,0,0,0,0,True,True
1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
14,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
15,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
16,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
17,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
18,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
19,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
20,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
21,In guter Ge­sell­schaft,"Da die Bruderschaft der Morgenviper schon bald einen Zustrom an neuen Rekruten erwartet, hat die Staatliche Ge­sell­schaft eine große Bestellung von Harpunen beim Handelshaus „Schwarzer Hase“ aufgegeben. Um diesen Bedarf zu stillen, sind gewillte Handwerker aufgerufen, ihre Talente zur Verfügung zu stellen.",1,1330,113,2,270,2257767,0,9,5,2,39,39,39,80012,917649,110007,1,0,14,6,0,1,0,9,0,18,5,True,True
22,Feldscherer,"Jeder Einheit der Bruderschaft der Morgenviper wird mindestens ein Druide zugeteilt, um verletzte Soldaten möglichst vor Ort versorgen zu können. Die in Ausbildung befindlichen Heiler werden von Grund auf neu ausgerüstet, wozu auch ein Paar Holzschuhe gehören. Diese wollen wir nun von freischaffenden Zimmerleuten ankaufen.",1,1690,113,2,270,2257767,0,9,5,2,39,39,39,80012,917650,110007,1,0,14,6,0,1,0,9,0,18,5,True,True
23,Aufnahmegeschenke,"Wenn Rekruten des Klageregiments ihr grundlegendes Training abschließen, erhalten sie ein paar Holzschuhe als symbolisches Geschenk für ihre Verbundenheit mit dem Wald. Im Laufe der nächsten Sonnen stehen größere Zeremonien an, daher sucht die Gilde der Pikeniere nach fähigen Handwerkern, um genügend Schuhwerk zu produzieren.",1,630,112,2,270,2648092,0,19,5,2,90,90,54,80012,917651,110010,1,0,14,6,0,1,0,9,0,19,5,True,True
24,Verbrannte Bögen,"Zahlreiche Kisten voller Kurzbögen in einem Lager des Klageregiments sind kürzlich einem Feuer zum Opfer gefallen. Um die Bestände wiederaufzufüllen, bittet die Gilde talentierte Zimmerer um Unterstützung bei der Herstellung.",1,1160,112,3,270,2648092,0,19,5,2,90,90,54,80012,917655,110010,1,0,14,6,0,1,0,9,0,18,5,True,True
25,Luftabwehr,"Die hinterhältigen Ixal greifen oft aus der Luft an. Von ihren Kriegsballons aus haben sie eine überlegene Schussposition und lassen Pfeile auf die Köpfe unserer Soldaten regnen. Um uns besser gegen diese Luftangriffe zu verteidigen, brauchen wir neue Holzschilde, die wir von Zimmerleuten ankaufen.",1,1690,113,3,270,2648092,0,19,5,2,90,90,54,80012,917656,110010,1,0,14,6,0,1,0,9,0,18,5,True,True
26,Harfenspiel,"Die Männer Gridanias sind fasziniert von einer Gruppe reisender Barden, die sich „Die Homunkuli“ nennen und mit ihren Harfen in die Herzen der Frauen spielen. Das Handelshaus „Schwarzer Hase“ wittert ein gutes Geschäft und möchte günstige Harfen für jedermann produzieren. Dafür wird zunächst Ahornbauholz von fähigen Handwerkern gesucht.",1,630,113,3,270,2257767,0,9,5,2,39,39,39,80012,917657,110007,1,0,14,6,0,1,0,9,0,19,5,True,True
27,Neue Schützen braucht der Wald,"Da die Bruderschaft der Morgenviper schon bald einen Zustrom an neuen Rekruten erwartet, hat die Staatliche Ge­sell­schaft eine große Bestellung von Bögen beim Handelshaus „Schwarzer Hase“ aufgegeben. Um diesen Bedarf zu stillen, sind gewillte Handwerker aufgerufen, ihre Talente zur Verfügung zu stellen.",1,4110,140,4,270,2257767,0,9,5,2,39,39,39,80012,917652,110007,5,0,14,6,0,1,0,9,0,18,5,True,True
28,Schildwall,"Für den erwarteten Zustrom an neuen Rekruten hat die Bruderschaft der Morgenviper dem Handelshaus „Schwarzer Hase“ einen Großauftrag an Schilden erteilt. Um diesen Bedarf zu stillen, sind gewillte Handwerker aufgerufen, ihre Talente zur Verfügung zu stellen.",1,6840,168,4,270,2257767,0,9,5,2,39,39,39,80012,917653,110007,5,0,14,6,0,1,0,9,0,18,5,True,True
29,Speere und Magie,"Das Klageregiment hat es sich zur Tradition gemacht, neue Rekruten in der Magie der Druiden zu unterweisen, damit sie auf jede Art von Gefahr flexibel reagieren können. Um diese Ausbildung zu unterstützen, benötigt die Gilde eine große Anzahl an Druidenwaffen und bittet talentierte Handwerker um Mithilfe bei der Herstellung.",1,2790,139,4,270,2648092,0,19,5,2,90,90,54,80012,917654,110010,5,0,14,6,0,1,0,9,0,19,5,True,True
30,Deserteure,"Zahlreiche neue Rekruten am Stubben stehen die harte Ausbildung nicht durch und desertieren. Die meisten von ihnen denken jedoch nicht im Traum daran, ihre Ausrüstung zurückzulassen, wodurch es zu Engpässen kommt. Das Klageregiment ist daher immer am Ankauf von gut gearbeiteten Speeren interessiert.",1,5220,140,5,270,2648092,0,19,5,2,90,90,54,80012,917658,110010,5,0,14,6,0,1,0,9,0,18,5,True,True
31,Holzschwerter,"Die meisten Ixal verwenden im Nahkampf Schwerter. Das bedeutet, angehende Pikeniere müssen lernen, wie sie sich mit ihren Speeren gegen die flinken Schwerthiebe verteidigen können. Beim Training werden Holzschwerter verwendet, die wir von fähigen Zimmerleuten anfertigen lassen möchten.",1,2490,170,5,270,2648092,0,19,5,2,90,90,54,80012,917659,110010,5,0,14,6,0,1,0,9,0,18,5,True,True
32,Druidenpflichten,"Die Gilde der Druiden bietet Kindern im Alter von sechs bis neun an, sich in den Sommerferien in der Magie der Druiden zu üben. Deren Eltern sind daher auf der Suche nach günstigen Stöcken. Um diese Nachfrage zu decken, bittet das Handelshaus „Schwarzer Hase“ Handwerker um Mithilfe bei der Anfertigung von Druidenwaffen.",1,3600,139,5,270,2257767,0,9,5,2,39,39,39,80012,917660,110007,5,0,14,6,0,1,0,9,0,19,5,True,True
33,Druiden-Explosion,"Die Mitgliederzahlen der Druidengilde explodieren. Es gibt so viele Neuzugänge, dass der Nachschub an preisgünstigen magischen Waffen knapp wird. Das Handelshaus „Schwarzer Hase“ hat die Notlage erkannt und sucht dringend nach fähigen Handwerkern, die neue Druidenwaffen herstellen, damit das Geschäft nicht zum Erliegen kommt.",1,4280,170,6,270,2257767,0,9,5,2,39,39,39,80012,917523,110007,10,0,14,6,0,1,0,9,0,18,5,True,True
