#,Singular,Plural,Title,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Map,Unknown1
1000000,,,,0,0,0,1,0,0,3,False
1000001,,,,0,0,0,0,0,0,0,False
1000002,,,,0,0,0,0,0,0,0,False
1000003,,,,0,0,0,0,0,0,0,False
1000004,,,,0,0,0,0,0,0,0,False
1000005,,,,0,0,0,0,0,0,0,False
1000006,,,,0,0,0,0,0,0,0,False
1000007,,,,0,0,0,0,0,0,0,False
1000008,,,,0,0,0,0,0,0,0,False
1000009,,,,0,0,0,0,0,0,0,False
1000010,,,,0,0,0,0,0,0,0,False
1000011,,,,0,0,0,0,0,0,0,False
1000012,,,,0,0,0,0,0,0,0,False
1000013,,,,0,0,0,0,0,0,0,False
1000014,,,,0,0,0,0,0,0,0,False
1000015,,,,0,0,0,0,0,0,0,False
1000016,,,,0,0,0,0,0,0,0,False
1000017,,,,0,0,0,0,0,0,0,False
1000018,,,,0,0,0,0,0,0,0,False
1000019,,,,0,0,0,0,0,0,0,False
1000020,,,,0,0,0,0,0,0,0,False
1000021,,,,0,0,0,0,0,0,0,False
1000022,,,,0,0,0,0,0,0,0,False
1000023,,,,0,0,0,0,0,0,0,False
1000024,,,,0,0,0,0,0,0,0,False
1000025,,,,0,0,0,0,0,0,0,False
1000026,,,,0,0,0,0,0,0,0,False
1000027,,,,0,0,0,0,0,0,0,False
1000028,,,,0,0,0,0,0,0,0,False
1000029,,,,0,0,0,0,0,0,0,False
1000030,,,,0,0,0,0,0,0,0,False
1000031,,,,0,0,0,0,0,0,0,False
1000032,,,,0,0,0,0,0,0,0,False
1000033,,,,0,0,0,0,0,0,0,False
1000034,,,,0,0,0,0,0,0,0,False
1000035,,,,0,0,0,0,0,0,0,False
1000036,,,,0,0,0,0,0,0,0,False
1000037,,,,0,0,0,0,0,0,0,False
1000038,,,,0,0,0,0,0,0,0,False
1000039,,,,0,0,0,0,0,0,0,False
1000040,,,,0,0,0,0,0,0,0,False
1000041,,,,0,0,0,0,0,0,0,False
1000042,,,,0,0,0,0,0,0,0,False
1000043,,,,0,0,0,0,0,0,0,False
1000044,,,,0,0,0,0,0,0,0,False
1000045,,,,0,0,0,0,0,0,0,False
1000046,,,,0,0,0,0,0,0,0,False
1000047,,,,0,0,0,0,0,0,0,False
1000048,,,,0,0,0,0,0,0,0,False
1000049,,,,0,0,0,0,0,0,0,False
1000050,,,,0,0,0,0,0,0,0,False
1000051,,,,0,0,0,0,0,0,0,False
1000052,,,,0,0,0,0,0,0,0,False
1000053,,,,0,0,0,0,0,0,0,False
1000054,,,,0,0,0,0,0,0,0,False
1000055,,,,0,0,0,0,0,0,0,False
1000056,,,,0,0,0,0,0,0,0,False
1000057,,,,0,0,0,0,0,0,0,False
1000058,,,,0,0,0,0,0,0,0,False
1000059,,,,0,0,0,0,0,0,0,False
1000060,,,,0,0,0,0,0,0,0,False
1000061,,,,0,0,0,0,0,0,0,False
1000062,,,,0,0,0,0,0,0,0,False
1000063,Mogry-Postbote,Mogry-Postboten,,8,1,0,1,0,0,3,True
1000064,,,,0,0,0,0,0,0,0,False
1000065,,,,0,0,0,0,0,0,0,False
1000066,,,,0,0,0,0,0,0,0,False
1000067,,,,0,0,0,0,0,0,0,False
1000068,,,,0,0,0,0,0,0,0,False
1000069,,,,0,0,0,0,0,0,0,False
1000070,,,,0,0,0,0,0,0,0,False
1000071,,,,0,0,0,0,0,0,0,False
1000072,,,,0,0,0,0,0,0,0,False
1000073,,,,0,0,0,0,0,0,0,False
1000074,,,,0,0,0,0,0,0,0,False
1000075,,,,0,0,0,0,0,0,0,False
1000076,,,,0,0,0,0,0,0,0,False
1000077,,,,0,0,0,0,0,0,0,False
1000078,,,,0,0,0,0,0,0,0,False
1000079,,,,0,0,0,0,0,0,0,False
1000080,,,,0,0,0,1,0,0,3,False
1000081,,,,0,0,0,1,0,0,3,False
1000082,,,,0,0,0,1,0,0,3,False
1000083,,,,0,0,0,1,0,0,3,False
1000084,,,,0,0,0,1,0,0,3,False
1000085,,,,0,0,0,1,0,0,3,False
1000086,,,,0,0,0,1,0,0,3,False
1000087,,,,0,0,0,1,0,0,3,False
1000088,,,,0,0,0,1,0,0,3,False
1000089,,,,0,0,0,1,0,0,3,False
1000090,,,,0,0,0,1,0,0,3,False
1000091,,,,0,0,0,1,0,0,3,False
1000092,,,,0,0,0,1,0,0,3,False
1000093,,,,0,0,0,1,0,0,3,False
1000094,,,,0,0,0,1,0,0,3,False
1000095,,,,0,0,0,1,0,0,3,False
1000096,,,,0,0,0,1,0,0,3,False
1000097,,,,0,0,0,1,0,0,3,False
1000098,,,,0,0,0,1,0,0,3,False
1000099,,,,0,0,0,1,0,0,3,False
1000100,Miounne,NONE,Inhaberin,3,1,0,0,1,1,3,True
1000101,Gontrant,NONE,Freibriefe,3,1,0,0,0,1,3,True
1000102,Antoinaut,NONE,Gästezimmer,3,1,0,0,0,1,3,True
1000103,,,,0,0,0,0,0,0,0,False
1000104,Gyles,NONE,,3,1,0,0,0,1,5,False
1000105,Tierney,NONE,Freibriefe,3,1,0,0,1,1,3,True
1000106,Lionnellais,NONE,Luftschiff,3,1,0,0,0,1,3,True
1000107,Hida,NONE,,3,1,0,0,1,1,3,False
1000108,,,,0,0,0,1,0,0,5,False
1000109,Highwind-Bedienstet[a],Highwind-Bedienstet[a],Ausgang,3,1,0,1,1,0,3,True
1000110,,,,0,0,0,1,0,0,5,False
1000111,,,,0,0,0,1,0,0,5,False
1000112,,,,0,0,0,1,0,0,5,False
1000113,,,SHOP,0,0,0,1,0,0,5,False
1000114,,,,0,0,0,1,0,0,5,False
1000115,,,,0,0,0,1,0,0,5,False
1000116,,,,0,0,0,1,0,0,5,False
1000117,,,,0,0,0,1,0,0,5,False
1000118,,,,0,0,0,1,0,0,5,False
1000119,,,,0,0,0,1,0,0,5,False
1000120,,,,0,0,0,1,0,0,5,False
1000121,,,,0,0,0,1,0,0,5,False
1000122,Honoraint,NONE,,3,1,0,0,0,1,3,False
1000123,Bertennant,NONE,,3,1,0,0,0,1,3,False
1000124,,,,0,0,0,1,0,0,5,False
1000125,Gairhard,NONE,,3,1,0,0,0,1,3,False
1000126,,,,0,0,0,1,0,0,5,False
1000127,Ulta,NONE,,3,1,0,0,0,1,3,False
1000128,,,,0,0,0,0,0,0,0,False
1000129,Solyeux,NONE,,3,1,0,0,0,1,3,False
1000130,,,,0,0,0,1,0,0,5,False
1000131,,,,0,0,0,1,0,0,5,False
1000132,,,,0,0,0,1,0,0,5,False
1000133,,,,0,0,0,1,0,0,5,False
1000134,Estrelaint,NONE,,3,1,0,0,0,1,3,False
1000135,,,,0,0,0,1,0,0,5,False
1000136,Cingur,NONE,Chocobo-Verleih,3,1,0,0,0,1,3,True
1000137,,,,0,0,0,1,0,0,5,False
1000138,,,,0,0,0,1,0,0,5,False
1000139,Adalhard,NONE,,3,1,0,0,0,1,3,False
1000140,Pfarahr,NONE,,3,1,0,0,0,1,3,False
1000141,Memama,NONE,,3,1,0,0,1,1,3,False
1000142,,,,0,0,0,1,0,0,5,False
1000143,,,,0,0,0,1,0,0,5,False
1000144,,,,0,0,0,1,0,0,5,False
1000145,,,,0,0,0,1,0,0,5,False
1000146,Bernadette,NONE,,3,1,0,0,1,1,3,False
1000147,,,,0,0,0,1,0,0,5,False
1000148,Corgg,NONE,Rezeption,3,1,0,0,0,1,3,False
1000149,Mera Pamera,NONE,,3,1,0,0,0,1,3,False
1000150,,,,0,0,0,1,0,0,5,False
1000151,,,,0,0,0,1,0,0,5,False
1000152,,,,0,0,0,1,0,0,5,False
1000153,Beatin,NONE,Gildenmeister,3,1,0,0,0,1,3,True
1000154,Hartford,NONE,,3,1,0,0,0,1,3,False
1000155,,,,0,0,0,1,0,0,5,False
1000156,Aedan,NONE,,3,1,0,0,0,1,3,False
1000157,,,,0,0,0,1,0,0,5,False
1000158,,,,0,0,0,1,0,0,5,False
1000159,Nicia,NONE,,3,1,0,0,1,1,3,True
1000160,,,,0,0,0,1,0,0,5,False
1000161,Aunillie,NONE,,3,1,0,0,1,1,3,False
1000162,Nicoliaux,NONE,,3,1,0,0,0,1,3,False
1000163,,,,0,0,0,1,0,0,5,False
1000164,,,,0,0,0,1,0,0,5,False
1000165,Quartiermeisterin,Quartiermeisterinen,Freie Ge­sell­schaft,3,1,0,1,1,0,3,True
1000166,,,,0,0,0,1,0,0,3,False
1000167,,,,0,0,0,1,0,0,3,False
1000168,Vorsaile Heuloix,NONE,,3,1,0,0,0,1,3,True
1000169,,NONE,,3,1,0,0,0,1,5,False
1000170,Camillain,NONE,,3,1,0,0,0,1,3,False
1000171,Franchemontiaux,NONE,Wache,3,1,0,0,0,1,3,True
1000172,Paulemont,NONE,,3,1,0,0,0,1,3,False
1000173,Grimbald,NONE,,3,1,0,0,0,1,3,False
1000174,,,,0,0,0,1,0,0,5,False
1000175,,,,0,0,0,1,0,0,5,False
1000176,,,,0,0,0,1,0,0,5,False
1000177,,,,0,0,0,1,0,0,5,False
1000178,,,,0,0,0,1,0,0,5,False
1000179,Pimoh Nelhah,NONE,,3,1,0,0,1,1,3,False
1000180,Kinnison,NONE,,3,1,0,0,0,1,3,False
1000181,Heral,NONE,,3,1,0,0,0,1,3,False
1000182,,,,0,0,0,1,0,0,5,False
1000183,,,,0,0,0,1,0,0,5,False
1000184,Oswold,NONE,,3,1,0,0,0,1,3,True
1000185,Tanie,NONE,Blumenhandel,3,1,0,0,1,1,3,True
1000186,,,,0,0,0,1,0,0,5,False
1000187,,,,0,0,0,1,0,0,5,False
1000188,,,,0,0,0,1,0,0,5,False
1000189,,,,0,0,0,1,0,0,5,False
1000190,,,,0,0,0,1,0,0,5,False
1000191,,,,0,0,0,1,0,0,5,False
1000192,,,,0,0,0,1,0,0,5,False
1000193,Gavin,NONE,,3,1,0,0,0,1,3,False
1000194,Idele,NONE,,3,1,0,0,1,1,3,False
1000195,Chansteloup,NONE,,3,1,0,0,0,1,3,False
1000196,,,,0,0,0,1,0,0,5,False
1000197,Athelyna,NONE,Rezeption,3,1,0,0,1,1,3,False
1000198,,,,0,0,0,1,0,0,5,False
