#,Text
0,
1,Bloße Hand
2,Strandhütte I
3,Strandhütte II
4,Strandhütte III
5,Inselatelier I
6,Inselatelier II
7,Inselatelier III
8,Kornkammer I
9,Kornkammer II
10,Kornkammer III
11,Naturbelassen
12,Erde
13,Stein
14,Naturbelassen
15,Trampelpfad
16,Steinpfad
17,Naturbelassen
18,Holztreppe
19,Steintreppe
20,Windmühle
21,Baumhaus
22,Heiße Quelle
23,Leuchtturm
24,Otterborn
25,Freies Gelände
26,Korallenküste
27,Paradiesplaza
28,Norden
29,Hang
30,Plateau
31,Osten
32,Gipfel
33,Feld I
34,Feld II
35,Feld III
36,Weide I
37,Weide II
38,Weide III
39,Freie Flur
40,Schnellender Strom
41,Weiter Wald
42,Sandiger Strand
43,Böiger Berg
44,Keimend
45,Wachsend
46,Blühend
47,"Das hastig zusammengezimmerte Heim, das sowohl als Basis jeglicher Operation, als auch als Oase der Entspannung dient."
48,"Dein eigenes Heim, das sich langsam aber sicher zu einem gemütlich-entspannten Zuhause entwickelt."
49,Dein eigenes Heim und Prachtstück deines Inselparadieses. Dank Fleiß und Hingabe hast du die bescheidene Hütte zu einer beeindruckenden Basis entwickelt.
50,"Deine hastig gezimmerte Werkstatt, in der die Marionetten der Insel aus Leibeskräften basteln - oder es zumindest versuchen."
51,"Deine solide Werkstatt, in der die Marionetten der Insel ihr Bestes geben - inzwischen sogar erfolgreich."
52,"Deine rundum ausgestattete Werkstatt, in der die Marionetten der Insel ihr Bestes geben - und wahre Meisterstücke hervorbringen."
53,"Auch wenn deine Kornkammer im Moment eher windig als stabil ist, dient sie als Materiallager und Basis für die Expeditionen deiner Marionetten."
54,"Deine robuste, mit viel Liebe umgebaute Kornkammer, die als Materiallager und Basis für die Expeditionen deiner Marionetten dient."
55,"Deine prachtvolle Kornkammer, die als Materiallager und Basis für die Expeditionen deiner Marionetten dient. Außerdem lässt sie alle anderen Insulaner vor Neid erblassen."
56,"Ein ebenes Fleckchen Erde, das nur darauf wartet, ein Gebäude zu beherbergen."
57,"Eine idyllische Windmühle, deren Flügel sich gemächlich im Wind drehen. Ihr Anblick - und natürlich ihr Mahlwerk - verhilft den Marionetten deiner Insel zu besonderen Fä­hig­kei­ten."
58,"Die schattige Baumkrone lädt zu einem Ruhepäuschen ein, am besten genossen mit einer Schale Kürbispudding. Es verhilft den Marionetten deiner Insel zu besonderen Fä­hig­kei­ten."
59,Das dampfende Wasser ist eine Wohltat für schmerzende Glieder und unruhige Geister. Außerdem verhilft es den Marionetten deiner Insel zu besonderen Fä­hig­kei­ten.
60,Stumm wacht dieser Turm über dein kleines Paradies und sorgt für ruhige Gewässer. Sein Anblick verhilft den Marionetten deiner Insel zu besonderen Fä­hig­kei­ten.
61,Nichts macht so glücklich wie das Lächeln dieses steinernen Otters. Das Plätschern des Wassers verhilft deinen Marionetten deiner Insel außerdem zu besonderen Fä­hig­kei­ten.
62,Felder
63,Weide
64,"Beete von dunkler, fruchtbarer Erde, in dem allerlei heimische Pflanzen wachsen und gedeihen können."
65,"Eine satte Wiese voller grünem Gras, die jedem Tierchen ein sonniges Plätzchen garantiert."
66,INSELFÜHRER
67,Inselgärtchen
68,Sattes Grün und sanftes Plätschern ist wahrer Balsam für die Seele. Außerdem verhilft es den Marionetten deiner Insel zu besonderen Fä­hig­kei­ten.
69,Kornkammer IV
70,Kornkammer V
71,Heulende Höhlen
72,"Deine mächtige Kornkammer, die als Materiallager und Basis für die Expeditionen deiner Marionetten dient. Ihr Prunk ist in den ganzen Cieldaläen bekannt."
73,Strandhütte IV
74,Dein eigenes Heim und prunkvolles Anwesen. Die harte Arbeit hat sich gelohnt - hier könntest du gar Könige empfangen.
75,Inselatelier IV
76,"Deine prächtige Werkstatt, in der die Marionetten der Insel ihr Bestes geben - und täglich über sich hinauswachsen."
77,Kopfstein
78,Kopfsteinpfad
79,Kopfsteintreppe
80,Gymnastikutter
81,Ein Schiffchen für leichte Leibesertüchtigungen bei sanfter Meeresbrise. Es verhilft den Marionetten deiner Insel zu besonderen Fä­hig­kei­ten.
82,Glockenturm
83,Sanftes Ticken und wohltuende Glockenschläge schallen über das Domizil und verhelfen den Marionetten deiner Insel zu besonderen Fä­hig­kei­ten.
84,Pionierssitz
85,Pionierskrone
86,"Deine imposante Kornkammer, die als Materiallager und Basis für die Expeditionen deiner Marionetten dient. Ganz Ætheris spricht von diesem Wunderwerk marionettischer Baukunst."
87,Strandhütte V
88,"Dein Rückzugsort, der inzwischen so prunkvoll ist wie entspannend. Sein modernes Aussehen ist ein wahres Monument der Künste deiner Marionetten."
89,Inselatelier V
90,"Deine monumentale Werkstatt, in der die Marionetten wahre Wunder vollbringen - und ganz Ætheris mit ihren Gütern beliefern."
91,Hagenhain
92,"Ein gigantischer Baum, dem eine mysteriöse Kraft innewohnt. Seine friedliche Ruhe verhilft den Marionetten deiner Insel zu besonderen Fä­hig­kei­ten."
93,Inselschrein
94,Das Buntglas dieses kleinen Heiligtums funkelt so blau wie das Meer der Cieldaläen selbst - und verhilft den Marionetten deiner Insel zu besonderen Fä­hig­kei­ten.
95,Ziegelboden
96,Ziegelpfad
97,Ziegeltreppe
