#,Expac,Unknown0
0,,0
1,Heavensward,2
2,Stormblood,3
3,Shadowbringers,4
4,Raids,1
5,Allianz-Raids,2
6,Prüfungen,3
7,Hildibrands Fälle,1
8,Sankt Endalim-Theologikum,3
9,Hauptszenario (Epilog),2
10,Zimmerer,2
11,Grobschmied,3
12,Plattner,4
13,Goldschmied,5
14,Gerber,6
15,Weber,7
16,Alchemist,8
17,Gourmet,9
18,Minenarbeiter,2
19,Gärtner,3
20,Fischer,4
21,Gladiator/Paladin,1
22,Marodeur/Krieger,2
23,Druide/Weißmagier,1
24,Hermetiker/Beschwörer,22
25,Faustkämpfer/Mönch,1
26,Pikenier/Dragoon,2
27,Schurke/Ninja,3
28,Waldläufer/Barde,11
29,Thaumaturg/Schwarzmagier,21
30,A Realm Reborn,1
31,Dunkelritter,3
32,Revolverklinge,4
33,Gelehrter,2
34,Astrologe,3
35,Samurai,4
36,Maschinist,12
37,Tänzer,13
38,,0
39,Rotmagier,23
40,Blaumagier (beschränkter Job),99
41,Verteidiger,0
42,Heiler,0
43,Angreifer,0
44,Rollenaufträge,5
45,Das Schicksal des Nichts,8
46,Endwalker,5
47,Weiser,4
48,Schnitter,5
49,Unstete Gewölbe,9
50,Chronik der Siebten Katastrophe,10
51,Tatarus Wohlstandsmanufaktur,11
52,Dawntrail,6
53,Viper,6
54,Piktomant,24
55,Rollenaufträge: Auftakt,4
56,Handwerker-Aufträge,1
57,Sammler-Aufträge,1
58,Aufträge der Handwerker und Sammler: Auftakt,6
59,Zusatzaufträge der Handwerker und Sammler: Auftakt,7
