#,Unknown0,GayaSoundId,ChatRule,Unknown3,EnableCrafting,EnableGathering,EnableRepairs,Unknown7,Unknown8,EnableJobChangeToLimitedJob,EnableCompanion,EnablePets,EnableRidePillion,DisableLogoutTimer,EnableTeleport,EnableReturn,Unknown16,Unknown17,EnableRecommendList,Unknown19,Unknown20,DisableMapDiscovery,DisableFieldMarkers,Unknown23,EnableActions,EnableConsumableItems,Unknown26,EnableTripleTriadMatches,EnableTripleTriadMatchesAnywhere,Unknown29,Unknown30,Unknown31,CanPauseTimeWeather,Unknown33,EnablePvPQuickChat,Unknown35,Unknown36,CanApplyGlamourPlatesAnywhere,Unknown38,EnableFieldMarkerPresets,IgnoreCombatFlagForMarkers,Unknown41,Unknown42
0,1000,1,0,8,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,True,True,True,False,False,False,True
1,1000,2,0,8,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True
2,1000,0,0,0,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,False
3,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
4,1000,0,5,0,True,True,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
5,1000,0,4,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
6,1000,0,0,0,True,True,True,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
7,1000,0,0,0,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
8,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
9,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
10,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
11,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
12,1000,0,0,0,True,True,True,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
13,1000,1,0,8,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,True
14,1000,0,0,8,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,True,True,False,True,True,True,True,False,False,False,False
15,1000,0,0,0,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
16,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
17,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
18,1000,0,6,0,True,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False
19,1000,1,0,8,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False
20,1000,0,5,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
21,1000,1,0,8,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,True,True,True,False,False,False,True
22,1000,0,0,8,False,True,False,True,False,True,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False
23,1000,1,0,8,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,True
24,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
25,1000,0,5,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
26,1000,2,5,0,True,True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
27,1000,0,5,0,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
28,1000,0,2,0,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False,False
29,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
30,1000,0,0,0,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False
