#,Name,NameNoArticle,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,MapCondition
0,,,,0,0,0,1,0,0,0,0,0
1,,,,0,0,0,0,0,0,0,0,0
2,,,,0,0,0,0,0,0,0,0,0
3,,,,0,0,0,0,0,0,0,0,0
4,,,,0,0,0,0,0,0,0,0,0
5,,,,0,0,0,0,0,0,0,0,0
6,,,,0,0,0,0,0,0,0,0,0
7,,,,0,0,0,0,0,0,0,0,0
8,,,,0,0,0,0,0,0,0,0,0
9,,,,0,0,0,0,0,0,0,0,0
10,,,,0,0,0,0,0,0,0,0,0
11,,,,0,0,0,0,0,0,0,0,0
12,,,,0,0,0,0,0,0,0,0,0
13,,,,0,0,0,0,0,0,0,0,0
14,,,,0,0,0,0,0,0,0,0,0
15,,,,0,0,0,0,0,0,0,0,0
16,,,,0,0,0,0,0,0,0,0,0
17,,,,0,0,0,0,0,0,0,0,0
18,Freibrief,,,0,0,0,1,0,0,0,0,0
19,,,,0,0,0,1,0,0,0,0,0
20,Hydaelyn,,,0,0,0,1,0,0,0,0,0
21,Eorzea,,nach Eorzea,0,0,0,1,0,0,0,0,0
22,La Noscea,,nach La Noscea,0,0,0,1,0,0,100,0,0
23,Finsterwald,,zum Finsterwald,0,0,0,1,0,0,200,0,0
24,Thanalan,,nach Thanalan,0,0,0,1,0,0,300,0,0
25,Coerthas,,nach Coerthas,0,0,0,1,0,0,400,0,0
26,Mor Dhona,,nach Mor Dhona,0,0,0,1,0,0,500,0,0
27,Limsa Lominsa,,nach Limsa Lominsa,0,0,0,1,0,0,0,0,0
28,Obere Decks,,zu den Oberen Decks,0,0,0,1,0,0,0,0,0
29,Untere Decks,,zu den Unteren Decks,0,0,0,1,0,0,0,0,0
30,Zentrales La Noscea,,ins untere La Noscea,0,0,0,1,0,0,0,0,0
31,Unteres La Noscea,,ins untere La Noscea,0,0,0,1,0,0,0,0,0
32,Östliches La Noscea,,ins östliche La Noscea,0,0,0,1,0,0,0,0,0
33,Westliches La Noscea,,ins westliche La Noscea,0,0,0,1,0,0,0,0,0
34,Oberes La Noscea,,ins obere La Noscea,0,0,0,1,0,0,0,0,0
35,Sastasha-Höhle,,zur Sastasha-Höhle,0,0,0,1,0,0,0,0,0
36,Brüllvolx' Langrast,,zu Brüllvolx' Langrast,0,0,0,1,0,0,0,0,0
37,Palast des Wanderers,,zum Palast des Wanderers,0,0,0,1,0,0,0,0,0
38,,,,0,0,0,0,0,0,0,0,0
39,Gridania,,nach Gridania,0,0,0,1,0,0,0,0,0
40,Nald-Kreuzgang,,zum Nald-Kreuzganz auf der Ebene der Händler,0,0,0,1,0,0,0,0,0
41,Thal-Kreuzgang,,zum Thal-Kreuzgang auf der Ebene der Händler,0,0,0,1,0,0,0,0,0
42,Westliches Thanalan,,ins westliche Thanalan,0,0,0,1,0,0,0,0,0
43,Zentrales Thanalan,,ins zentrale Thanalan,0,0,0,1,0,0,0,0,0
44,Östliches Thanalan,,ins östliche Thanalan,0,0,0,1,0,0,0,0,0
45,Südliches Thanalan,,ins südliche Thanalan,0,0,0,1,0,0,0,0,0
46,Nördliches Thanalan,,ins nördliche Thanalan,0,0,0,1,0,0,0,0,0
47,Sägerschrei,,zum Sägerschrei,0,0,0,1,0,0,0,0,0
48,Kupferglocken-Mine,,zur Kupferglocken-Mine,0,0,0,1,0,0,0,0,0
49,Halatali,,nach Halatali,0,0,0,1,0,0,0,0,0
50,Versunkener Tempel von Qarn,,zum Versunkenen Tempel von Qarn,0,0,0,1,0,0,0,0,0
51,Ul'dah,,nach Ul'dah,0,0,0,1,0,0,0,0,0
52,Neu-Gridania,,nach Neu-Gridania,0,0,0,1,0,0,0,0,0
53,Alt-Gridania,,nach Alt-Gridania,0,0,0,1,0,0,0,0,0
54,Tiefer Wald,,in den Tiefen Wald,0,0,0,1,0,0,0,0,0
55,Ostwald,,in den Ostwald,0,0,0,1,0,0,0,0,0
56,Südwald,,in den Südwald,0,0,0,1,0,0,0,0,0
57,Nordwald,,in den Nordwald,0,0,0,1,0,0,0,0,0
58,Totenacker Tam-Tara,,zum Totenacker Tam-Tara,0,0,0,1,0,0,0,0,0
59,Haukke-Herrenhaus,,zum Haukke-Herrenhaus,0,0,0,1,0,0,0,0,0
60,,,,0,0,0,0,0,0,0,0,0
61,Tausend Löcher von Toto-Rak,,zu den Tausend Löchern von Toto-Rak,0,0,0,1,0,0,0,0,0
62,Ishgard,,nach Ishgard,0,0,0,1,0,0,0,0,0
63,Zentrales Hochland von Coerthas,,zum zentralen Hochland von Coerthas,0,0,0,1,0,0,0,0,0
64,Feste Dzemael,,zur Feste Dzemael,0,0,0,1,0,0,0,0,0
65,Goldklamm,,zur Goldklamm,0,0,0,1,0,0,0,0,0
66,Ferner Osten,,in den Fernen Osten,0,0,0,1,0,0,0,0,0
67,Mor Dhona,,nach Mor Dhona,0,0,0,1,0,0,0,0,0
68,Jadeweiher-Ufer,,ans Jadeweiher-Ufer,0,0,0,1,0,0,10,0,0
69,Grünzähren,,nach Grünzähren,0,0,0,1,0,0,20,0,0
70,Zwieselgrund,,zum Zwieselgrund,0,0,0,1,0,0,30,0,0
71,Sauerampferweide,,zum Fuchsbau,0,0,0,1,0,0,40,0,0
72,Der Kohlenwald,,in den Kohlenwald,0,0,0,1,0,0,45,0,0
73,Der Honighof,,zum Honighof,0,0,0,1,0,0,10,0,0
74,Neun Efeuranken,,nach Neun Efeuranken,0,0,0,1,0,0,20,0,0
75,Brombeerlichtung,,nach Brombeerlichtung,0,0,0,1,0,0,30,0,0
76,Lerchenruf,,nach Lerchenruf,0,0,0,1,0,0,40,0,0
77,Sylphenland,,ins Sylphenland,0,0,0,1,0,0,50,0,0
78,Obere Pfade,,nach Untere Pfade,0,0,0,1,0,0,10,0,0
79,Untere Pfade,,nach Obere Pfade,0,0,0,1,0,0,30,0,0
80,Natternhain,,zum Natternhain,0,0,0,1,0,0,40,0,0
81,Florarium der Stille,,zum Florarium der Stille,0,0,0,1,0,0,20,0,0
82,Urths Segen,,nach Urths Segen,0,0,0,1,0,0,50,0,0
83,Flüsterhain,,zum Flüsterhain,0,0,0,1,0,0,10,0,0
84,Friedensgarten,,zum Friedensgarten,0,0,0,1,0,0,20,0,0
85,Erlenbrunnen,,zum Erlenbrunnen,0,0,0,1,0,0,30,0,0
86,Stolzbach,,zum Stolzbach,0,0,0,1,0,0,40,0,0
87,Blaudachs-Pforte,,zur Blaudachs-Pforte,0,0,0,1,0,0,0,0,0
88,Weißwolf-Pforte,,zur Weißwolf-Pforte,0,0,0,1,0,0,0,0,0
89,Gilberts Wachturm,,zu Gilberts Wachturm,0,0,0,1,0,0,0,0,0
90,Der Stubben,,zum Stubben,0,0,0,1,0,0,0,0,0
91,Gabineauxs Laube,,zu Gabineauxs Laube,0,0,0,1,0,0,0,0,0
92,Blankenfels,,nach Blankenfels,0,0,0,1,0,0,0,0,0
93,Geisterkerker,,zum Geisterkerker,0,0,0,1,0,0,0,0,0
94,Gut Zwieselgrund,,zu Gut Zwieselgrund,0,0,0,1,0,0,0,0,0
95,Galvanths Wachturm,,zu Galvanths Wachturm,0,0,0,1,0,0,0,0,0
96,Nophicas Lethe,,zu Nophicas Lethe,0,0,0,1,0,0,0,0,0
97,Der Totenacker Tam-Tara,,zum Totenacker Tam-Tara,0,0,0,1,0,0,0,0,0
98,Spiegelsee-Steg,,zum Spiegelsee-Steg,0,0,0,1,0,0,0,0,0
99,Lilienstein,,nach Lilienstein,0,0,0,1,0,0,0,0,0
100,Hagebaum,,zum Hagebaum,0,0,0,1,0,0,0,0,0
101,Immerschatten,,nach Immerschatten,0,0,0,1,0,0,0,0,0
102,Haukke-Herrenhaus,,zum Haukke-Herrenhaus,0,0,0,1,0,0,0,0,0
103,Blutstätte,,nach Blutstätte,0,0,0,1,0,0,0,0,0
104,Hoffnungs­schimmer-Teich,,zum Hoffnungs­schimmer-Teich,0,0,0,1,0,0,0,0,0
105,Drachentrappe,,zur Drachentrappe,0,0,0,1,0,0,0,0,0
106,Spriggan-Nest,,nach Spriggan-Nest,0,0,0,1,0,0,0,0,0
107,Jagdhütte der Hawthornes,,zur Jagdhütte der Hawthornes,0,0,0,1,0,0,0,0,0
108,Hagebaum,,zum Hagebaum,0,0,0,1,0,0,0,0,0
109,,,,0,0,0,0,0,0,0,0,0
110,Amarissaixes Wachturm,,zu Amarissaixes Wachturm,0,0,0,1,0,0,0,0,0
111,Castrum Oriens,,nach Castrum Oriens,0,0,0,1,0,0,0,0,0
112,Dom der Einkehr,,zum Dom der Einkehr,0,0,0,1,0,0,0,0,0
113,Sylphen-Zuflucht,,zur Sylphen-Zuflucht,0,0,0,1,0,0,0,0,0
114,Mondsporenforst,,zum Mondsporenforst,0,0,0,1,0,0,0,0,0
115,Sprösslings-Wiege,,zur Sprösslings-Wiege,0,0,0,1,0,0,0,0,0
116,Goldblatt-Estrade,,zur Goldblatt-Estrade,0,0,0,1,0,0,0,0,0
117,Die hängenden Gärten,,zu den Hängenden Gärten,0,0,0,1,0,0,0,0,0
118,Buscarrons Narbe,,nach Buscarrons Narbe,0,0,0,1,0,0,0,0,0
119,Buscarrons Horst,,nach Buscarrons Horst,0,0,0,1,0,0,0,0,0
120,Tausend Löcher von Toto-Rak,,zu den Tausend Löchern von Toto-Rak,0,0,0,1,0,0,0,0,0
121,Issom-Har,,nach Issom-Har,0,0,0,1,0,0,0,0,0
