#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27,Unknown28,Unknown29,Talk[0],Talk[1],Talk[2],Talk[3],Talk[4],Talk[5],Talk[6],Talk[7]
0,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0
1,0,3,2,0,0,False,0,4,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,"Seid gegrüßt, Abenteurerin. Ich bin für das Ausstellen von Freibriefen zuständig.","Verzeiht, meine Dame, aber ich bin nicht dazu autorisiert, Freibriefe an Neulinge wie Euch auszustellen.",Die Euch zugedachte Aufgabe ist von äußerster Wichtigkeit. Möge die Matrone Euch hold sein.,In Vorbereitung,Und hiiiier ist Eure Belohnung!,Ihr seid noch keiner Staatlichen Ge­sell­schaft beigetreten.,Ihr habt noch nicht genug Ansehen in Eurer Staatlichen Ge­sell­schaft erlangt.,Ihr habt das gesuchte Ziel erledigt.
2,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"Wenn du auf der Suche nach einem Freibrief bist, habe ich genau das Richtige für dich.","Meinen Auf­zeich­nun­gen entnehme ich, dass du erst kürzlich in Eorzea eingetroffen bist. Es tut mir leid, aber ich kann dir keinen Freibrief anvertrauen, ehe du nicht dein Können unter Beweis gestellt und in der Aben­teurer­gilde Baderons Erlaubnis bekommen hast.","Viel Glück, und mögen die Gebieter mit dir sein.","Meinen Auf­zeich­nun­gen entnehme ich, dass du erst kürzlich in Eorzea eingetroffen bist. Es tut mir leid, aber ich kann dir keinen Freibrief anvertrauen, ehe du nicht dein Können unter Beweis gestellt und in der Aben­teurer­gilde Baderons Erlaubnis bekommen hast.","Lass mich mal nachsehen ... Aha. Unsere Beobachter bestätigen, dass du alle Ziele des Freibriefes innerhalb der erlaubten Zeit erledigt hast. Gut gemacht, Player! Hier ist deine Belohnung.",0,0,"Und außerdem hast du noch die Zeit gefunden, ein gesuchtes Ziel zu erledigen. Bravo, hier ist das Kopfgeld."
3,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"Die Bürger Gridanias brauchen dich, meine Freundin. Es gibt Einiges zu tun, falls du Interesse hast. ","Ich habe keine Arbeit für dich, Abenteurerin. Verfeinere deine Fä­hig­kei­ten und besuche mich später wieder. Baderon kann dir sicherlich dabei helfen.","Ich hoffe, du kommst unversehrt von deiner Aufgabe zurück.","Ich habe keine Arbeit für dich, Abenteurerin. Verfeinere deine Fä­hig­kei­ten und besuche mich später wieder, wenn du bewiesen hast, dass du es mit den Kreaturen in dieser Gegend aufnehmen kannst.",Deine Leistung wurde von den örtlichen Beobachtern anerkannt. Diese Belohnung hast du dir reichlich verdient.,0,0,"Genauso wie das Kopfgeld für das gesuchte Ziel, das du nebenbei noch ausgeschaltet hast. Gute Arbeit!"
4,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,Du scheinst mir geistig und körperlich auf der Höhe zu sein. Hättest du Interesse an einem Freibrief?,"Ich spüre eine gewisse Schwäche in deinem Körper und Geist. In diesem Zustand kann ich dir leider keinen Freibrief zuweisen. Vielleicht hat Baderon eine Aufgabe, an der du wachsen kannst.","Die Gebieter sind stets wachsam, meine Freundin. Beweis ihnen, dass du der dir zugedachten Pflichten würdig bist.","Ich spüre eine gewisse Schwäche in deinem Körper und Geist. In diesem Zustand kann ich dir leider keinen Freibrief zuweisen. Du siehst aus, als würdest du vor einem Baumhörnchen Reißaus nehmen. So kann ich dich nicht auf die Bestien in diesen Wäldern loslassen.","Du bist bereits zurück? Nun, dann willst du bestimmt deine Belohnung einfordern.",0,0,"Keine Sorge. An die Belohnung für die gesuchte Kreatur, die du erschlagen hast, habe ich auch gedacht."
5,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"Die Bewohner des Waldes der Einkehr benötigen deine Hilfe, Abenteurerin.","Die Bewohner des Waldes der Einkehr sind immer auf der Suche nach willigen Helfern. Leider scheinst du mir noch ein wenig zu grün hinter den Ohren zu sein. Frage mal Baderon, er hat sicher etwas Passendes für dich.",Die Euch zugedachte Aufgabe ist von äußerster Wichtigkeit. Möge die Matrone Euch hold sein.,"Die Bewohner des Waldes der Einkehr sind immer auf der Suche nach willigen Helfern. Leider scheinst du mir noch ein wenig zu grün hinter den Ohren zu sein. Frage mal Baderon, er hat sicher etwas Passendes für dich.","Gut gemacht, Abenteurerin. Unsere Beobachter waren von deinen Fertigkeiten beeindruckt. Hier ist deine Belohnung.",0,0,"Ich habe auch dafür gesorgt, dass das Kopfgeld für das gesuchte Ziel darin enthalten ist."
6,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"Herbei, herbei! Erstklassige Freibriefe für jeden Geschmack!  ","Du? Ah, das tut mir leid, mein Kind, aber so hoffnungsvoll du auch aussiehst, für einen Neuling wie dich hab ich noch nichts. Oder willst du, dass Baderon mich kaltstellt?","Na, dann viel Erfolg!","Willkommen! Bei uns gibt es immer Arbeit für diejenigen, die keine Gefahren scheuen. Du kennst nicht zufällig jemanden, der geübt im Kampf oder in der Zauberkunst wäre? Geübter als du, meine ich. Einem Neuling wie dir kann ich keinesfalls einen Auftrag überlassen.",Ausgezeichnet. Ich habe den Bericht der Beobachter empfangen und deine Belohnung bereitgelegt. Bitte sehr.,0,0,"Die Belohnung kann sich sehen lassen, was? Darin ist ja auch das Kopfgeld für das gesuchte Ziel enthalten, das du erschlagen hast."
7,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"Seid gegrüßt, Abenteurerin. Ich bin für das Ausstellen von Freibriefen zuständig.","Verzeiht, meine Dame, aber ich bin nicht dazu autorisiert, Freibriefe an Neulinge wie Euch auszustellen. Vielleicht solltet Ihr nach Limsa Lominsa zurückkehren und ein Wörtchen mit Baderon in der Hafenbar „Zur Ertränkten Sorge“ wechseln. Dort werdet Ihr geeignete Arbeit finden.",Mögen die Kaufleute Euch Glück und Wohlstand bringen.,"Verzeiht, meine Dame, aber ich bin nicht dazu autorisiert, Freibriefe an Neulinge wie Euch auszustellen. Warum verlasst Ihr die Stadt nicht für eine Weile und schaut Euch die große, weite Welt an? Das Leben ist spannend dort draußen.","Habt Ihr den Auftrag erfolgreich ausgeführt? So berichten es jedenfalls die Beobachter. Hier, Eure Belohnung.",0,0,"Ihr meint den Zuschlag? Der ist dafür, dass Ihr das gesuchte Ziel zur Strecke gebracht habt."
8,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,Den Zwölf zum Gruße! Für eine ehrgeizige Abenteurerin gibt es hier immer etwas zu tun.,"Diesen Tatendrang lob ich mir! Leider mangelt es noch an etwas an Erfahrung und Können. Sprich mit Baderon und lass dich auf ein paar Abenteuer schicken, um den Umgang mit dem Schwert, Zauberstab oder einer anderen Waffe der Wahl zu üben.",Für Ruhm und Reichtum!,"Ah, übersprudelnder Tatendrang, den lob ich mir. Leider mangelt es noch etwas an Erfahrung und Können. In der Umgebung lauern viele Monster und Halunken, mit denen man sich messen könnte, um sich im Umgang mit dem Schwert, Zauberstab oder einer anderen Waffe der Wahl zu üben.",Eine beachtliche Leistung! Hier ist die wohlverdiente Belohnung.,0,0,Und auch das Kopfgeld darf ich nicht vergessen. Gute Leistung!
9,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"Guten Abend, Abenteurerin! Und ist es nicht ein schöner Abend für einen Freibrief? Was sagst du?","Guten Abend, Abenteurerin! Und ist es nicht ein schöner Abend, um zurück zur Aben­teurer­gilde von Limsa zu marschieren und mit Baderon zu sprechen? Denn vorher bekommst du keinen von meinen lukrativen Freibriefen angeboten.",Na dann mal los mit dir! Zeit ist Geld!,"Guten Abend, Abenteurerin! Und ist es nicht ein schöner Abend, um unter freiem Himmel seinem Beruf nachzugehen? Also lass, geh und üb dich in deiner Kunst! Vorher kann ich dir keinen meiner lukrativen Freibriefe geben.",Die Wüstenhitze scheint dir nichts auszumachen. Hier ist deine Belohnung. Gib nicht alles auf einmal aus!,0,0,"Ach, und das Kopfgeld! Beinahe hätte ich es vergessen. Es sei denn, du verzichtest darauf ... Nein? Gut, du hast es dir verdient."
