#,DefaultTalkParams[0].ActionTimelinePose,DefaultTalkParams[0].Unknown0,DefaultTalkParams[0].Unknown1,DefaultTalkParams[0].Unknown2,DefaultTalkParams[0].Unknown3,DefaultTalkParams[0].Unknown4,DefaultTalkParams[1].ActionTimelinePose,DefaultTalkParams[1].Unknown0,DefaultTalkParams[1].Unknown1,DefaultTalkParams[1].Unknown2,DefaultTalkParams[1].Unknown3,DefaultTalkParams[1].Unknown4,DefaultTalkParams[2].ActionTimelinePose,DefaultTalkParams[2].Unknown0,DefaultTalkParams[2].Unknown1,DefaultTalkParams[2].Unknown2,DefaultTalkParams[2].Unknown3,DefaultTalkParams[2].Unknown4,Text[0],Text[1],Text[2],Unknown0,Unknown1
589824,799,0,1,1,3,False,796,0,0,1,4,False,854,0,0,1,5,False,0,0,0,0,1
589825,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589826,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589827,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589828,755,0,2,1,0,True,755,0,2,1,0,True,0,0,0,1,0,False,0,0,0,0,1
589829,755,0,2,1,0,True,755,0,2,1,0,True,0,0,0,1,0,False,0,0,0,0,1
589830,755,0,2,1,0,True,763,0,2,1,0,True,0,0,0,1,0,False,0,0,0,0,1
589831,763,0,2,1,0,True,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589832,763,0,2,1,0,True,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589833,763,0,2,1,0,True,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589834,763,0,2,1,0,True,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589835,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589836,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589837,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589838,784,0,1,1,0,False,809,0,2,1,0,False,786,0,2,1,0,False,0,0,0,0,1
589839,764,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589840,764,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589841,764,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589842,764,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589843,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589844,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Verzeihung, aber ich bin gerade beschäftigt. Gedulde dich bitte einen Moment.","Du bist neu hier, nicht wahr? Dann gehe in Miounnes Hexenstübchen und schreibe dich dort bei der Aben­teurer­gilde ein.",0,0,1
589845,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Als Neuling solltest du als Erstes zur Aben­teurer­gilde in Miounnes Hexenstübchen gehen und dich bei Miounne melden!,"Solange du auf gridanischem Boden weilst, hast du dich an die Anweisungen des Klageregiments zu halten. Verstanden?",0,0,1
589846,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Noch eine Abenteurerin? Langsam wird es voll in Gridania.,"Natürlich bin ich dankbar, dass ihr uns zu Hilfe eilt, aber die vielen Fremden machen mich trotzdem nervös.",0,0,1
589847,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Gridania ist eine heilige Stadt des Waldes, die unter dem Schutz der Gebieter steht. Übe dich in Demut und respektiere die Natur!",0,0,0,1
589848,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Gridania ist eine heilige Stadt des Waldes, die unter dem Schutz der Gebieter steht.","Achte darauf, dass du hier keine Unruhe stiftest oder den Bewohnern Gridanias zu nahe trittst!",0,0,1
589849,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Die Bewohner Gridanias scheinen mehr auf die unsichtbaren Gebieter zu vertrauen als auf uns Abenteurer, obwohl wir tatsächlich vor ihnen stehen.",0,0,0,1
589850,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Angeblich zeigen sich die Gebieter in ihrer wahren Gestalt, wenn man sie reizt. Das würde ich gerne mal sehen.",0,0,0,1
589851,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Willkommen in Miounnes Hexenstübchen! Hier erholen sich die Abenteurer Gridanias von ihren Reisen und Heldentaten.,"Die Siebte Katastrophe hat tiefe Wunden gerissen, von denen sich der Wald und seine Bewohner noch lange nicht erholt haben. Ihr Abenteurer werdet hier dringend gebraucht!","Einige Einheimische misstrauen allen Fremden, doch sie werden sich an euch gewöhnen. Ich jedenfalls hoffe, dass ihr frischen Wind in unsere Wälder bringt.",0,1
589852,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589853,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589854,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589855,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Hier im Abaton der Bruderschaft der Morgenviper, dem Hauptquartier der Staatlichen Ge­sell­schaft von Gridania, wird über die militärischen, wirtschaftlichen und handwerklichen Belange Gridanias entschieden.",0,0,0,1
589856,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589857,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589858,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Wir leben in einer Zeit der Not und der Entbehrung, doch unser Herz muss stark sein.","Die Gebieter sind mit uns, immer und überall. Wir müssen auf Kan-E-Senna vertrauen und stets unsere Pflicht erfüllen.",0,0,1
589859,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589860,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Angeblich soll es für einen Zimmerer lehrreich sein, sich um die Kinder zu kümmern, aber ich find's einfach nur anstrengend ...",0,0,0,1
589861,0,0,2,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,Leer,0,0,0,1
589862,0,0,0,0,0,False,757,0,0,1,0,False,0,0,0,0,0,False,...,"... Meine Mutter hat mir verboten, mit Fremden zu reden ...",0,0,1
589863,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,0,0,False,Die Kinder vom Spielplatz Eichelmatz sind aus verschiedenen Gründen hier.,"Solange kein Erwachsener hier ist, passe ich auf die Rasselbande auf. Ich bin schließlich der Älteste hier!",0,0,1
589864,0,0,2,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,Leer,0,0,0,1
589865,0,0,2,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,Leer,0,0,0,1
589866,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Halt! Die Weißwolf-Pforte darf derzeit nicht passiert werden. Im Wald wurde eine Horde höchstgefährlicher Bestien gesichtet.,"Sie würden dich in Sekundenschnelle in Stücke reißen, also denk gar nicht daran, dich hinauszuschleichen!",0,0,1
589867,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Gridania liegt mitten im Wald der Einkehr, der von Fremden auch Finsterwald genannt wird.","Denke stets daran, beim Verlassen der Stadt und bei deiner Rückkehr dem Wald und den Gebietern zu danken!",0,0,1
589868,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Hier haben wir Getreide eingelagert und ich achte mit meinen Adleraugen darauf, dass sich nicht ein Baumhörnchen darüber hermacht.",0,0,0,1
589869,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589870,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Hör gut zu, was dir Miounne zu sagen hat. Sie weiß, wie der Hase in Gridania läuft.","Manche Leute werden mit ihr nicht so richtig warm, aber ohne sie hätten die Abenteurer in Gridania einen schweren Stand.",0,0,1
589871,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Guten Tag! Suchst du einen Gehilfen?,"Es tut mir schrecklich leid, aber zurzeit können wir keine Gehilfen vermitteln.",0,0,1
589872,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Hier am sogenannten Stubben trainieren die neuen Rekruten der Bruderschaft der Morgenviper unter Anleitung des Klageregiments und Nophicas Schar.,"Du kannst dich hier gerne umsehen, aber pass bloß auf, dass du die Ausbildung nicht behinderst.",0,0,1
589873,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589874,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Hier in der Gilde der Waldläufer wird die Kunst des Bogenschießens in der uralten Tradition der Elezen-Bogenschützen und Miqo'te-Jäger unterrichtet.,"Wenn du Mitglied werden möchtest, kannst du dich vertrauensvoll an mich wenden.",0,0,1
589875,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589876,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Die gridanische Kunst des Bogenschießens wurde von Elezen-Schützen über viele Jahrhunderte hinweg zur Perfektion gebracht.,"Hoffentlich seid ihr Abenteurer euch bewusst, welch große Ehre es ist, diese traditionsreiche Kunst erlernen zu dürfen!",0,0,1
589877,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Allein vom Zugucken kann man hier einiges lernen. Trotzdem ziehe ich es vor, selbst in Aktion zu treten.",0,0,0,1
589878,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589879,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589880,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Mih Khettos Amphitheater steht nicht nur den Bürgern von Gridania offen, sondern auch allen Abenteurern.","Das Amphitheater haben wir dem großen Musiker Mih Khetto und vielen helfenden Händen zu verdanken, die es wieder aufgebaut haben.",0,0,1
589881,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Vor fünf Jahren stand hier ein ehrfurchtgebietender Gelehrter, der alle Abenteurer Eorzeas dazu aufrief, dem Garleischen Kaiserreich Widerstand zu leisten.",Wo mag er jetzt bloß stecken? Ich würde mich gerne mit ihm unterhalten.,0,0,1
589882,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Lass mich in Frieden ...
Meine Freunde, die mit mir auf der Bühne standen, meine Frau, die mir alles bedeutete ... sie alle sind nicht mehr ...",0,0,0,1
589883,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Hier ist die Wohnstätte der Helden von Gridania. Einfachen Bürgern ist der Zutritt untersagt und das gilt insbesondere für Abenteurer.,"Ist das klar? Na, dann wünsche ich dir noch einen schönen Tag.",0,0,1
589884,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589885,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589886,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Willkommen in der Gilde der Pikeniere! Unsere Schüler lernen den Umgang mit Stangenwaffen aller Art und stählen durch das harte Training gleichzeitig ihren Geist.,"Wenn du der Gilde beitreten möchtest, kannst du bei mir die Aufnahme beantragen.",0,0,1
589887,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Hier befindet sich das Quartier des Klageregiments, zu dem Abenteurer keinen Zugang haben. Du kannst also gleich wieder umdrehen.",0,0,0,1
589888,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589889,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Die Händler von Gridania verstehen absolut nichts vom Verkaufen. Ja, sie scheinen sogar eine Aversion dagegen zu haben.","Dabei ist es doch nichts Schlechtes, sondern geradezu etwas Ehrenhaftes, möglichst vielen Leuten den Zugang zu hochwertigen Waren zu ermöglichen. Damit erweisen wir Händler der Ge­sell­schaft einen großen Dienst.",0,0,1
589890,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589891,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Von dem Steg hinter mir fährt ein Boot rüber zum Ufer des Ostwaldes.,Von dort aus gelangst du schnell zum Honighof und nach Neun Efeuranken.,0,0,1
589892,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589893,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Wie lange wollen die Händler aus Ul'dah noch in Gridania bleiben? Ich hoffe, sie verschwinden bald wieder.","Die denken doch nur an ihren Profit. Ich wette, sie alle haben Abakusse in ihren Köpfen eingebaut.",0,0,1
589894,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Willkommen im Marktbezirk von Gridania! In der nördlich gelegenen Ebenholzpassage bekommst du Medizin und Gegenstände des täglichen Bedarfs. Auf dem Palisandermarkt im Süden werden vor allem Waffen und Rüstungen verkauft. ,0,0,0,1
589895,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Unsere Gilde ist berühmt für die Kunst­fer­tig­keit und den Eifer unserer Gerber. Sieh dir nur unsere Ledersachen an und du wirst aus dem Staunen nicht mehr herauskommen, meine Liebe!",0,0,0,1
589896,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589897,755,0,1,1,0,True,0,0,0,1,0,True,0,0,0,1,0,False,Veränderungen des Waldes haben direkte Auswirkungen auf seine Bewohner. Der Fluss des Lebens ist in ständiger Bewegung.,Doch fürchte dich nicht vor Veränderungen - sie sind Teil des Lebens! Daran müssen sich alle Bewohner von Gridania gewöhnen.,0,0,1
589898,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Willkommen bei der Gerbergilde! Hier werden die Häute von Tieren und Monstern zu Leder gegerbt, woraus wiederum stilvolle und praktische Gegenstände entstehen.",0,0,0,1
589899,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Oh, du bist wohl auch auf der Suche nach exquisiten Lederwaren, was? Kein Wunder! Der Ruf der gridanischen Gerber ist ja sogar bis zu uns ins ferne Ul'dah gedrungen.",Die begabtesten Meister verkaufen ihre Waren für horrende Summen unter dem Markennamen „Atelier Fen-Yll“.,"Bestaune ruhig die Wunderstücke hier auf dem Tisch, leisten wirst du sie dir nicht können.",0,1
589900,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Hm? Tut mir leid, wir haben geschlossen. Ach, wäre doch jeden Tag ein Fest.",0,0,0,1
589901,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589902,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Pass bloß auf, wo du hintrittst, du Tölpel! Wenn du die Schalen umwirfst, zieh ich dir das Fell über die Ohren.",0,0,0,1
589903,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,"Wenn man es so aufschichtet, gedeihen die Blumen am besten. Das habe ich als Gärtner gelernt.",0,0,1
589904,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589905,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Willkommen in der Ährenkranzkolonie! Sie wird von der Gärtnergilde verwaltet.,0,0,0,1
589906,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Die Fremden haben keine Ahnung von Pflanzen und reißen trotzdem das Maul auf, als wüssten sie alles besser.",0,0,0,1
589907,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Pst, sei ruhig!
... Und damit meine ich nicht nur, dass du keine Geräusche machen sollst.","Das hier ist ein heiliger Ort, an dem wir den Stimmen der Gebieter lauschen. Um die Gebieter nicht zu stören, musst du deinen Geist und dein Herz beruhigen.",0,0,1
589908,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589909,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589910,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589911,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,0,0,False,Öffne dein Herz und spüre den Odem der Natur um dich herum.,Nur so kannst du die in dir ruhende Kraft entfalten.,0,0,1
589912,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Der alte Pfarahr behandelt mich immer wie ein kleines Kind!,0,0,0,1
589913,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Memama ist wieder mal von zu Hause ausgebüxt. Dabei habe ich sie schon so oft ermahnt, dass sie ihren Eltern Bescheid sagen soll, bevor sie irgendwohin geht.",0,0,0,1
589914,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589915,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Guten Tag und herzlich willkommen am Luftschiff-Landeplatz.,0,0,0,1
589916,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Ich bitte vielmals um Verzeihung, aber da du keinen Luftschiffpass besitzt, kannst du den Dienst unserer Luftschiffe leider nicht in Anspruch nehmen.",0,0,0,1
589917,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Herzlich willkommen! Möchtest du etwas über den Luftschiff-Landeplatz wissen?,0,0,0,1
589918,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589919,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589920,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589921,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589922,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589923,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589924,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Willkommen bei der Gilde der Druiden, wo die Lehren der Natur und der Gebieter gedeutet und überliefert werden.","Ich kümmere mich um Anwärter, die in unsere Gilde aufgenommen werden möchten. Falls du Interesse hast, kannst du mich jederzeit ansprechen.",0,0,1
589925,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589926,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,"Ahhh ... au, das tut weh ...",0,0,1
589927,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Hier in der Grotte der Versunkenen Gedanken werden Verletzte und Kranke behandelt und Rituale durchgeführt. Dabei assistieren die einfachen Druiden den ehrenwerten Sehern.,Die aufopferungsvolle Hingabe für Gridania und den Wald ist unsere größte Freude.,0,0,1
589928,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Hier geht es zu den Unterkünften von Nophicas Schar. Unbefugten ist der Zutritt verboten!,0,0,0,1
589929,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589930,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Warum ich der Wald­läufer­gilde beigetreten bin? Ist doch klar! Als Waldläufer kämpft man aus sicherer Entfernung!,0,0,0,1
589931,764,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589932,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589933,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Hier ist die Rezeption der Zimmerergilde. Wir kümmern uns um die Herstellung aller möglichen Holzgegenstände, von Möbeln über Holzgeschirr bis hin zu Waffen und Rüstungsteilen.",0,0,0,1
589934,755,0,1,1,0,True,0,0,0,1,0,True,0,0,0,1,0,True,Für Waffen verwendet man andere Holzarten als für Möbel. Holz ist also nicht gleich Holz.,"Selbst bei ein und derselben Holzart kommt es darauf an, welchen Teil des Baumes man verwendet und wie man ihn verarbeitet. Ein Holzkopf wird also niemals ein guter Zimmerer!",0,0,1
589935,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Um dich von den Strapazen eines Kampfes zu erholen, empfehle ich dir, einfach mal einen Baum zu umarmen und seine Wärme zu spüren. Du wirst lachen, aber das hilft!",0,0,0,1
589936,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589937,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Oh je, wie soll ich jemals so elegante Formen wie der Meister zustande kriegen?! Ich habe offensichtlich zwei linke Hände!",0,0,0,1
589938,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589939,0,0,0,1,0,False,0,0,0,1,0,False,755,0,1,1,0,False,Leer,0,0,0,1
589940,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Die Soldaten des Klageregiments und von Nophicas Schar tragen Masken, um ihre wahren Gesichter vor den Gebietern zu verbergen, denn manchmal kommt es vor, dass sie bei der Erfüllung ihrer Pflicht den Zorn des Waldes auf sich ziehen.","Ich bezweifle, dass sich die Gebieter so einfach täuschen lassen, aber zumindest scheinen sich die Soldaten mit diesem Hokuspokus sicherer zu fühlen.",0,0,1
589941,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589942,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Ich bin froh, dass sich die Pikeniergilde hier niedergelassen hat.","Junge, begabte Pikeniere kommen von überall her, um hier zu trainieren. Dabei lernen sie auch voneinander und bringen jeweils die besten Techniken mit ein. Das kommt auch dem Klageregiment zugute.",0,0,1
589943,763,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Dieses Jahr können wir uns vor viel­ver­sprechenden Neuzugängen kaum retten. Ich bin gespannt, wie sie sich entwickeln werden.",0,0,0,1
589944,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589945,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
589946,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Hier ist das Klageregiment, das für die Aufrechterhaltung der öffentlichen Ordnung zuständig ist, stationiert. Außerdem befindet sich hier die Gilde der Pikeniere.",Ohne Zweifel lassen sich die Pikeniere von dem Ruhm des Klageregiments inspirieren.,0,0,1
589947,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Die Katastrophe vor fünf Jahren hat viele Händler in den Ruin getrieben. Etwa die Hälfte der frei gewordenen Läden wurde danach an Händler aus Ul'dah vermietet.,"Dank ihnen kam der Handel wieder in Schwung, aber das lief nicht ohne Konflikte ab, denn sie betreiben ihre Geschäfte viel aggressiver als die einheimischen Händler.",0,0,1
589948,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Der Palisandermarkt wird von mir und meinem Bruder Hadrefort geführt, der Ebenholzmarkt von Rishushu. Der alte Parsemontret wiederum hat seine gierigen Finger in allem, was hier auf den Märkten vor sich geht.","Mein Bruder hält Rishushu für eine aufrichtige Person, aber ich traue ihr nicht über den Weg. Irgendwie beschleicht mich bei ihr ein ungutes Gefühl, ohne dass ich dafür konkrete Gründe nennen kann.",0,0,1
589949,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Der Ätheryt stand früher im Westen der Stadt, doch im Zuge des Wieder­aufbaus nach der großen Katastrophe vor fünf Jahren wurde er hierher verlegt.",0,0,0,1
589950,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Willst du wissen, warum dieser Ort Apkallu-Fälle genannt wird?","Nun, früher hat man versucht, hier Apkallu zu züchten. Damit hatte man jedoch keinen Erfolg.",0,0,1
589951,763,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Dieses geschichtsträchtige Amphitheater hat schon die Gründungsfeier der Bruderschaft der Morgenviper erlebt. Das war natürlich noch an seinem alten Ort, bevor es hierhin verlegt wurde.",0,0,0,1
589952,763,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Bei der Gründungsfeier der Bruderschaft der Morgenviper sah ich die ehrenwerte Hohepriesterin Kan-E-Senna zum ersten Mal mit eigenen Augen.,"Ich erinnere mich noch genau an ihre würdevolle Gestalt und ihre zärtliche, doch durchdringende Stimme.",0,0,1
589953,763,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Gärtner kümmern sich um Gräser und Blumen, doch dabei lernen sie selbst viele Dinge, sodass die Pflanzen ebenso für die Gärtner existieren wie die Gärtner für die Pflanzen.",0,0,0,1
589954,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Hier gelangst du aus der Stadt. Mühlenhain liegt im Norden und der Herbstkürbis-See im Westen.,0,0,0,1
589955,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Leer,0,0,0,1
