#,Name,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7
0,,0,0,0,0,1,0,0
1000,,,0,0,0,0,0,0
1001,Kosmo-Zimmerer I,0,0,0,0,1,0,0
1002,Kosmo-Zimmerer II,0,0,0,0,1,0,0
1003,Kosmo-Zimmerer III,0,0,0,0,1,0,0
1004,Kosmo-Zimmerer IV,0,0,0,0,1,0,0
1005,Kosmo-Grobschmied I,0,0,0,0,1,0,0
1006,Kosmo-Grobschmied II,0,0,0,0,1,0,0
1007,Kosmo-Grobschmied III,0,0,0,0,1,0,0
1008,Kosmo-Grobschmied IV,0,0,0,0,1,0,0
1009,Kosmo-Plattner I,0,0,0,0,1,0,0
1010,Kosmo-Plattner II,0,0,0,0,1,0,0
1011,Kosmo-Plattner III,0,0,0,0,1,0,0
1012,Kosmo-Plattner IV,0,0,0,0,1,0,0
1013,Kosmo-Goldschmied I,0,0,0,0,1,0,0
1014,Kosmo-Goldschmied II,0,0,0,0,1,0,0
1015,Kosmo-Goldschmied III,0,0,0,0,1,0,0
1016,Kosmo-Goldschmied IV,0,0,0,0,1,0,0
1017,Kosmo-Gerber I,0,0,0,0,1,0,0
1018,Kosmo-Gerber II,0,0,0,0,1,0,0
1019,Kosmo-Gerber III,0,0,0,0,1,0,0
1020,Kosmo-Gerber IV,0,0,0,0,1,0,0
1021,Kosmo-Weber I,0,0,0,0,1,0,0
1022,Kosmo-Weber II,0,0,0,0,1,0,0
1023,Kosmo-Weber III,0,0,0,0,1,0,0
1024,Kosmo-Weber IV,0,0,0,0,1,0,0
1025,Kosmo-Alchemist I,0,0,0,0,1,0,0
1026,Kosmo-Alchemist II,0,0,0,0,1,0,0
1027,Kosmo-Alchemist III,0,0,0,0,1,0,0
1028,Kosmo-Alchemist IV,0,0,0,0,1,0,0
1029,Kosmo-Gourmet I,0,0,0,0,1,0,0
1030,Kosmo-Gourmet II,0,0,0,0,1,0,0
1031,Kosmo-Gourmet III,0,0,0,0,1,0,0
1032,Kosmo-Gourmet IV,0,0,0,0,1,0,0
1033,Kosmo-Minenarbeiter I,0,0,0,0,1,0,0
1034,Kosmo-Minenarbeiter II,0,0,0,0,1,0,0
1035,Kosmo-Minenarbeiter III,0,0,0,0,1,0,0
1036,Kosmo-Minenarbeiter IV,0,0,0,0,1,0,0
1037,Kosmo-Gärtner I,0,0,0,0,1,0,0
1038,Kosmo-Gärtner II,0,0,0,0,1,0,0
1039,Kosmo-Gärtner III,0,0,0,0,1,0,0
1040,Kosmo-Gärtner IV,0,0,0,0,1,0,0
1041,Kosmo-Fischer I,0,0,0,0,1,0,0
1042,Kosmo-Fischer II,0,0,0,0,1,0,0
1043,Kosmo-Fischer III,0,0,0,0,1,0,0
1044,Kosmo-Fischer IV,0,0,0,0,1,0,0
1045,Kosmo-Zimmerer V,0,0,0,0,1,0,0
1046,Kosmo-Grobschmied V,0,0,0,0,1,0,0
1047,Kosmo-Plattner V,0,0,0,0,1,0,0
1048,Kosmo-Goldschmied V,0,0,0,0,1,0,0
1049,Kosmo-Gerber V,0,0,0,0,1,0,0
1050,Kosmo-Weber V,0,0,0,0,1,0,0
1051,Kosmo-Alchemist V,0,0,0,0,1,0,0
1052,Kosmo-Gourmet V,0,0,0,0,1,0,0
1053,Kosmo-Minenarbeiter V,0,0,0,0,1,0,0
1054,Kosmo-Gärtner V,0,0,0,0,1,0,0
1055,Kosmo-Fischer V,0,0,0,0,1,0,0
1056,Kosmo-Zimmerer VI,0,0,0,0,1,0,0
1057,Kosmo-Grobschmied VI,0,0,0,0,1,0,0
1058,Kosmo-Plattner VI,0,0,0,0,1,0,0
1059,Kosmo-Goldschmied VI,0,0,0,0,1,0,0
1060,Kosmo-Gerber VI,0,0,0,0,1,0,0
1061,Kosmo-Weber VI,0,0,0,0,1,0,0
1062,Kosmo-Alchemist VI,0,0,0,0,1,0,0
1063,Kosmo-Gourmet VI,0,0,0,0,1,0,0
1064,Kosmo-Minenarbeiter VI,0,0,0,0,1,0,0
1065,Kosmo-Gärtner VI,0,0,0,0,1,0,0
1066,Kosmo-Fischer VI,0,0,0,0,1,0,0
2000,,,0,0,0,0,0,0
2001,Zimmerer-Daten (L-1),0,0,0,0,1,0,0
2002,Zimmerer-Daten (L-2),0,0,0,0,1,0,0
2003,Zimmerer-Daten (L-3),0,0,0,0,1,0,0
2004,Zimmerer-Daten (L-4),0,0,0,0,1,0,0
2005,Zimmerer-Daten (L-5),0,0,0,0,1,0,0
2006,Zimmerer-Daten (L-6),0,0,0,0,1,0,0
2007,Zimmerer-Daten (L-7),0,0,0,0,1,0,0
2008,Zimmerer-Daten (L-8),0,0,0,0,1,0,0
2009,Grobschmied-Daten (L-1),0,0,0,0,1,0,0
2010,Grobschmied-Daten (L-2),0,0,0,0,1,0,0
2011,Grobschmied-Daten (L-3),0,0,0,0,1,0,0
2012,Grobschmied-Daten (L-4),0,0,0,0,1,0,0
2013,Grobschmied-Daten (L-5),0,0,0,0,1,0,0
2014,Grobschmied-Daten (L-6),0,0,0,0,1,0,0
2015,Grobschmied-Daten (L-7),0,0,0,0,1,0,0
2016,Grobschmied-Daten (L-8),0,0,0,0,1,0,0
2017,Plattner-Daten (L-1),0,0,0,0,1,0,0
2018,Plattner-Daten (L-2),0,0,0,0,1,0,0
2019,Plattner-Daten (L-3),0,0,0,0,1,0,0
2020,Plattner-Daten (L-4),0,0,0,0,1,0,0
2021,Plattner-Daten (L-5),0,0,0,0,1,0,0
2022,Plattner-Daten (L-6),0,0,0,0,1,0,0
2023,Plattner-Daten (L-7),0,0,0,0,1,0,0
2024,Plattner-Daten (L-8),0,0,0,0,1,0,0
2025,Goldschmied-Daten (L-1),0,0,0,0,1,0,0
2026,Goldschmied-Daten (L-2),0,0,0,0,1,0,0
2027,Goldschmied-Daten (L-3),0,0,0,0,1,0,0
2028,Goldschmied-Daten (L-4),0,0,0,0,1,0,0
2029,Goldschmied-Daten (L-5),0,0,0,0,1,0,0
2030,Goldschmied-Daten (L-6),0,0,0,0,1,0,0
2031,Goldschmied-Daten (L-7),0,0,0,0,1,0,0
2032,Goldschmied-Daten (L-8),0,0,0,0,1,0,0
2033,Gerber-Daten (L-1),0,0,0,0,1,0,0
2034,Gerber-Daten (L-2),0,0,0,0,1,0,0
2035,Gerber-Daten (L-3),0,0,0,0,1,0,0
2036,Gerber-Daten (L-4),0,0,0,0,1,0,0
2037,Gerber-Daten (L-5),0,0,0,0,1,0,0
2038,Gerber-Daten (L-6),0,0,0,0,1,0,0
2039,Gerber-Daten (L-7),0,0,0,0,1,0,0
2040,Gerber-Daten (L-8),0,0,0,0,1,0,0
2041,Weber-Daten (L-1),0,0,0,0,1,0,0
2042,Weber-Daten (L-2),0,0,0,0,1,0,0
2043,Weber-Daten (L-3),0,0,0,0,1,0,0
2044,Weber-Daten (L-4),0,0,0,0,1,0,0
2045,Weber-Daten (L-5),0,0,0,0,1,0,0
2046,Weber-Daten (L-6),0,0,0,0,1,0,0
2047,Weber-Daten (L-7),0,0,0,0,1,0,0
2048,Weber-Daten (L-8),0,0,0,0,1,0,0
2049,Alchemist-Daten (L-1),0,0,0,0,1,0,0
2050,Alchemist-Daten (L-2),0,0,0,0,1,0,0
2051,Alchemist-Daten (L-3),0,0,0,0,1,0,0
2052,Alchemist-Daten (L-4),0,0,0,0,1,0,0
2053,Alchemist-Daten (L-5),0,0,0,0,1,0,0
2054,Alchemist-Daten (L-6),0,0,0,0,1,0,0
2055,Alchemist-Daten (L-7),0,0,0,0,1,0,0
2056,Alchemist-Daten (L-8),0,0,0,0,1,0,0
2057,Gourmet-Daten (L-1),0,0,0,0,1,0,0
2058,Gourmet-Daten (L-2),0,0,0,0,1,0,0
2059,Gourmet-Daten (L-3),0,0,0,0,1,0,0
2060,Gourmet-Daten (L-4),0,0,0,0,1,0,0
2061,Gourmet-Daten (L-5),0,0,0,0,1,0,0
2062,Gourmet-Daten (L-6),0,0,0,0,1,0,0
2063,Gourmet-Daten (L-7),0,0,0,0,1,0,0
2064,Gourmet-Daten (L-8),0,0,0,0,1,0,0
2065,Minenarbeiter-Daten (L-1),0,0,0,0,1,0,0
2066,Minenarbeiter-Daten (L-2),0,0,0,0,1,0,0
2067,Minenarbeiter-Daten (L-3),0,0,0,0,1,0,0
2068,Minenarbeiter-Daten (L-4),0,0,0,0,1,0,0
2069,Minenarbeiter-Daten (L-5),0,0,0,0,1,0,0
2070,Minenarbeiter-Daten (L-6),0,0,0,0,1,0,0
2071,Minenarbeiter-Daten (L-7),0,0,0,0,1,0,0
2072,Minenarbeiter-Daten (L-8),0,0,0,0,1,0,0
2073,Gärtner-Daten (L-1),0,0,0,0,1,0,0
2074,Gärtner-Daten (L-2),0,0,0,0,1,0,0
2075,Gärtner-Daten (L-3),0,0,0,0,1,0,0
2076,Gärtner-Daten (L-4),0,0,0,0,1,0,0
2077,Gärtner-Daten (L-5),0,0,0,0,1,0,0
2078,Gärtner-Daten (L-6),0,0,0,0,1,0,0
2079,Gärtner-Daten (L-7),0,0,0,0,1,0,0
2080,Gärtner-Daten (L-8),0,0,0,0,1,0,0
2081,Fischer-Daten (L-1),0,0,0,0,1,0,0
2082,Fischer-Daten (L-2),0,0,0,0,1,0,0
2083,Fischer-Daten (L-3),0,0,0,0,1,0,0
2084,Fischer-Daten (L-4),0,0,0,0,1,0,0
2085,Fischer-Daten (L-5),0,0,0,0,1,0,0
2086,Fischer-Daten (L-6),0,0,0,0,1,0,0
2087,Fischer-Daten (L-7),0,0,0,0,1,0,0
2088,Fischer-Daten (L-8),0,0,0,0,1,0,0
3000,,,0,0,0,0,0,0
3001,Zimmermannszeug,0,0,0,0,1,0,0
3002,Schmiedezeug,0,0,0,0,1,0,0
3003,Plattnerzeug,0,0,0,0,1,0,0
3004,Goldschmiedezeug,0,0,0,0,1,0,0
3005,Gerberzeug,0,0,0,0,1,0,0
3006,Weberzeug,0,0,0,0,1,0,0
3007,Alchemistenzeug,0,0,0,0,1,0,0
3008,Gourmetzeug,0,0,0,0,1,0,0
3009,Minenarbeiterzeug,0,0,0,0,1,0,0
3010,Gärtnerzeug,0,0,0,0,1,0,0
3011,Fischerzeug,0,0,0,0,1,0,0
4000,,,0,0,0,0,0,0
4001,ZIM.DAT I,0,0,0,0,1,0,0
4002,ZIM.DAT II,0,0,0,0,1,0,0
4003,ZIM.DAT III,0,0,0,0,1,0,0
4004,ZIM.DAT IV,0,0,0,0,1,0,0
4005,GRS.DAT I,0,0,0,0,1,0,0
4006,GRS.DAT II,0,0,0,0,1,0,0
4007,GRS.DAT III,0,0,0,0,1,0,0
4008,GRS.DAT IV,0,0,0,0,1,0,0
4009,PLA.DAT I,0,0,0,0,1,0,0
4010,PLA.DAT II,0,0,0,0,1,0,0
4011,PLA.DAT III,0,0,0,0,1,0,0
4012,PLA.DAT IV,0,0,0,0,1,0,0
4013,GLD.DAT I,0,0,0,0,1,0,0
