key,0
#,
int32,str
0,""
1,"The Wolves' Den"
2,"The Wolves' Den (Training)"
3,"Frontline"
4,"Triple Triad"
5,"Lord of Verminion"
6,"Dungeons (A Realm Reborn)"
7,"Dungeons (Heavensward)"
8,"Trials (A Realm Reborn)"
9,"Trials (Heavensward)"
10,"Raids (A Realm Reborn)"
11,"Normal Raids (Heavensward)"
12,"Savage Raids (A Realm Reborn)"
13,"Savage Raids (Heavensward)"
14,"Alliance Raids (A Realm Reborn)"
15,"Alliance Raids (Heavensward)"
16,"Normal Raids (Stormblood)"
17,"Savage Raids (Stormblood)"
18,"Alliance Raids (Stormblood)"
19,"High-end Trials (A Realm Reborn)"
20,"High-end Trials (Heavensward)"
21,"Trials (Stormblood)"
22,"High-end Trials (Stormblood)"
23,"Rival Wings"
24,"The Wolves' Den (Custom)"
25,"The Wolves' Den (Custom Team)"
26,"Chocobo Races"
27,"Chocobo Races (Party Member)"
28,"Daily Challenges"
29,"Mahjong"
30,"Dungeons (Stormblood)"
31,"Dungeons (Shadowbringers)"
32,"Trials (Shadowbringers)"
33,"High-end Trials (Shadowbringers)"
34,"Normal Raids (Shadowbringers)"
35,"Savage Raids (Shadowbringers)"
36,"Alliance Raids (Shadowbringers)"
37,"Dungeons (Endwalker)"
38,"Trials (Endwalker)"
39,"High-end Trials (Endwalker)"
40,"Normal Raids (Endwalker)"
41,"Savage Raids (Endwalker)"
42,"Alliance Raids (Endwalker)"
43,"Crystalline Conflict"
44,"Crystalline Conflict (Custom Match)"
45,"Dungeons (Dawntrail)"
46,"Trials (Dawntrail)"
47,"High-end Trials (Dawntrail)"
48,"Normal Raids (Dawntrail)"
49,"Savage Raids (Dawntrail)"
50,"Alliance Raids (Dawntrail)"
51,""
