key,0
#,Text
int32,str
0,""
1,"Chain ≥ #<Value>IntegerParameter(1)</Value>"
2,"STR ≥ <Value>IntegerParameter(1)</Value>"
3,"DEX ≥ <Value>IntegerParameter(1)</Value>"
4,"VIT ≥ <Value>IntegerParameter(1)</Value>"
5,"INT ≥ <Value>IntegerParameter(1)</Value>"
6,"MND ≥ <Value>IntegerParameter(1)</Value>"
7,"PIE ≥ <Value>IntegerParameter(1)</Value>"
8,"<Gui(56)/> ≥ <Value>IntegerParameter(1)</Value>"
9,"<Gui(57)/> ≥ <Value>IntegerParameter(1)</Value>"
10,"<Gui(58)/> ≥ <Value>IntegerParameter(1)</Value>"
11,"<Gui(59)/> ≥ <Value>IntegerParameter(1)</Value>"
12,"<Gui(60)/> ≥ <Value>IntegerParameter(1)</Value>"
13,"<Gui(61)/> ≥ <Value>IntegerParameter(1)</Value>"
14,"Gathering ≥ <Value>IntegerParameter(1)</Value>"
15,"Perception ≥ <Value>IntegerParameter(1)</Value>"
16,"Gathering < <Value>IntegerParameter(1)</Value>"
17,"Perception <If(IntegerParameter(2))>≥<Else/><</If> <Value>IntegerParameter(1)</Value>"
18,"<Sheet(Status,IntegerParameter(1),0)/> Required"
19,"Max GP ≥ <Value>IntegerParameter(1)</Value>"
20,"<Sheet(Item,IntegerParameter(1),9)/> <If(IntegerParameter(2))>Equipped<Else/>Unequipped</If>"
