key,0
#,
int32,str
0,""
1,"Sundry Splendors "
2,"Here you may exchange Allagan tomestones and other such trifles for any of the luxurious goods available at Mistress Mowen's Boutique of Splendors. You can trust that each and every item in stock was furnished with care by talented artisans and pixies─honesty above all! "
3,"Unified Scrip Exchange"
4,"Here you may exchange crafters' and gatherers' scrips for sundry local treasures and imported conveniences. No matter your trade, all you need and more is within your grasp here at the Unified Scrip Exchange!"
5,"Gatherers' Scrip Porthole"
6,"Take a peep through the ol' porthole for a panorama of supplies coveted by Disciples of the Land the world over. We cast a wide net, so all gatherers' scrips are accepted!"
7,"Quartermaster's Stock"
8,"Trade your hard-won marks for arms and other materiel that will serve you well in the fiercest of battles to come. May you walk in the light of the Crystal...to the end of the crystal line!"
9,"Lor Ul's Curiosity Shop"
10,"Exchange your crafters' and gatherers' scrips for all sorts of shiny objects! We've amassed quite the collection, so do take a moment to satisfy your mortal craving for <Emphasis>things</Emphasis>."
11,"Thesauros Scrip Exchange"
12,"...We are pleased to facilitate the exchange of crafters' and gatherers' scrips on behalf of Rowena's House of Splendors. If you require assistance, you need but ask."
13,"Old Sharlayan Exchange"
14,"Thanks in part to our dealings with Rowena's House of Splendors, we've procured a simply stupendous array of rare articles and fine goods─all available in exchange for Allagan tomestones and other curios!"
