key,0,1
#,,Expac
int32,byte,str
0,0,""
1,2,"Heavensward"
2,3,"Stormblood"
3,4,"Shadowbringers"
4,1,"Raids"
5,2,"Alliance Raids"
6,3,"Trials"
7,1,"Hildibrand, Agent of Enquiry"
8,3,"Saint Endalim's Scholasticate"
9,2,"Chronicles of Light"
10,2,"Carpenter"
11,3,"Blacksmith"
12,4,"Armorer"
13,5,"Goldsmith"
14,6,"Leatherworker"
15,7,"Weaver"
16,8,"Alchemist"
17,9,"Culinarian"
18,2,"Miner"
19,3,"Botanist"
20,4,"Fisher"
21,1,"Gladiator / Paladin"
22,2,"Marauder / Warrior"
23,1,"Conjurer / White Mage"
24,22,"Arcanist / Summoner"
25,1,"Pugilist / Monk"
26,2,"Lancer / Dragoon"
27,3,"Rogue / Ninja"
28,11,"Archer / Bard"
29,21,"Thaumaturge / Black Mage"
30,1,"A Realm Reborn"
31,3,"Dark Knight"
32,4,"Gunbreaker"
33,2,"Scholar"
34,3,"Astrologian"
35,4,"Samurai"
36,12,"Machinist"
37,13,"Dancer"
38,0,""
39,23,"Red Mage"
40,99,"Blue Mage (Limited Job)"
41,0,"Tank"
42,0,"Healer"
43,0,"DPS"
44,5,"Role Master Quests"
45,8,"Void Quests"
46,5,"Endwalker"
47,4,"Sage"
48,5,"Reaper"
49,9,"Variant Dungeons"
50,10,"Tales from the Calamity"
51,11,"Tataru's Grand Endeavor"
52,6,"Dawntrail"
53,6,"Viper"
54,24,"Pictomancer"
55,4,"Role Quests: Prologues"
56,1,"Crafter Quests"
57,1,"Gatherer Quests"
58,6,"Crafter / Gatherer Quests: Prologues"
59,7,"Crafter / Gatherer Master Quests"
