#,GatheringRarePopTimeTable,EphemeralStartTime,EphemeralEndTime
30000,0,65535,65535
30001,0,65535,65535
30002,0,65535,65535
30003,0,65535,65535
30004,0,65535,65535
30005,0,65535,65535
30006,0,65535,65535
30007,0,65535,65535
30008,0,65535,65535
30009,0,65535,65535
30010,0,65535,65535
30011,0,65535,65535
30012,0,65535,65535
30013,0,65535,65535
30014,0,65535,65535
30015,0,65535,65535
30016,0,65535,65535
30017,0,65535,65535
30018,0,65535,65535
30019,0,65535,65535
30020,0,65535,65535
30021,0,65535,65535
30022,0,65535,65535
30023,0,65535,65535
30024,0,65535,65535
30025,0,65535,65535
30026,0,65535,65535
30027,0,65535,65535
30028,0,65535,65535
30029,0,65535,65535
30030,0,65535,65535
30031,0,65535,65535
30032,0,65535,65535
30033,0,65535,65535
30034,0,65535,65535
30035,0,65535,65535
30036,0,65535,65535
30037,0,65535,65535
30038,0,65535,65535
30039,0,65535,65535
30040,0,65535,65535
30041,0,65535,65535
30042,0,65535,65535
30043,0,65535,65535
30044,0,65535,65535
30045,0,65535,65535
30046,0,65535,65535
30047,0,65535,65535
30048,0,65535,65535
30049,0,65535,65535
30050,0,65535,65535
30051,0,65535,65535
30052,0,65535,65535
30053,0,65535,65535
30054,0,65535,65535
30055,0,65535,65535
30056,0,65535,65535
30057,0,65535,65535
30058,0,65535,65535
30059,0,65535,65535
30060,0,65535,65535
30061,0,65535,65535
30062,0,65535,65535
30063,0,65535,65535
30064,0,65535,65535
30065,0,65535,65535
30066,0,65535,65535
30067,0,65535,65535
30068,0,65535,65535
30069,0,65535,65535
30070,0,65535,65535
30071,0,65535,65535
30072,0,65535,65535
30073,0,65535,65535
30074,0,65535,65535
30075,0,65535,65535
30076,0,65535,65535
30077,0,65535,65535
30078,0,65535,65535
30079,0,65535,65535
30080,0,65535,65535
30081,0,65535,65535
30082,0,65535,65535
30083,0,65535,65535
30084,0,65535,65535
30085,0,65535,65535
30086,0,65535,65535
30087,0,65535,65535
30088,0,65535,65535
30089,0,65535,65535
30090,0,65535,65535
30091,0,65535,65535
30092,0,65535,65535
30093,0,65535,65535
30094,0,65535,65535
30095,0,65535,65535
30096,0,65535,65535
30097,0,65535,65535
30098,0,65535,65535
30099,0,65535,65535
30100,0,65535,65535
30101,0,65535,65535
30102,0,65535,65535
30103,0,65535,65535
30104,0,65535,65535
30105,0,65535,65535
30106,0,65535,65535
30107,0,65535,65535
30108,0,65535,65535
30109,0,65535,65535
30110,0,65535,65535
30111,0,65535,65535
30112,0,65535,65535
30113,0,65535,65535
30114,0,65535,65535
30115,0,65535,65535
30116,0,65535,65535
30117,0,65535,65535
30118,0,65535,65535
30119,0,65535,65535
30120,0,65535,65535
30121,0,65535,65535
30122,0,65535,65535
30123,0,65535,65535
30124,0,65535,65535
30125,0,65535,65535
30126,0,65535,65535
30127,0,65535,65535
30128,0,65535,65535
30129,0,65535,65535
30130,0,65535,65535
30131,0,65535,65535
30132,0,65535,65535
30133,0,65535,65535
30134,0,65535,65535
30135,0,65535,65535
30136,0,65535,65535
30137,0,65535,65535
30138,0,65535,65535
30139,0,65535,65535
30140,0,65535,65535
30141,0,65535,65535
30142,0,65535,65535
30143,0,65535,65535
30144,0,65535,65535
30145,0,65535,65535
30146,0,65535,65535
30147,0,65535,65535
30148,0,65535,65535
30149,0,65535,65535
30150,0,65535,65535
30151,0,65535,65535
30152,0,65535,65535
30153,0,65535,65535
30154,0,65535,65535
30155,0,65535,65535
30156,0,65535,65535
30157,0,65535,65535
30158,0,65535,65535
30159,0,65535,65535
30160,0,65535,65535
30161,0,65535,65535
30162,0,65535,65535
30163,0,65535,65535
30164,0,65535,65535
30165,0,65535,65535
30166,0,65535,65535
30167,0,65535,65535
30168,0,65535,65535
30169,0,65535,65535
30170,0,65535,65535
30171,0,65535,65535
30172,0,65535,65535
30173,0,65535,65535
30174,0,65535,65535
30175,0,65535,65535
30176,0,65535,65535
30177,0,65535,65535
30178,0,65535,65535
30179,0,65535,65535
30180,0,65535,65535
30181,0,65535,65535
30182,0,65535,65535
30183,0,65535,65535
30184,0,65535,65535
30185,0,65535,65535
30186,0,65535,65535
30187,0,65535,65535
30188,0,65535,65535
30189,0,65535,65535
30190,0,65535,65535
30191,0,65535,65535
30192,0,65535,65535
30193,0,65535,65535
30194,0,65535,65535
30195,0,65535,65535
30196,0,65535,65535
30197,0,65535,65535
30198,0,65535,65535
30199,0,65535,65535
30200,0,65535,65535
30201,0,65535,65535
30202,0,65535,65535
30203,0,65535,65535
30204,0,65535,65535
30205,0,65535,65535
30206,0,65535,65535
30207,0,65535,65535
30208,0,65535,65535
30209,0,65535,65535
30210,0,65535,65535
30211,0,65535,65535
30212,0,65535,65535
30213,0,65535,65535
30214,0,65535,65535
30215,0,65535,65535
30216,0,65535,65535
30217,0,65535,65535
30218,0,65535,65535
30219,0,65535,65535
30220,0,65535,65535
30221,0,65535,65535
30222,0,65535,65535
30223,0,65535,65535
30224,0,65535,65535
30225,0,65535,65535
30226,0,65535,65535
30227,0,65535,65535
30228,0,65535,65535
30229,0,65535,65535
30230,0,65535,65535
30231,0,65535,65535
30232,0,65535,65535
30233,0,65535,65535
30234,0,65535,65535
30235,0,65535,65535
30236,0,65535,65535
30237,0,65535,65535
30238,0,65535,65535
30239,0,65535,65535
30240,0,65535,65535
30241,0,65535,65535
30242,0,65535,65535
30243,0,65535,65535
30244,0,65535,65535
30245,0,65535,65535
30246,0,65535,65535
30247,0,65535,65535
30248,0,65535,65535
30249,0,65535,65535
30250,0,65535,65535
30251,0,65535,65535
30252,0,65535,65535
30253,0,65535,65535
30254,0,65535,65535
30255,0,65535,65535
30256,0,65535,65535
30257,0,65535,65535
30258,0,65535,65535
30259,0,65535,65535
30260,0,65535,65535
30261,0,65535,65535
30262,0,65535,65535
30263,0,65535,65535
30264,0,65535,65535
30265,0,65535,65535
30266,0,65535,65535
30267,0,65535,65535
30268,0,65535,65535
30269,0,65535,65535
30270,0,65535,65535
30271,0,65535,65535
30272,0,65535,65535
30273,0,65535,65535
30274,0,65535,65535
30275,0,65535,65535
30276,0,65535,65535
30277,0,65535,65535
30278,0,65535,65535
30279,0,65535,65535
30280,0,65535,65535
30281,0,65535,65535
30282,0,65535,65535
30283,0,65535,65535
30284,0,65535,65535
30285,0,65535,65535
30286,0,65535,65535
30287,0,65535,65535
30288,0,65535,65535
30289,0,65535,65535
30290,0,65535,65535
30291,0,65535,65535
30292,0,65535,65535
30293,0,65535,65535
30294,0,65535,65535
30295,0,65535,65535
30296,0,65535,65535
30297,0,65535,65535
30298,0,65535,65535
30299,0,65535,65535
30300,0,65535,65535
30301,0,65535,65535
30302,0,65535,65535
30303,0,65535,65535
30304,0,65535,65535
30305,0,65535,65535
30306,0,65535,65535
30307,0,65535,65535
30308,0,65535,65535
30309,0,65535,65535
30310,0,65535,65535
30311,0,65535,65535
30312,0,65535,65535
30313,0,65535,65535
30314,0,65535,65535
30315,0,65535,65535
30316,0,65535,65535
30317,0,65535,65535
30318,0,65535,65535
30319,0,65535,65535
30320,0,65535,65535
30321,0,65535,65535
30322,0,65535,65535
30323,0,65535,65535
30324,0,65535,65535
30325,0,65535,65535
30326,0,65535,65535
30327,0,65535,65535
30328,0,65535,65535
30329,0,65535,65535
30330,0,65535,65535
30331,0,65535,65535
30332,0,65535,65535
30333,0,65535,65535
30334,0,65535,65535
30335,0,65535,65535
30336,0,65535,65535
30337,0,65535,65535
30338,0,65535,65535
30339,0,65535,65535
30340,0,65535,65535
30341,0,65535,65535
30342,0,65535,65535
30343,0,65535,65535
30344,0,65535,65535
30345,0,65535,65535
30346,0,65535,65535
30347,0,65535,65535
30348,0,65535,65535
30349,0,65535,65535
30350,0,65535,65535
30351,0,65535,65535
30352,0,65535,65535
30353,0,65535,65535
30354,0,65535,65535
30355,0,65535,65535
30356,0,65535,65535
30357,0,65535,65535
30358,0,65535,65535
30359,0,65535,65535
30360,0,65535,65535
30361,0,65535,65535
30362,0,65535,65535
30363,0,65535,65535
30364,0,65535,65535
30365,0,65535,65535
30366,0,65535,65535
30367,0,65535,65535
30368,0,65535,65535
30369,0,65535,65535
30370,0,65535,65535
30371,0,65535,65535
30372,0,65535,65535
30373,0,65535,65535
30374,0,65535,65535
30375,0,65535,65535
30376,0,65535,65535
30377,0,65535,65535
30378,0,65535,65535
30379,0,65535,65535
30380,0,65535,65535
30381,0,65535,65535
30382,0,65535,65535
30383,0,65535,65535
30384,0,65535,65535
30385,0,65535,65535
30386,0,65535,65535
30387,0,65535,65535
30388,0,65535,65535
30389,0,65535,65535
30390,0,65535,65535
30391,0,65535,65535
30392,0,65535,65535
30393,0,65535,65535
30394,0,65535,65535
30395,0,65535,65535
30396,0,65535,65535
30397,0,65535,65535
30398,0,65535,65535
30399,0,65535,65535
30400,0,65535,65535
30401,0,65535,65535
30402,0,65535,65535
30403,0,65535,65535
30404,0,65535,65535
30405,0,65535,65535
30406,0,65535,65535
30407,0,65535,65535
30408,0,65535,65535
30409,0,65535,65535
30410,0,65535,65535
30411,0,65535,65535
30412,0,65535,65535
30413,0,65535,65535
30414,0,65535,65535
30415,0,65535,65535
30416,0,65535,65535
30417,0,65535,65535
30418,0,65535,65535
30419,0,65535,65535
30420,0,65535,65535
30421,0,65535,65535
30422,0,65535,65535
30423,0,65535,65535
30424,0,65535,65535
30425,0,65535,65535
30426,0,65535,65535
30427,0,65535,65535
30428,0,65535,65535
30429,0,65535,65535
30430,0,65535,65535
30431,0,65535,65535
30432,0,65535,65535
30433,0,65535,65535
30434,0,65535,65535
30435,0,65535,65535
30436,0,65535,65535
30437,0,65535,65535
30438,0,65535,65535
30439,0,65535,65535
30440,0,65535,65535
30441,0,65535,65535
30442,0,65535,65535
30443,0,65535,65535
30444,0,65535,65535
30445,0,65535,65535
30446,0,65535,65535
30447,0,65535,65535
30448,0,65535,65535
30449,0,65535,65535
30450,0,65535,65535
30451,0,65535,65535
30452,0,65535,65535
30453,0,65535,65535
30454,0,65535,65535
30455,0,65535,65535
30456,0,65535,65535
30457,0,65535,65535
30458,0,65535,65535
30459,0,65535,65535
30460,0,65535,65535
30461,0,65535,65535
30462,0,65535,65535
30463,0,65535,65535
30464,0,65535,65535
30465,0,65535,65535
30466,0,65535,65535
30467,0,65535,65535
30468,0,65535,65535
30469,0,65535,65535
30470,0,65535,65535
30471,0,65535,65535
30472,0,65535,65535
30473,0,65535,65535
30474,0,65535,65535
30475,0,65535,65535
30476,0,65535,65535
30477,0,65535,65535
30478,0,65535,65535
30479,0,65535,65535
30480,0,65535,65535
30481,0,65535,65535
30482,0,65535,65535
30483,0,65535,65535
30484,0,65535,65535
30485,0,65535,65535
30486,0,65535,65535
30487,0,65535,65535
30488,0,65535,65535
30489,0,65535,65535
30490,0,65535,65535
30491,0,65535,65535
30492,0,65535,65535
30493,0,65535,65535
30494,0,65535,65535
30495,0,65535,65535
30496,0,65535,65535
30497,0,65535,65535
30498,0,65535,65535
