key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
#,LogMessage,KeyItem,ItemPouch,,Material[0],Amount[0],Material[1],Amount[1],Material[2],Amount[2],Material[3],Amount[3],Material[4],Amount[4],Order
int32,LogMessage,MJIKeyItem,MJIItemPouch,byte,MJIRecipeMaterial,byte,MJIRecipeMaterial,byte,MJIRecipeMaterial,byte,MJIRecipeMaterial,byte,MJIRecipeMaterial,byte,byte
0,9904,1,0,1,3,2,4,2,21,3,0,0,0,0,20
1,9905,2,0,1,4,3,7,2,9,4,0,0,0,0,21
2,9906,3,0,1,7,3,9,3,11,4,0,0,0,0,22
3,9907,4,0,1,7,3,16,3,11,4,0,0,0,0,23
4,9908,5,0,1,7,3,11,3,12,3,13,3,0,0,24
5,9909,6,0,1,7,3,11,4,12,4,17,3,0,0,25
6,9910,7,0,1,8,6,11,6,12,6,13,6,0,0,40
7,9911,8,0,1,7,6,11,6,12,6,21,6,0,0,41
8,9912,0,61,3,2,3,0,0,0,0,0,0,0,0,1
9,9913,0,62,3,1,2,0,0,0,0,0,0,0,0,2
10,9914,0,63,3,1,2,1,2,0,0,0,0,0,0,3
11,9915,0,64,1,3,1,9,2,0,0,0,0,0,0,10
12,9916,0,65,1,13,3,11,1,0,0,0,0,0,0,11
13,9917,0,66,1,5,2,10,1,14,2,0,0,0,0,12
14,9947,9,0,1,8,10,9,10,11,10,15,10,0,0,26
15,9947,10,0,1,16,10,12,10,8,10,11,10,15,10,50
16,9947,11,0,1,17,10,13,10,16,10,12,10,7,10,51
17,9947,12,0,1,18,10,19,10,20,10,13,10,16,10,52
18,10205,13,0,1,7,3,18,2,19,3,0,0,0,0,26
19,10212,15,0,1,8,10,18,10,19,10,22,10,23,10,42
20,10211,14,0,1,7,3,18,3,23,3,24,4,0,0,27
21,9947,16,0,1,7,10,24,10,26,10,25,10,27,10,53
22,10212,19,0,1,8,10,22,10,23,10,26,10,25,10,43
23,10231,17,0,1,18,3,22,3,25,4,37,3,0,0,28
24,10232,18,0,1,24,3,34,3,36,4,37,3,0,0,29
25,10233,0,105,1,18,25,34,25,29,25,30,25,32,25,13
26,10234,0,106,1,13,25,35,25,28,25,30,25,32,25,14
27,10235,0,107,1,14,25,37,25,28,25,31,25,33,25,15
