#,Name,Description,Icon,PlayerLevel,Unknown0,PlaceName,Order,Unknown1
0,,,0,0,0,0,1,False
1,"Stone, Sky, Sea - Basic Training","“She who fights with strength of stone unyielding, breathes deep of boundless sky and embraces serenity of rolling sea, against her none can stand.”

Embrace the esoterics of foreign masters and destroy the striking dummy within the time limit!",112145,60,0,2089,100,False
2,"Stone, Sky, Sea - The Limitless Blue (Extreme)","“She who fishes for giant island-eating whale second time is either great warrior or great fool.”

Embrace the esoterics of foreign masters and destroy the striking dummy within the time limit!",112146,60,0,2089,101,False
3,"Stone, Sky, Sea - Alexander: Gordias","“She who crawls inside arm of metal titan filled with angry goblins is either great warrior or great fool.”

Embrace the esoterics of foreign masters and destroy the striking dummy within the time limit!",112147,60,0,2089,102,False
4,"Stone, Sky, Sea - The Fist of the Father (Savage)","“She who indulges rambling bard with penchant for exaggeration is either great warrior or great fool.”

Embrace the esoterics of foreign masters and destroy the striking dummy within the time limit!",112148,60,0,2089,103,False
5,"Stone, Sky, Sea - The Cuff of the Father (Savage)","“She who indulges rambling bard with penchant for exaggeration is either great warrior or great fool.”

Embrace the esoterics of foreign masters and destroy the striking dummy within the time limit!",112149,60,0,2089,104,False
6,"Stone, Sky, Sea - The Arm of the Father (Savage)","“She who indulges rambling bard with penchant for exaggeration is either great warrior or great fool.”

Embrace the esoterics of foreign masters and destroy the striking dummy within the time limit!",112150,60,0,2089,105,False
7,"Stone, Sky, Sea - The Burden of the Father (Savage)","“She who indulges rambling bard with penchant for exaggeration is either great warrior or great fool.”

Embrace the esoterics of foreign masters and destroy the striking dummy within the time limit!",112151,60,0,2089,106,False
8,"Stone, Sky, Sea - The Minstrel's Ballad: Thordan's Reign","“She who battles god-king and personal guard, then allows rambling bard to construct elaborate fantasy version is either great warrior or great fool.”

Embrace the esoterics of foreign masters and destroy the striking dummy within the time limit!",112152,60,0,2089,107,False
9,"Stone, Sky, Sea - Containment Bay S1T7 (Extreme)","“She who allows ancient contraption to construct elaborate fantasy is either great warrior or great fool.”

Embrace the esoterics of foreign masters and destroy the striking dummy within the time limit!",112153,60,0,2089,108,False
10,"Stone, Sky, Sea - Alexander: Midas","“She who crawls inside other arm of metal titan still filled with angry goblins is either great warrior or great fool.”

Embrace the esoterics of foreign masters and destroy the striking dummy within the time limit!",112154,60,0,2089,109,False
11,"Stone, Sky, Sea - The Fist of the Son (Savage)","“She who persists in indulging rambling bard whose fantastic fabrications continue to defy logic and inflict much pain is either great warrior or great fool.”

Embrace the esoterics of foreign masters and destroy the striking dummy within the time limit!",112155,60,0,2089,110,False
12,"Stone, Sky, Sea - The Cuff of the Son (Savage)","“She who persists in indulging rambling bard whose fantastic fabrications continue to defy logic and inflict much pain is either great warrior or great fool.”

Embrace the esoterics of foreign masters and destroy the striking dummy within the time limit!",112156,60,0,2089,111,False
13,"Stone, Sky, Sea - The Arm of the Son (Savage)","“She who persists in indulging rambling bard whose fantastic fabrications continue to defy logic and inflict much pain is either great warrior or great fool.”

Embrace the esoterics of foreign masters and destroy the striking dummy within the time limit!",112157,60,0,2089,112,False
14,"Stone, Sky, Sea - The Burden of the Son (Savage)","“She who persists in indulging rambling bard whose fantastic fabrications continue to defy logic and inflict much pain is either great warrior or great fool.”

Embrace the esoterics of foreign masters and destroy the striking dummy within the time limit!",112158,60,0,2089,113,False
15,"Stone, Sky, Sea - The Minstrel's Ballad: Nidhogg's Rage","“She who hearkens to rambling bard's ballad of man who was dragon man who was maybe just dragon obsessed with burning people and thatched-roof cottages is either great warrior or great fool.”

Embrace the esoterics of foreign masters and destroy the striking dummy within the time limit!",112159,60,0,2089,114,False
