key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,Name,Quest,RewardType,ShopItems[0],ShopItems[1],ShopItems[2],ShopItems[3],ShopItems[4],ShopItems[5],ShopItems[6],ShopItems[7],ShopItems[8],ShopItems[9],ShopItems[10]
int32,str,Quest,byte,CollectablesShopItem,CollectablesShopItem,CollectablesShopItem,CollectablesShopItem,CollectablesShopItem,CollectablesShopItem,CollectablesShopItem,CollectablesShopItem,CollectablesShopItem,CollectablesShopItem,CollectablesShopItem
3866624,"",0,0,0,0,0,0,0,0,0,0,0,0,0
3866625,"Oddly Specific Materials Exchange (Crafting)",69428,2,1,2,3,4,5,6,7,8,0,0,0
3866626,"収集品納品",67631,1,23,24,25,26,27,28,29,30,31,32,14
3866627,"●収集品回収",0,1,15,16,17,18,19,20,21,22,12,13,0
3866628,"Oddly Delicate Materials Exchange",69518,2,33,34,35,36,37,38,39,40,41,42,43
3866629,"Obsolete Resplendent Materials Exchange",69139,2,44,45,46,47,48,49,50,51,0,0,0
3866630,"Resplendent Materials Exchange",69139,2,52,53,54,55,56,57,58,59,0,0,0
3866631,"Trade Goods Exchange",0,2,60,61,62,63,64,65,66,67,68,69,70
