key,0,1,2,3,4,5,6,7,8,9
#,Singular,Adjective,Plural,PossessivePronoun,StartsWithVowel,,Pronoun,Article,Name{Rank},
int32,str,sbyte,str,sbyte,sbyte,sbyte,sbyte,sbyte,str,str
0,"",0,"",0,0,0,0,0,"",""
1,"Serpent Private Third Class",0,"Serpent Privates Third Class",0,0,0,0,0,"private",""
2,"Serpent Private Second Class",0,"Serpent Privates Second Class",0,0,0,0,0,"private",""
3,"Serpent Private First Class",0,"Serpent Privates First Class",0,0,0,0,0,"private",""
4,"Serpent Corporal",0,"Serpent Corporals",0,0,0,0,0,"corporal",""
5,"Serpent Sergeant Third Class",0,"Serpent Sergeants Third Class",0,0,0,0,0,"sergeant",""
6,"Serpent Sergeant Second Class",0,"Serpent Sergeants Second Class",0,0,0,0,0,"sergeant",""
7,"Serpent Sergeant First Class",0,"Serpent Sergeants First Class",0,0,0,0,0,"sergeant",""
8,"Chief Serpent Sergeant",0,"Chief Serpent Sergeants",0,0,0,0,0,"sergeant",""
9,"Second Serpent Lieutenant",0,"Second Serpent Lieutenants",0,0,0,0,0,"lieutenant",""
10,"First Serpent Lieutenant",0,"First Serpent Lieutenants",0,0,0,0,0,"lieutenant",""
11,"Serpent Captain",0,"Serpent Captains",0,0,0,0,0,"captain",""
12,"Second Serpent Commander",0,"Second Serpent Commanders",0,0,0,0,0,"commander",""
13,"First Serpent Commander",0,"First Serpent Commanders",0,0,0,0,0,"commander",""
14,"High Serpent Commander",0,"High Serpent Commanders",0,0,0,0,0,"commander",""
15,"Rear Serpent Marshal",0,"Rear Serpent Marshals",0,0,0,0,0,"rear marshal",""
16,"Vice Serpent Marshal",0,"Vice Serpent Marshals",0,0,0,0,0,"vice marshal",""
17,"Serpent Marshal",0,"Serpent Marshals",0,0,0,0,0,"marshal",""
18,"Grand Serpent Marshal",0,"Grand Serpent Marshals",0,0,0,0,0,"grand marshal",""
19,"Serpent Champion",0,"Serpent Champions",0,0,0,0,0,"champion",""
