#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6
0,0,0,0,0,0,False,False
1,0,0,0,0,0,False,False
2,0,0,0,0,0,False,False
3,0,0,0,0,0,False,False
4,0,0,0,0,0,False,False
5,70065,20,2,0,255,False,False
6,70066,20,0,0,255,True,False
7,70066,20,1,2,255,False,False
8,70070,3,2,0,255,False,False
9,70071,3,0,0,255,True,False
10,70128,5,3,4,255,False,False
11,70128,4,5,0,255,False,False
12,70129,8,0,0,255,True,False
13,70129,8,1,3,255,False,False
14,70129,6,3,0,255,False,False
15,70130,26,0,0,255,True,False
16,70130,26,1,3,255,False,False
17,70130,7,3,0,255,False,False
18,70131,7,0,0,255,True,False
19,70131,8,1,2,255,False,False
20,70131,7,2,3,255,False,False
21,70131,8,3,255,255,False,False
22,70131,9,255,0,255,False,False
23,70132,9,0,0,255,True,False
24,70132,9,1,0,255,False,False
25,70133,9,0,0,255,True,False
26,70133,9,1,2,255,False,False
27,70133,22,2,3,255,False,False
28,70133,9,4,0,255,False,False
29,70134,9,0,0,255,True,False
30,70134,9,1,255,255,False,False
31,70135,10,0,0,255,True,False
32,67170,23,2,3,255,False,False
33,70012,11,255,0,255,False,False
34,70013,11,0,0,255,True,False
35,70013,11,255,0,255,False,False
36,70014,11,0,0,255,True,False
37,70014,11,2,0,255,False,False
38,70015,11,0,0,255,True,False
39,70015,11,1,2,255,False,False
40,70015,11,3,255,255,False,False
41,70171,11,255,0,255,False,False
42,70172,11,0,0,255,True,False
43,70172,11,2,0,255,False,False
44,70173,11,0,0,255,True,False
45,70173,11,1,3,255,False,False
46,70173,11,255,0,255,False,False
47,70174,11,0,0,255,True,False
48,70174,11,1,2,255,False,False
49,70174,11,3,0,255,False,False
50,70175,11,0,0,255,True,False
51,70175,12,2,0,255,False,False
52,70176,12,0,0,255,True,False
53,70176,12,1,2,255,False,False
54,70176,11,2,3,255,False,False
55,70072,13,4,0,255,False,False
56,70073,13,0,0,255,True,False
57,70073,13,1,2,255,False,False
58,70073,13,3,255,255,False,True
59,70074,13,0,0,255,True,False
60,70074,13,1,2,255,False,False
61,70075,13,6,255,255,False,False
62,70202,13,1,2,255,False,True
63,70202,13,4,255,255,False,True
64,70203,13,0,0,255,True,False
65,70205,13,1,2,255,False,True
66,70137,14,6,255,255,False,False
67,0,0,0,0,0,False,False
68,70144,14,1,2,255,False,False
69,0,0,0,0,0,False,False
70,0,0,0,0,0,False,False
71,0,0,0,0,0,False,False
72,0,0,0,0,0,False,False
73,70156,14,1,2,255,False,False
74,0,0,0,0,0,False,False
75,0,0,0,0,0,False,False
76,0,0,0,0,0,False,False
77,0,0,0,0,0,False,False
78,0,0,0,0,0,False,False
79,0,0,0,0,0,False,False
80,70166,14,1,2,255,False,False
81,0,0,0,0,0,False,False
82,0,0,0,0,0,False,False
83,0,0,0,0,0,False,False
84,70179,18,3,0,255,False,False
85,70181,19,255,0,255,False,False
86,70265,19,255,0,255,False,False
87,70210,17,4,0,255,False,False
88,70211,17,0,0,255,True,False
89,70211,16,1,3,255,False,False
90,70211,17,3,4,255,False,False
91,70211,15,4,255,255,False,False
92,70213,21,3,4,255,False,False
93,70128,24,4,5,255,False,False
94,70069,25,2,4,255,False,False
95,70292,27,1,2,255,False,False
96,70292,27,255,0,255,False,False
97,70293,27,0,0,255,True,False
98,70293,27,1,3,255,False,False
99,70293,30,3,4,255,False,False
100,70293,28,255,0,255,False,False
101,70294,28,0,0,255,True,False
102,70294,31,1,2,255,False,False
103,70294,28,255,0,255,False,False
104,70295,28,0,0,255,True,False
105,70295,32,1,2,255,False,False
106,70295,27,255,0,255,False,False
107,70296,27,0,0,255,True,False
108,70296,12,1,2,255,False,False
109,70296,27,2,255,255,False,False
110,70000,48,3,4,255,False,False
111,0,0,0,0,255,False,False
112,0,0,0,0,255,False,False
113,69704,35,5,6,255,False,False
114,69945,36,4,5,255,False,False
115,69913,37,3,4,255,False,False
116,69973,38,2,3,255,False,False
117,69703,39,2,3,255,False,False
118,0,0,0,0,255,False,False
119,0,0,0,0,255,False,False
120,0,0,0,0,255,False,False
121,0,0,0,0,255,False,False
122,69311,42,4,255,255,False,False
123,69414,45,255,0,255,False,False
124,69415,45,0,0,255,True,False
125,69418,45,3,0,255,False,False
126,66892,45,0,0,255,True,False
127,66899,45,255,0,255,False,False
128,66978,45,0,0,255,True,False
129,66983,45,255,0,255,False,False
130,66984,45,0,0,255,True,False
131,66989,45,255,0,255,False,False
132,66992,45,0,0,255,True,False
133,66992,45,1,2,255,False,False
134,66992,45,255,0,255,False,False
135,66993,45,0,0,255,True,False
136,66993,45,255,0,255,False,False
137,66994,45,0,0,255,True,False
138,66996,45,1,2,255,False,False
139,66996,45,3,0,255,False,False
140,65588,45,0,0,255,True,False
141,65588,45,1,3,255,False,False
142,65589,45,1,2,255,False,False
143,65589,45,255,0,255,False,False
144,65590,45,0,0,255,True,False
145,65590,45,1,2,255,False,False
146,69423,45,255,0,255,False,False
147,65618,45,0,0,255,True,False
148,65618,45,255,0,255,False,False
149,65620,45,0,0,255,True,False
150,65623,45,255,0,255,False,False
151,65624,45,0,0,255,True,False
152,65624,45,1,2,255,False,False
153,65625,45,255,0,255,False,False
154,65899,45,0,0,255,True,False
155,65899,45,1,2,255,False,False
156,65901,45,255,0,255,False,False
157,65902,45,0,0,255,True,False
158,65902,45,1,2,255,False,False
159,65902,45,6,0,255,False,False
160,69424,45,0,0,255,True,False
161,69424,45,1,4,255,False,False
162,65905,45,2,3,255,False,False
163,65905,45,4,255,255,False,True
164,65906,45,0,0,255,True,False
165,65906,45,1,2,255,False,False
166,65906,45,255,0,255,False,False
167,65907,45,0,0,255,True,False
168,65909,45,255,0,255,False,False
169,65927,45,0,0,255,True,False
170,65927,45,1,2,255,False,False
171,70127,45,255,0,255,False,False
172,65956,45,0,0,255,True,False
173,65956,45,1,3,255,False,False
174,65956,45,255,0,255,False,False
175,65957,45,0,0,255,True,False
176,65958,45,255,0,255,False,False
177,65959,45,0,0,255,True,False
178,65959,45,1,2,255,False,False
179,65960,45,255,0,255,False,False
180,65961,45,0,0,255,True,False
181,65965,45,0,0,255,True,False
182,65965,45,255,0,255,False,False
183,67168,45,1,0,255,False,False
184,67169,45,0,0,255,True,False
185,67767,45,3,0,255,False,False
186,67768,45,0,0,255,True,False
187,67886,45,3,0,255,False,False
188,67887,45,0,0,255,True,False
189,67890,45,1,2,255,False,True
190,67891,45,255,0,255,False,False
191,67892,45,0,0,255,True,False
192,67893,45,255,0,255,False,False
193,67894,45,0,0,255,True,False
194,67895,45,255,0,255,False,False
195,67982,45,0,0,255,True,False
196,67982,45,1,2,255,False,False
197,68004,45,2,255,255,False,False
198,68611,45,255,0,255,False,False
199,68612,45,0,0,255,True,False
200,68612,45,1,0,255,False,False
201,68679,45,0,0,255,True,False
202,68685,45,1,2,255,False,False
203,68685,45,255,0,255,False,False
204,68715,45,0,0,255,True,False
205,68719,45,255,0,255,False,False
206,68720,45,0,0,255,True,False
207,68721,45,3,0,255,False,False
208,68815,45,0,0,255,True,False
209,69190,45,255,0,255,False,False
210,69209,45,0,0,255,True,False
211,69209,45,2,3,255,False,False
212,69218,45,2,0,255,False,False
213,69297,45,0,0,255,True,False
214,69309,45,2,0,255,False,False
215,69310,45,0,0,255,True,False
216,69318,46,2,255,255,False,False
217,69318,45,255,0,255,False,False
218,69543,45,0,0,255,True,False
219,69545,45,1,2,255,False,False
220,69546,45,0,0,255,True,False
221,69552,45,255,0,255,False,False
222,69594,45,0,0,255,True,False
223,69599,45,4,0,255,False,False
224,69600,45,0,0,255,True,False
225,69602,52,3,255,255,False,False
226,69602,45,255,0,255,False,False
227,69893,45,0,0,255,True,False
228,70062,45,0,0,255,True,False
229,67650,45,255,0,255,False,False
230,67651,45,0,0,255,True,False
231,67651,45,255,0,255,False,False
232,67652,45,0,0,255,True,False
233,67652,45,255,0,255,False,False
234,67766,45,0,0,255,True,False
235,67766,45,255,0,255,False,False
236,67817,45,0,0,255,True,False
237,67824,45,0,0,255,True,False
238,67824,45,255,0,255,False,False
239,67868,45,0,0,255,True,False
240,67868,45,255,0,255,False,False
241,67869,45,0,0,255,True,False
242,67930,45,0,0,255,True,False
243,67930,45,255,0,255,False,False
244,67931,45,0,0,255,True,False
245,69522,45,1,3,255,False,False
246,69543,47,1,2,255,False,False
247,69545,47,2,4,255,False,False
248,70000,53,6,7,255,False,False
249,70000,45,7,0,255,False,False
250,68637,49,1,2,255,False,False
251,67196,49,0,0,255,True,False
252,67196,49,1,3,255,False,False
253,67196,49,255,0,255,False,False
254,67197,49,0,0,255,True,False
255,67695,49,1,2,255,False,False
256,67768,49,2,3,255,False,False
257,67768,49,4,0,255,False,False
258,67769,49,0,0,255,True,False
259,67015,49,1,2,255,False,False
260,67502,49,0,0,255,True,False
261,67502,49,255,0,255,False,False
262,67503,49,0,0,255,True,False
263,67503,49,255,0,255,False,False
264,67504,49,0,0,255,True,False
265,67504,49,2,0,255,False,False
266,67505,49,0,0,255,True,False
267,67505,49,255,0,255,False,False
268,67506,49,0,0,255,True,False
269,67506,49,1,5,255,False,False
270,67506,49,255,0,255,False,False
271,67507,49,0,0,255,True,False
272,67507,49,2,0,255,False,False
273,69547,49,2,3,255,False,False
274,69894,51,255,0,255,False,False
275,69895,51,0,0,255,True,False
276,69903,51,255,0,255,False,False
277,69904,51,0,0,255,True,False
278,69912,51,255,0,255,False,False
279,69913,51,0,0,255,True,False
280,69917,51,1,2,255,False,False
281,69944,51,4,255,255,False,False
282,69945,51,1,2,255,False,False
283,69974,51,255,0,255,False,False
284,69975,51,0,0,255,True,False
285,69976,51,2,3,255,False,False
286,69662,50,255,0,255,False,False
287,69663,50,0,0,255,True,False
288,69663,50,255,0,255,False,False
289,69664,50,0,0,255,True,False
290,69664,50,255,0,255,False,False
291,69665,50,0,0,255,True,False
292,69665,50,255,0,255,False,False
293,69666,50,0,0,255,True,False
294,69666,50,255,0,255,False,False
295,69667,50,0,0,255,True,False
296,69667,50,3,255,255,False,False
297,69254,54,3,4,255,False,False
298,69254,54,5,0,255,False,False
299,69255,54,0,0,255,True,False
300,69255,56,255,0,255,False,False
301,69256,56,0,0,255,True,False
302,69256,56,1,5,255,False,False
303,69256,57,5,6,255,False,False
304,69256,58,6,7,255,False,False
305,69256,56,7,8,255,False,False
306,69256,54,8,255,255,False,False
307,69257,56,0,0,255,True,False
308,69257,56,1,5,255,False,False
309,69257,57,5,6,255,False,False
310,69257,58,6,7,255,False,False
311,69257,56,7,8,255,False,False
312,69257,54,8,255,255,False,False
313,69320,54,255,0,255,False,False
314,69321,54,0,0,255,True,False
315,69488,54,3,4,255,False,False
316,69488,56,4,255,255,False,False
317,69488,54,255,0,255,False,False
318,69489,54,0,0,255,True,False
319,69489,59,2,3,255,False,False
320,69489,54,3,0,255,False,False
321,69489,55,255,0,255,False,False
322,69490,55,0,0,255,True,False
323,69490,54,1,7,255,False,False
324,69490,55,7,8,255,False,False
325,69490,54,8,9,255,False,False
326,69534,59,12,13,255,False,False
327,69534,60,13,14,255,False,False
328,69534,61,14,15,255,False,False
329,69534,54,15,255,255,False,False
330,69570,54,1,2,255,False,False
331,69570,54,3,4,255,False,False
332,69570,59,255,0,255,False,False
333,69571,59,0,0,255,True,False
334,69571,61,1,2,255,False,False
335,69931,64,4,5,255,False,False
336,68815,63,4,5,255,False,False
337,68791,65,255,0,255,False,False
338,68792,65,0,0,255,True,False
339,68792,68,1,2,255,False,False
340,68792,65,2,3,255,False,False
341,68792,67,255,0,255,False,False
342,68793,66,0,0,255,True,False
343,68793,69,1,2,255,False,False
344,68793,66,2,0,255,False,False
345,68794,66,0,0,255,True,False
346,68794,65,1,2,255,False,False
347,68794,66,2,3,255,False,False
348,68794,70,3,255,255,False,False
349,68794,66,255,0,255,False,False
350,68795,65,0,0,255,True,False
351,68795,66,1,2,255,False,False
352,68795,71,2,3,255,False,False
353,68795,66,255,0,255,False,False
354,68796,65,0,0,255,True,False
355,68796,65,1,2,255,False,False
356,69323,65,255,0,255,False,False
357,69324,65,0,0,255,True,False
358,69324,66,1,2,255,False,False
359,69324,72,2,3,255,False,False
360,69324,66,255,0,255,False,False
361,69325,65,0,0,255,True,False
362,69325,65,1,4,255,False,False
363,69325,66,4,5,255,False,False
364,69325,73,5,255,255,False,False
365,69325,66,255,0,255,False,False
366,69326,65,0,0,255,True,False
367,69326,66,1,3,255,False,False
368,69326,74,3,255,255,False,False
369,69326,66,255,0,255,False,False
370,69327,66,0,0,255,True,False
371,69327,75,1,2,255,False,False
372,69327,66,2,0,255,False,False
373,69328,65,0,0,255,True,False
374,69512,65,0,0,255,True,False
375,69512,66,1,2,255,False,False
376,69512,76,2,255,255,False,False
377,69512,66,255,0,255,False,False
378,69513,65,0,0,255,True,False
379,69513,65,1,2,255,False,False
380,69513,77,4,255,255,False,False
381,69513,66,255,0,255,False,False
382,69514,66,0,0,255,True,False
383,69514,78,1,2,255,False,False
384,69514,66,2,3,255,False,False
385,69514,79,3,4,255,False,False
386,69514,65,4,0,255,False,False
387,69515,65,0,0,255,True,False
388,69931,80,5,0,255,False,False
389,69571,59,3,4,255,False,False
390,69572,54,1,2,255,False,False
391,69572,54,3,255,255,False,False
392,70297,81,1,3,255,False,False
393,70298,81,0,0,255,True,False
394,70298,81,1,255,255,False,False
395,70297,81,255,0,255,False,False
396,69586,56,1,255,255,False,False
397,0,0,0,0,255,False,False
398,70297,82,3,255,255,False,False
399,68815,83,2,3,255,False,False
400,69587,59,1,255,255,False,False
401,69587,60,1,255,255,False,False
402,69587,61,1,255,255,False,False
403,69932,84,0,0,255,True,False
404,69932,84,1,2,255,False,False
405,69944,91,1,2,255,False,False
406,69932,85,2,0,255,False,False
407,69254,62,4,5,255,False,False
408,69489,89,1,2,255,False,False
409,69571,90,2,3,255,False,False
410,68817,86,255,0,255,False,False
411,68818,87,0,0,255,True,False
412,68826,87,255,0,255,False,False
