key,0,1,2,3,4,5,6,7,8,9
#,SGB[0],SGB[1],SGB[2],SGB[3],SGB[4],,,,,
int32,ExportedSG,ExportedSG,ExportedSG,ExportedSG,ExportedSG,uint32,uint32,uint32,uint32,uint32
0,0,0,0,0,0,0,0,0,0,0
1,30025,30041,30061,32640,34887,11,12,13,0,0
2,30026,30042,30062,32694,35030,11,12,13,0,0
3,30027,30043,30063,32799,35037,11,12,13,0,0
4,30028,30044,30064,32837,35041,11,12,13,0,0
5,30029,30045,30065,32918,35044,11,12,13,0,0
6,30033,30047,30067,32641,34984,14,15,16,0,0
7,30034,30048,30068,32693,35017,14,15,16,0,0
8,30035,30049,30069,32871,35042,14,15,16,0,0
9,30036,30050,30070,32728,35022,17,18,19,0,0
10,30037,30051,30071,32698,35036,17,18,19,0,0
11,30038,30052,30072,32834,35038,17,18,19,0,0
12,30039,30053,30073,32861,35043,17,18,19,0,0
13,30030,30046,30066,32920,35045,0,0,0,0,0
14,30040,30056,30074,32913,35046,0,0,0,0,0
