key,0,1,2,3,4,5,6,7
#,UIForeground,UIGlow,,,,,,
int32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32
0,0,0,0,0,0,0,0,0
1,4294967295,1278488575,4294967295,4294967295,255,4294967295,4294967295,1277709567
2,3435973887,1733248511,3435973887,3520188927,1195853823,3823363071,3772834047,1715758847
3,2694881535,2255446271,2694881535,2829625599,1583243007,3334915839,3334915839,2271315967
4,2155905279,2693429247,2155905279,2273806335,1886417151,2964369663,3014898687,2708972031
5,1684301055,3064040191,1852731135,1852731135,2122219263,2678038527,2728567551,3045766655
6,858993663,4208570111,1465341951,774778623,4294967295,774778623,774778623,4294967295
7,255,4294174719,201341183,255,4294967295,255,255,4294967295
8,4007773695,2102541311,4294967295,4007773695,2102541311,4007773695,4007773695,2102541311
9,3246110719,2101704191,3246110719,3246110719,2101704191,3736197375,3567504895,2101704191
10,4292139263,2434344447,4292139263,4292139263,2434344447,4292139263,4292139263,2434344447
11,2524208895,2574737663,3396687871,2524208895,2574737663,3669533439,2962918655,2574737663
12,4288256511,2436512511,4288256511,4288256511,2436512511,4288256511,4288256511,2436512511
13,2841656575,2270049023,2841656575,2841656575,2270049023,2051748863,3281025023,2270049023
14,3426170879,2483028223,3426170879,3426170879,2483028223,2231369983,3596574719,2483028223
15,3915533567,2014578175,3915533567,3915533567,2014578175,4287592959,3915533567,2014578175
16,3842002943,3422570495,3842002943,3842002943,3422570495,3842002943,3426170879,3422570495
17,3690987775,3690987775,3690987775,3690987775,3690987775,2368022015,3493279999,3690987775
18,2251305215,2822585855,2989371135,2251305215,2822585855,1579295487,2656655871,2822585855
19,1141571839,3954485759,2399602687,1141571839,3279580415,1141571839,1141571839,3649007871
20,3283920383,2271562495,3283920383,3283920383,2271562495,3283920383,3283920383,2271562495
21,2728036351,2743560191,2728036351,2728036351,2489990143,3048120319,2728036351,2591774975
22,3636166143,1932397055,2983780607,3636166143,1932397055,3636166143,3636166143,1932397055
23,2642631679,2876789503,2783437055,2642631679,2876789503,3097916671,2642631679,2876789503
24,4294488319,1633429759,4294488319,4294488319,1633429759,4294488319,4294488319,1633429759
25,4294928127,2442203647,4294928127,4294928127,2071662335,4294928127,4294928127,1920074495
26,3620423423,2946841599,3620423423,3620423423,2677353215,3620423423,3620423423,2340492287
27,2374500607,3149351167,2374500607,2374500607,2778803455,2761962495,2374500607,2458717439
28,3869719295,2573271295,3869719295,3869719295,2573271295,3869719295,3869719295,2573271295
29,1934954495,3181735935,2557283071,2237533695,2861586175,1598097919,2406957055,2625521151
30,1631663103,3484064767,2571971839,2034314751,3213917439,1731667711,2171034879,3045356287
31,4090258687,2793346815,4090258687,4090258687,2793346815,4090258687,4090258687,2793346815
32,4035852287,2739667199,4035852287,4035852287,2739667199,4035852287,4035852287,2739667199
33,3555650047,1181969407,3555650047,3555650047,1181969407,3555650047,3555650047,1181969407
34,2683236863,711683839,2683236863,2683236863,711683839,2683236863,2683236863,711683839
35,2043145471,677806847,2043145471,2043145471,677806847,2043145471,2043145471,677806847
36,828475135,1787668735,931974655,1215600639,1787668735,726035967,1518444287,1787668735
37,10092543,5739007,10092543,10092543,5739007,201392127,10092543,5739007
38,5288703,1516928511,327024639,543668479,1516928511,322870527,863224319,1516928511
39,2496579583,1083279615,2496579583,2496579583,1083279615,2496579583,2496579583,1083279615
40,2296164095,763712767,2296164095,2296164095,763712767,2296164095,2296164095,763712767
41,1169338111,696089343,1169338111,1169338111,696089343,1169338111,1169338111,696089343
42,2547802367,1199904255,2547802367,2547802367,1199904255,2547802367,2547802367,1199904255
43,2365545215,1889606655,2365545215,2365545215,1889606655,2365545215,2365545215,1955807231
44,1975189759,1450516991,1975189759,2177501439,1450516991,2177501439,1975189759,1450516991
45,13378303,429129983,13378303,13378303,429129983,13378303,13378303,429129983
46,679626495,1202538495,679626495,679626495,1202538495,407775999,679626495,1017199871
47,171514111,2834794239,24257535,171514111,2834794239,171514111,137237503,3355422719
48,2860646399,1615303167,3361406975,2860646399,1615303167,3299344383,2860646399,1615303167
49,1429521151,2104729343,2237005823,2303328255,2104729343,2910912511,2002636543,2104729343
50,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
51,255,255,255,255,255,255,255,255
52,332178431,332178431,332178431,332178431,332178431,332178431,332178431,332178431
53,174691071,174691071,174691071,174691071,174691071,174691071,174691071,174691071
54,2389314815,2389314815,2389314815,2389314815,2389314815,2389314815,2389314815,2389314815
55,858993663,858993663,858993663,858993663,858993663,858993663,858993663,858993663
56,2661875711,1802883583,2661875711,2661875711,1802883583,2661875711,2661875711,1449043967
57,1287585791,696959743,1287585791,1287585791,696959743,1287585791,1287585791,560897023
58,450287359,179151103,450287359,450287359,179151103,450287359,450287359,143294719
59,785483263,10978303,785483263,785483263,10978303,785483263,785483263,8808959
60,1490428671,798753023,1490428671,1490428671,798753023,1490428671,1490428671,645726463
61,3253022463,2023096575,3253022463,3253022463,2023096575,3253022463,3253022463,1618477311
62,4125845503,2323711743,4125845503,4125845503,2323711743,4125845503,4125845503,1852245503
63,4055325695,2825388287,4055325695,4055325695,2825388287,4055325695,4055325695,2253586687
64,4294967295,2623608575,4294967295,4294967295,2623608575,4294967295,4294967295,2623608575
65,4035852287,4289822207,4035852287,4035852287,4289822207,4035852287,4035852287,4289822207
66,4290793727,3678870015,4290793727,4290793727,3678870015,3414957311,4290793727,3678870015
67,2700637439,41228543,2700637439,2700637439,41228543,1824801023,2700637439,41228543
68,1278488575,1278488575,1278488575,1278488575,1278488575,1278488575,1278488575,1278488575
69,2683236863,2683236863,2683236863,2683236863,2683236863,2683236863,2683236863,2683236863
70,2043145471,2043145471,2043145471,2043145471,2043145471,2043145471,2043145471,2043145471
71,4241044735,4241044735,4241044735,4241044735,4241044735,4241044735,4241044735,4241044735
72,3237986559,3237986559,3237986559,3237986559,3237986559,3237986559,3237986559,3237986559
73,3697763583,3697763583,3697763583,3697763583,3697763583,3697763583,3697763583,3697763583
74,4242315263,4242315263,4242315263,4242315263,4242315263,4242315263,4242315263,4242315263
75,1278488575,1278488575,1278488575,1278488575,1278488575,1278488575,1278488575,1278488575
76,3869719295,3899133183,3869719295,3869719295,3869719295,3869719295,3869719295,4291517695
77,1631663103,3484064767,2571971839,2034314751,1631663103,2034314751,1631663103,2149581055
500,4286257919,3428188415,4286257919,4286257919,2974295039,4286257919,4286257919,2974295039
501,255,4291013632,255,255,4158633216,255,255,4158633216
502,1086324735,714394367,1086324735,1086324735,426151423,1086324735,1086324735,426151423
503,255,3790471167,255,255,4158633216,255,255,4158633216
504,13378303,1386242047,13378303,13378303,1081360639,13378303,13378303,1081360639
505,255,3319565568,255,255,4158633216,255,255,4158633216
506,4294928127,3194421503,4294928127,4294928127,2087256319,4294928127,4294928127,2087256319
507,255,4292185343,255,255,3216005375,255,255,3216005375
508,4286611711,3276162815,4286611711,4286611711,3276162815,4286611711,4286611711,3276162815
509,255,4291875071,255,255,4291875071,255,255,4291875071
510,4293454079,4293454079,4293454079,4293454079,4293454079,4293454079,4293454079,4293454079
511,3224371455,3224371455,3224371455,3224371455,3224371455,3224371455,3224371455,3224371455
512,3201171455,3201171455,3201171455,3201171455,3201171455,3201171455,3201171455,3201171455
513,455843583,455843583,455843583,455843583,455843583,455843583,455843583,455843583
514,3787784430,2960392447,3787784430,3787784430,2960392447,3787784430,3787784430,2960392447
515,4293454079,4293454079,4293454079,4293454079,4293454079,4293454079,4293454079,4293454079
516,3224371455,3224371455,3224371455,3224371455,3224371455,3224371455,3224371455,3224371455
517,1725104127,1725104127,1725104127,1725104127,1725104127,1725104127,1725104127,1725104127
518,4280812799,4280812799,4280812799,4280812799,4280812799,4280812799,4280812799,4280812799
519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
520,3331998207,3331998207,3331998207,3331998207,3331998207,3331998207,3331998207,3331998207
521,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
522,3296193279,3296193279,3296193279,3296193279,3296193279,3296193279,3296193279,3296193279
523,4293651199,4293651199,4293651199,4293651199,4293651199,4293651199,4293651199,4293651199
524,4285567743,4285567743,4285567743,4285567743,4285567743,4285567743,4285567743,4285567743
525,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
526,1203437567,1203437567,1203437567,1203437567,1203437567,1203437567,1203437567,1203437567
527,4289593599,4289593599,4289593599,4289593599,4289593599,4289593599,4289593599,4289593599
528,2338259199,2338259199,2338259199,2338259199,2338259199,2338259199,2338259199,2338259199
529,819396607,819396607,819396607,819396607,819396607,819396607,819396607,819396607
530,1030061567,1030061567,1030061567,997628159,1030061567,490425599,1030061567,1030061567
531,4286734847,4286734847,4286734847,4286734847,4286734847,4286734847,4286734847,4286734847
532,2152348671,2152348671,2152348671,2438284799,2152348671,1462970879,2152348671,2152348671
533,4291348735,4291348735,4291348735,4291348735,4291348735,4291348735,4291348735,4291348735
534,2919235839,2919235839,2919235839,2919235839,2919235839,2919235839,2919235839,2919235839
535,4294951167,4294951167,4294951167,4294951167,4294951167,4294951167,4294951167,4294951167
536,2690121983,2690121983,2690121983,2690121983,2690121983,2690121983,2690121983,2690121983
537,4290838527,4290838527,4290838527,4290838527,4290838527,4290838527,4290838527,4290838527
538,1073783039,1073783039,1073783039,1073783039,1073783039,1073783039,1073783039,1073783039
539,4283519487,4283519487,4283519487,4283519487,4283519487,4283519487,4283519487,4283519487
540,4290124287,4290124287,4290124287,4290124287,4290124287,4290124287,4290124287,4290124287
541,3227254527,3227254527,3227254527,3227254527,3227254527,3227254527,3227254527,3227254527
542,9895935,9895935,9895935,9895935,9895935,9895935,9895935,9895935
543,1638399,1638399,1638399,1638399,1638399,1638399,1638399,1638399
544,4283854591,4283854591,4283854591,4283854591,4283854591,4283854591,4283854591,4283854591
545,3019899135,3019899135,3019899135,3019899135,3019899135,3019899135,3019899135,3019899135
546,1622735615,1622735615,1622735615,1622735615,1622735615,1622735615,1622735615,1622735615
547,3292095487,3292095487,3292095487,3292095487,3292095487,3292095487,3292095487,3292095487
548,4056285439,2960392447,4056285439,4056285439,2960392447,4056285439,4056285439,2960392447
549,4092851199,2624276479,4092851199,4092851199,1583243007,4092851199,4092851199,1073742079
550,255,4158633216,255,2642175,4158633216,2642175,255,4158633216
551,3237986559,1570636031,16711935,3237986559,1249902847,3237986559,3237986559,8388863
552,255,4158633216,4194559,5259007,4158633216,5259007,255,4158633216
553,1502674943,1384441855,16777215,1823408127,1063894783,1823408127,1502674943,4259839
554,255,4158633216,65535,3035391,4158633216,3035391,255,4158633216
555,3012362239,2187315711,3012362239,3012362239,2068114431,3012362239,3012362239,1510014975
556,255,4158633216,2147483903,671111935,4158633216,671111935,255,4158633216
557,4289095423,3899133183,4289095423,4289095423,3176401407,4289095423,4289095423,2688555263
558,255,4158633216,255,1512702207,4158633216,1512702207,255,4158633216
559,4292942335,3482779903,4292942335,4292942335,2793013503,4292942335,4292942335,4293525759
560,255,4158633216,255,1513881855,4158633216,1513881855,255,4158633216
561,4203329279,3730805503,4203329279,4203329279,3209854719,4203329279,4203329279,3221250303
562,255,4158633216,255,1509967615,4158633216,1509967615,255,4158633216
563,3921845503,3397005311,3921845503,3921845503,3078374655,3921845503,3921845503,2154037503
564,255,4290209024,255,1177682175,4290209024,1177682175,255,4290209024
565,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
566,1203437567,1203437567,1203437567,1203437567,1203437567,1203437567,1203437567,1203437567
567,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
568,3869719295,3869719295,3869719295,3869719295,3869719295,3869719295,3869719295,3869719295
569,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
570,13378303,13378303,13378303,13378303,13378303,13378303,13378303,13378303
571,4294967295,1278488575,4294967295,4294967295,1278488575,4294967295,4294967295,1278488575
572,255,4294174719,255,255,4294174719,255,255,4294174719
573,4192749311,2406809855,4192749311,4192749311,2406809855,4192749311,4192749311,2406809855
574,255,4293867775,255,255,4293867775,255,255,4293867775
575,937335295,26893311,937335295,937335295,26893311,937335295,937335295,25842431
576,1541603327,94684927,1541603327,1541603327,94684927,1541603327,1541603327,76788479
577,4290920703,3547463935,4290920703,4290920703,3547463935,4290920703,4290920703,3177578751
578,4284141823,3896752639,4284141823,4284141823,3896752639,4284141823,4284141823,3493635839
579,2163273983,2163273983,2163273983,2163273983,2163273983,2163273983,2163273983,2163273983
580,2105599,2105599,2105599,2105599,2105599,2105599,2105599,2105599
581,1073774847,1073774847,1073774847,1073774847,1073774847,1073774847,1073774847,1073774847
582,4288676095,4288676095,4288676095,4288676095,4288676095,4288676095,4288676095,4288676095
700,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295
701,1684301055,1684301055,1684301055,1684301055,1684301055,1684301055,1684301055,1684301055
702,255,255,255,255,255,255,255,255
703,4292139263,4292139263,4292139263,4292139263,4292139263,4292139263,4292139263,4292139263
704,3426170879,3426170879,3426170879,3426170879,3426170879,3426170879,3426170879,3426170879
705,3915533567,3915533567,3915533567,3915533567,3915533567,3915533567,3915533567,3915533567
706,4035852287,4035852287,4035852287,4035852287,4035852287,4035852287,4035852287,4035852287
707,10092543,10092543,10092543,10092543,10092543,10092543,10092543,10092543
708,2860646399,2860646399,2860646399,2860646399,2860646399,2860646399,2860646399,2860646399
709,1429521151,1429521151,1429521151,1429521151,1429521151,1429521151,1429521151,1429521151
710,4125845503,4125845503,4125845503,4125845503,4125845503,4125845503,4125845503,4125845503
750,255,255,255,255,255,255,255,255
751,2492727551,2492727551,2492727551,2492727551,2492727551,2492727551,2492727551,2492727551
752,3615375103,3615375103,3615375103,3615375103,3615375103,3615375103,3615375103,3615375103
753,3279725311,3279725311,3279725311,3279725311,3279725311,3279725311,3279725311,3279725311
754,1052628991,1052628991,1052628991,1052628991,1052628991,1052628991,1052628991,1052628991
755,3612803327,3612803327,3612803327,3612803327,3612803327,3612803327,3612803327,3612803327
756,1872076799,1872076799,1872076799,1872076799,1872076799,1872076799,1872076799,1872076799
757,128602879,128602879,128602879,128602879,128602879,128602879,128602879,128602879
758,2155905279,2155905279,2155905279,2155905279,2155905279,2155905279,2155905279,2155905279
759,3053453567,3053453567,3053453567,3053453567,3053453567,3053453567,3053453567,3053453567
760,51967,51967,51967,51967,51967,51967,51967,51967
761,8388863,8388863,8388863,8388863,8388863,8388863,8388863,8388863
762,1816041471,1816041471,1816041471,1816041471,1816041471,1816041471,1816041471,1816041471
763,2339455999,2339455999,2339455999,2339455999,2339455999,2339455999,2339455999,2339455999
764,1554907135,1554907135,1554907135,1554907135,1554907135,1554907135,1554907135,1554907135
765,2887872255,2887872255,2887872255,2887872255,2887872255,2887872255,2887872255,2887872255
800,3569587711,3569587711,3569587711,3569587711,3569587711,3569587711,3569587711,3569587711
801,3183280639,3183280639,3183280639,3183280639,3183280639,3183280639,3183280639,3183280639
802,3734587647,3734587647,3734587647,3734587647,3734587647,3734587647,3734587647,3734587647
803,3279725311,3279725311,3279725311,3279725311,3279725311,3279725311,3279725311,3279725311
804,1689569535,1689569535,1689569535,1689569535,1689569535,1689569535,1689569535,1689569535
805,3110550015,3110550015,3110550015,3110550015,3110550015,3110550015,3110550015,3110550015
806,1855365375,1855365375,1855365375,1855365375,1855365375,1855365375,1855365375,1855365375
807,2023759615,2023759615,2023759615,2023759615,2023759615,2023759615,2023759615,2023759615
808,2155905279,2155905279,2155905279,2155905279,2155905279,2155905279,2155905279,2155905279
809,3363864831,3363864831,3363864831,3363864831,3363864831,3363864831,3363864831,3363864831
810,1164215295,1164215295,1164215295,1164215295,1164215295,1164215295,1164215295,1164215295
811,1570004479,1570004479,1570004479,1570004479,1570004479,1570004479,1570004479,1570004479
812,1716811775,1716811775,1716811775,1716811775,1716811775,1716811775,1716811775,1716811775
813,2339456255,2339456255,2339456255,2339456255,2339456255,2339456255,2339456255,2339456255
814,1738723071,1738723071,1738723071,1738723071,1738723071,1738723071,1738723071,1738723071
815,2219535359,2219535359,2219535359,2219535359,2219535359,2219535359,2219535359,2219535359
