key,0,1,2,3,4,5,6
#,Name,Description,,,,,
int32,str,str,byte,byte,bit&01,byte,int32
0,"","",0,0,False,0,0
1,"Roulette","Rules in play are chosen at random.",0,0,False,0,0
2,"All Open","Both decks are placed face up.",3,0,False,0,1000
3,"Three Open","Three cards chosen at random from each deck are played face up.",2,0,False,0,1166
4,"Same","When a card is played, if two or more of the sides are touching other cards, and the ranks of those sides are identical to those on the sides of the card played, the other cards are flipped.",0,0,False,0,666
5,"Sudden Death","If a match ends in a draw, a new deciding match is played with each player using the cards they captured.",0,0,True,0,1333
6,"Plus","When a card is played, if two or more of the sides are touching other cards, and the sum of the ranks on the touching sides are identical to the sums on the other touching sides, the other cards are flipped.",0,0,False,0,666
7,"Random","Decks are chosen at random from each player's list of claimed cards.",15,0,True,0,1000
8,"Order","Cards must be played in the order they appear in the deck.",9,15,False,0,1666
9,"Chaos","Cards must be played in a random order determined before the match.",8,0,False,0,1433
10,"Reverse","Lower numbers flip higher numbers.",0,0,False,0,1000
11,"Fallen Ace","A rank 1 side can flip an A. When Reverse is in play, a rank A side will flip a 1.",0,0,False,0,666
12,"Ascension","A card's ranks increase in proportion to the number of cards of the same type already played.",13,0,False,0,1000
13,"Descension","A card's ranks decrease in proportion to the number of cards of the same type already played.",12,0,False,0,1000
14,"Swap","One random card from each player's deck will be swapped with the other.",0,0,False,0,1666
15,"Draft","Decks must be built from a selection of randomly generated cards.",7,8,False,0,1000
