key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
#,LGB{SharedGroup},,Quest[0],Seq[0],,,Quest[1],Seq[1],,,Quest[2],Seq[2],,,Quest[3],Seq[3],,,Quest[4],Seq[4],,,Quest[5],Seq[5],,,,,
int32,uint32,byte,Quest,uint32,bool,byte,Quest,uint32,bool,byte,Quest,uint32,bool,byte,Quest,uint32,bool,byte,Quest,uint32,bool,byte,Quest,uint32,bool,byte,uint32,uint32,bool
0.0,0,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
1.0,5421598,2,67201,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
1.1,5421599,2,67201,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
1.2,5421600,2,67202,255,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
1.3,5421601,2,67202,255,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
1.4,5421603,2,67203,255,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
1.5,5421604,2,67203,255,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
1.6,5887469,1,67200,0,True,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
1.7,5887470,2,67205,3,True,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
1.8,6069137,1,67205,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
1.9,8702264,2,69597,255,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
2.0,5529190,2,67153,3,True,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
2.1,5912744,2,67191,1,True,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
2.2,6209260,1,67791,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
2.3,6215627,1,67792,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
2.4,6215629,1,67793,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
2.5,6207601,1,67794,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
2.6,8468226,1,69551,0,False,2,69932,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
3.0,5889398,2,67194,255,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
3.1,5889399,2,67191,1,True,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
3.2,5472828,1,67205,0,False,1,67629,0,False,2,67785,4,False,2,67788,2,False,2,67871,4,False,2,67874,4,False,0,0,0,False
3.3,5935225,1,67205,0,False,2,67626,6,False,1,67629,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
3.4,5935260,0,0,0,False,2,67785,4,False,2,67788,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
