key,0,1,2,3
#,,,,
int32,int16,int16,uint16,uint16
0,-1,-1,0,0
1,46,10,542,54
2,46,10,272,102
3,46,10,182,151
4,13,13,147,196
5,13,13,92,294
6,13,20,47,547
7,0,22,380,420
8,0,0,176,36
9,0,0,400,80
10,0,0,400,80
11,0,0,400,80
12,25,65,190,50
13,42,14,146,36
14,48,52,104,32
15,21,57,192,48
16,80,22,162,58
17,40,38,188,82
18,-10,45,180,68
19,-18,69,263,60
20,42,22,68,32
21,32,22,50,32
22,42,30,210,64
23,44,10,160,76
24,48,27,160,44
25,13,34,112,32
26,37,7,160,118
27,60,11,188,48
28,25,34,180,70
29,85,20,160,48
30,50,63,70,32
31,-32,76,178,74
32,13,45,375,82
33,246,10,204,24
34,0,0,640,64
35,96,0,320,44
36,-13,30,160,76
37,30,68,108,32
38,14,8,156,78
39,20,41,160,46
40,23,35,106,58
41,49,2,164,86
42,26,26,28,28
43,22,20,158,58
44,-23,-23,220,76
45,0,-48,182,130
46,1,46,125,32
47,64,25,205,55
48,0,30,188,70
49,33,35,254,118
50,7,25,181,49
