key,0,1,2,3,4,5,6,7,8,9
#,Slot,Rank,Components,Surveillance,Retrieval,Speed,Range,Favor,Class,RepairMaterials
int32,byte,byte,byte,int16,int16,int16,int16,int16,uint16,byte
0,0,0,0,0,0,0,0,0,0,0
1,2,1,5,50,40,10,-20,15,3,1
2,3,1,5,20,20,20,20,20,3,1
3,0,1,5,-10,30,20,40,20,3,1
4,1,1,5,-30,20,60,30,15,3,1
5,2,15,9,60,20,20,-15,10,2,2
6,3,15,9,25,5,25,30,30,2,2
7,0,15,9,15,10,0,60,15,2,2
8,1,15,9,15,0,30,40,25,2,2
9,2,25,12,25,60,-15,20,15,1,3
10,3,25,12,0,25,20,45,40,1,3
11,0,25,12,-15,55,35,15,20,1,3
12,1,25,12,15,20,0,55,15,1,3
13,2,35,14,65,10,-10,30,0,4,4
14,3,35,14,55,20,35,-15,50,4,4
15,0,35,14,40,-10,25,40,25,4,4
16,1,35,14,10,25,35,25,25,4,4
17,2,45,17,45,30,-15,40,40,5,5
18,3,45,17,55,20,-5,30,60,5,5
19,0,45,17,10,75,30,-15,5,5,5
20,1,45,17,20,60,35,-15,5,5,5
21,2,50,20,55,50,15,-15,25,8,6
22,3,50,20,25,25,30,25,35,8,6
23,0,50,20,-5,40,25,45,35,8,6
24,1,50,20,-25,25,70,35,25,8,6
25,2,50,20,65,25,25,-10,20,7,6
26,3,50,20,30,10,30,35,40,7,6
27,0,50,20,20,15,5,65,25,7,6
28,1,50,20,20,5,35,45,35,7,6
29,2,50,20,25,65,-10,25,25,6,6
30,3,50,20,0,30,25,50,45,6,6
31,0,50,20,-10,55,40,20,30,6,6
32,1,50,20,20,20,5,60,20,6,6
33,2,50,20,70,15,-10,30,5,9,6
34,3,50,20,60,20,35,-10,55,9,6
35,0,50,20,40,-5,30,40,30,9,6
36,1,50,20,10,25,40,30,30,9,6
37,2,50,20,45,30,-10,40,40,10,6
38,3,50,20,60,20,-5,30,60,10,6
39,0,50,20,10,80,30,-15,10,10,6
40,1,50,20,20,60,35,-10,10,10,6
