#,LevelRewards[0].LevelRewardItem[0],LevelRewards[0].LevelRewardItem[1],LevelRewards[0].Unknown0,LevelRewards[0].LevelRewardCount[0],LevelRewards[0].LevelRewardCount[1],LevelRewards[1].LevelRewardItem[0],LevelRewards[1].LevelRewardItem[1],LevelRewards[1].Unknown0,LevelRewards[1].LevelRewardCount[0],LevelRewards[1].LevelRewardCount[1],LevelRewards[2].LevelRewardItem[0],LevelRewards[2].LevelRewardItem[1],LevelRewards[2].Unknown0,LevelRewards[2].LevelRewardCount[0],LevelRewards[2].LevelRewardCount[1],LevelRewards[3].LevelRewardItem[0],LevelRewards[3].LevelRewardItem[1],LevelRewards[3].Unknown0,LevelRewards[3].LevelRewardCount[0],LevelRewards[3].LevelRewardCount[1],LevelRewards[4].LevelRewardItem[0],LevelRewards[4].LevelRewardItem[1],LevelRewards[4].Unknown0,LevelRewards[4].LevelRewardCount[0],LevelRewards[4].LevelRewardCount[1],LevelRewards[5].LevelRewardItem[0],LevelRewards[5].LevelRewardItem[1],LevelRewards[5].Unknown0,LevelRewards[5].LevelRewardCount[0],LevelRewards[5].LevelRewardCount[1],LevelRewards[6].LevelRewardItem[0],LevelRewards[6].LevelRewardItem[1],LevelRewards[6].Unknown0,LevelRewards[6].LevelRewardCount[0],LevelRewards[6].LevelRewardCount[1],LevelRewards[7].LevelRewardItem[0],LevelRewards[7].LevelRewardItem[1],LevelRewards[7].Unknown0,LevelRewards[7].LevelRewardCount[0],LevelRewards[7].LevelRewardCount[1],LevelRewards[8].LevelRewardItem[0],LevelRewards[8].LevelRewardItem[1],LevelRewards[8].Unknown0,LevelRewards[8].LevelRewardCount[0],LevelRewards[8].LevelRewardCount[1],LevelRewards[9].LevelRewardItem[0],LevelRewards[9].LevelRewardItem[1],LevelRewards[9].Unknown0,LevelRewards[9].LevelRewardCount[0],LevelRewards[9].LevelRewardCount[1],LevelRewards[10].LevelRewardItem[0],LevelRewards[10].LevelRewardItem[1],LevelRewards[10].Unknown0,LevelRewards[10].LevelRewardCount[0],LevelRewards[10].LevelRewardCount[1],LevelRewards[11].LevelRewardItem[0],LevelRewards[11].LevelRewardItem[1],LevelRewards[11].Unknown0,LevelRewards[11].LevelRewardCount[0],LevelRewards[11].LevelRewardCount[1],LevelRewards[12].LevelRewardItem[0],LevelRewards[12].LevelRewardItem[1],LevelRewards[12].Unknown0,LevelRewards[12].LevelRewardCount[0],LevelRewards[12].LevelRewardCount[1],LevelRewards[13].LevelRewardItem[0],LevelRewards[13].LevelRewardItem[1],LevelRewards[13].Unknown0,LevelRewards[13].LevelRewardCount[0],LevelRewards[13].LevelRewardCount[1],LevelRewards[14].LevelRewardItem[0],LevelRewards[14].LevelRewardItem[1],LevelRewards[14].Unknown0,LevelRewards[14].LevelRewardCount[0],LevelRewards[14].LevelRewardCount[1],LevelRewards[15].LevelRewardItem[0],LevelRewards[15].LevelRewardItem[1],LevelRewards[15].Unknown0,LevelRewards[15].LevelRewardCount[0],LevelRewards[15].LevelRewardCount[1],LevelRewards[16].LevelRewardItem[0],LevelRewards[16].LevelRewardItem[1],LevelRewards[16].Unknown0,LevelRewards[16].LevelRewardCount[0],LevelRewards[16].LevelRewardCount[1],LevelRewards[17].LevelRewardItem[0],LevelRewards[17].LevelRewardItem[1],LevelRewards[17].Unknown0,LevelRewards[17].LevelRewardCount[0],LevelRewards[17].LevelRewardCount[1],LevelRewards[18].LevelRewardItem[0],LevelRewards[18].LevelRewardItem[1],LevelRewards[18].Unknown0,LevelRewards[18].LevelRewardCount[0],LevelRewards[18].LevelRewardCount[1],LevelRewards[19].LevelRewardItem[0],LevelRewards[19].LevelRewardItem[1],LevelRewards[19].Unknown0,LevelRewards[19].LevelRewardCount[0],LevelRewards[19].LevelRewardCount[1],LevelRewards[20].LevelRewardItem[0],LevelRewards[20].LevelRewardItem[1],LevelRewards[20].Unknown0,LevelRewards[20].LevelRewardCount[0],LevelRewards[20].LevelRewardCount[1],LevelRewards[21].LevelRewardItem[0],LevelRewards[21].LevelRewardItem[1],LevelRewards[21].Unknown0,LevelRewards[21].LevelRewardCount[0],LevelRewards[21].LevelRewardCount[1],LevelRewards[22].LevelRewardItem[0],LevelRewards[22].LevelRewardItem[1],LevelRewards[22].Unknown0,LevelRewards[22].LevelRewardCount[0],LevelRewards[22].LevelRewardCount[1],LevelRewards[23].LevelRewardItem[0],LevelRewards[23].LevelRewardItem[1],LevelRewards[23].Unknown0,LevelRewards[23].LevelRewardCount[0],LevelRewards[23].LevelRewardCount[1],LevelRewards[24].LevelRewardItem[0],LevelRewards[24].LevelRewardItem[1],LevelRewards[24].Unknown0,LevelRewards[24].LevelRewardCount[0],LevelRewards[24].LevelRewardCount[1],LevelRewards[25].LevelRewardItem[0],LevelRewards[25].LevelRewardItem[1],LevelRewards[25].Unknown0,LevelRewards[25].LevelRewardCount[0],LevelRewards[25].LevelRewardCount[1],LevelRewards[26].LevelRewardItem[0],LevelRewards[26].LevelRewardItem[1],LevelRewards[26].Unknown0,LevelRewards[26].LevelRewardCount[0],LevelRewards[26].LevelRewardCount[1],LevelRewards[27].LevelRewardItem[0],LevelRewards[27].LevelRewardItem[1],LevelRewards[27].Unknown0,LevelRewards[27].LevelRewardCount[0],LevelRewards[27].LevelRewardCount[1],LevelRewards[28].LevelRewardItem[0],LevelRewards[28].LevelRewardItem[1],LevelRewards[28].Unknown0,LevelRewards[28].LevelRewardCount[0],LevelRewards[28].LevelRewardCount[1],LevelRewards[29].LevelRewardItem[0],LevelRewards[29].LevelRewardItem[1],LevelRewards[29].Unknown0,LevelRewards[29].LevelRewardCount[0],LevelRewards[29].LevelRewardCount[1],LevelRewards[30].LevelRewardItem[0],LevelRewards[30].LevelRewardItem[1],LevelRewards[30].Unknown0,LevelRewards[30].LevelRewardCount[0],LevelRewards[30].LevelRewardCount[1],LevelRewards[31].LevelRewardItem[0],LevelRewards[31].LevelRewardItem[1],LevelRewards[31].Unknown0,LevelRewards[31].LevelRewardCount[0],LevelRewards[31].LevelRewardCount[1],Unknown0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,0,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,36920,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,37266,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,37486,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,37267,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,37268,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,5000,0,36656,0,1,1000,31
2,0,0,0,1,1,0,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,38572,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,38348,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,38447,0,0,1,1,38446,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,38349,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,36905,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,6000,0,36656,0,1,1000,31
3,0,0,0,1,1,0,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,39498,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,39570,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,23125,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,39571,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,39364,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,5000,0,36656,0,1,1000,31
4,0,0,0,1,1,0,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,40358,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,40498,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,40373,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,40499,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,40383,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,5000,0,36656,0,1,1000,31
5,0,0,0,1,1,0,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,41460,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,41367,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,41473,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,41368,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,41523,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,5000,0,36656,0,1,1000,31
6,0,0,0,1,1,0,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,44258,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,43565,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,43576,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,43566,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,41492,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,5000,0,36656,0,1,1000,31
7,0,0,0,1,1,0,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,44508,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,44350,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,44485,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,44351,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,44352,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,5000,0,36656,0,1,1000,31
8,0,0,0,1,1,0,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,47984,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,46335,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,47961,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,46336,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,48231,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,5000,0,36656,0,1,1000,31
9,0,0,0,1,1,0,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,46794,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,46736,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,46775,0,0,1,1,46774,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,46737,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,47224,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,6000,0,36656,0,1,1000,31
