key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
#,Content,,,,Exp{BelowExMaxLvl},Exp{AboveExMaxLvl},,,,,,,,,,,,,,
int32,ContentFinderCondition,bit&01,uint16,bit&02,bit&04,bit&08,uint32,uint32,uint32,byte,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32
0,0,False,0,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,676,False,1,False,True,True,3091000,1236400,68836,4,2009808,0,1029846,1029847,1029848,1029849,0,0,0,0
2,649,False,2,False,True,True,3442000,1376800,68848,2,2009829,0,1029157,1029158,1029159,1029160,1029161,0,0,0
3,651,False,3,False,True,True,4021000,1608400,68876,2,2009955,0,1029210,1029557,1029850,1029851,0,0,0,0
4,656,False,4,False,True,True,4757000,1902800,69157,2,2010511,0,1030157,1030158,1030159,1030160,1030161,1030162,0,0
5,659,False,5,False,True,True,5439000,2175600,69179,3,2010233,0,1030297,1030298,1030299,1030300,1030301,1030302,0,0
6,652,False,6,False,True,True,0,2208400,69190,7,2010235,0,1030361,1030362,1030363,1030364,1030365,1030366,0,0
7,692,False,7,False,True,True,0,2254000,69210,2,2010808,0,1031726,1031727,1031728,1031729,0,0,0,0
8,714,False,8,False,True,True,0,2293200,69305,2,2010952,0,1032539,1032540,1032541,1032542,1032543,1032544,0,0
9,737,False,9,False,True,True,0,2331200,69313,3,2011101,0,1033839,1033840,1033841,1033842,1033843,1033844,0,0
10,746,False,10,False,True,True,0,2365600,69547,4,2011334,0,1035381,1035382,1035383,1035384,0,0,0,0
11,777,False,11,False,True,True,0,2404400,69598,3,2011521,0,1036375,1036376,1036377,1036378,1036379,1036380,0,0
12,783,False,1,False,True,True,6566000,2655600,69913,3,2011959,0,1038663,1038664,1038665,1038666,0,0,0,0
13,785,False,2,False,True,True,7590500,3032800,69931,4,2012113,0,1039957,1039958,1039959,1039960,1039961,1039962,1039963,0
14,789,False,3,False,True,True,8814000,3509200,69945,4,2012228,0,1038979,1038980,1038981,1038982,1038983,1038984,0,0
15,787,False,4,False,True,True,9967000,3915600,69973,2,2012172,0,1040154,1040155,1040156,0,0,0,0,0
16,786,False,5,False,True,True,10795000,4024800,69985,2,2012229,2012742,1040488,1040489,1040490,1040491,1040492,1040493,1040494,0
17,790,False,6,False,False,False,0,0,69985,4,2012230,0,1040496,1040497,1040498,1040499,1040500,1040501,1040502,0
18,792,False,7,False,True,True,0,4278400,70000,1,2012370,0,1041172,1041173,1041174,1041175,1041176,1041177,1041178,0
19,844,False,8,False,True,True,0,4532900,70065,1,2012839,0,1039585,1039586,1039587,1039588,0,0,0,0
20,869,False,9,False,True,False,0,4787300,70128,4,2013041,0,1042060,1042061,1042062,0,0,0,0,0
21,896,False,10,False,True,True,0,5041000,70210,3,2013225,0,1044264,1044265,1044266,1044267,1044268,1044269,0,0
22,822,False,11,False,True,True,0,5294500,70272,7,2013359,0,1045418,1045419,1045420,1045421,0,0,0,0
23,823,False,12,False,True,True,0,5548700,70284,1,2013410,0,1045662,1045663,1045664,1045665,0,0,0,0
24,826,False,1,False,True,False,5801800,0,70415,3,2013686,0,1046771,1046772,1046773,0,0,0,0,0
25,824,False,2,False,True,False,6689500,0,70427,1,2013642,0,1046856,1046857,1046858,0,0,0,0,0
26,832,False,3,False,False,False,0,0,70430,4,2013643,0,1046900,1046906,1046903,1046901,1046902,1046904,1046905,0
27,829,False,4,False,True,True,7718100,0,70445,5,2013659,0,1047713,1047715,1047717,1047716,0,0,0,0
28,831,False,5,False,True,True,8787000,0,70462,3,2013687,0,1047367,1047369,1047368,1047370,0,0,0,0
29,825,False,6,False,True,True,9012200,0,70481,2,2013848,0,1048144,1048143,1048141,1048142,0,0,0,0
30,995,False,7,False,False,False,0,0,70481,4,2013849,0,1048146,1048148,1048147,1048149,1048152,1048150,1048151,0
31,827,False,8,False,True,True,0,0,70495,2,2013791,0,1048018,1048020,1048021,0,0,0,0,0
32,1008,False,9,False,True,True,0,0,70782,4,2014476,0,1052208,1052209,1052210,1052211,1052212,0,0,0
33,1027,False,10,False,True,True,0,0,70840,2,2014676,0,1053866,1053868,1053869,0,0,0,0,0
