key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
#,,CrystalSand,Qty,ItemName[0],IsHQ[0],Quantity[0],ItemName[1],IsHQ[1],Quantity[1],ItemName[2],IsHQ[2],Quantity[2],ItemName[3],IsHQ[3],Quantity[3],ItemName[4],IsHQ[4],Quantity[4],ItemName[5],IsHQ[5],Quantity[5],ItemName[6],IsHQ[6],Quantity[6],ItemName[7],IsHQ[7],Quantity[7],Category
int32,byte,Item,byte,Item,bool,byte,Item,bool,byte,Item,bool,byte,Item,bool,byte,Item,bool,byte,Item,bool,byte,Item,bool,byte,Item,bool,byte,AnimaWeapon5PatternGroup
0,0,0,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0
1,1,15841,2,12839,False,5,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,1
2,2,15841,2,12841,False,5,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,2
3,3,15841,2,12913,False,1,12912,False,1,12233,False,1,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,3
4,4,15841,2,12236,False,1,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,4
5,5,15841,2,5637,False,1,5647,False,1,5657,False,1,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,5
6,6,15841,2,5642,False,1,5652,False,1,5662,False,1,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,6
7,7,15841,2,8145,False,3,8146,False,2,8148,False,3,8149,False,2,0,False,0,0,False,0,0,False,0,0,False,0,7
8,8,15841,2,10124,False,5,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,8
9,9,15841,2,6159,False,1,6163,False,1,9378,False,1,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,9
10,10,15841,2,7885,False,5,6268,False,5,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,11
11,11,15841,2,13626,False,2,9376,False,5,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,12
12,12,15841,2,6161,False,1,7160,False,1,8020,False,1,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,10
13,13,15841,2,13582,False,1,13584,False,1,13586,False,1,13588,False,1,0,False,0,0,False,0,0,False,0,0,False,0,13
